"popid"	"lower_cdl"	"med_cdl"	"upper_cdl"	"order.x"	"lower_r"	"med_r"	"upper_r"	"lower_s"	"med_s"	"upper_s"	"lower_b"	"med_b"	"upper_b"	"lower_w"	"med_w"	"upper_w"	"lower_e"	"med_e"	"upper_e"	"ID"	"PY"	"pops_left_drc"	"region"	"genus"	"spec"	"nmethod"	"degN"	"degE"	"n_pp"	"day"
"115"	"kimura_1993.Imabetsu.Drosophila.subauraria"	12.6296961182403	12.7587739930022	12.8959844693481	"Diptera"	0.726844772304759	0.786172331230069	0.827216411686679	0.249734413771813	0.250182412438733	0.250205146525371	0.181582504516704	0.196663905599263	0.206972965087958	0.0432311679092994	0.0534948501573161	0.0682363955433848	249.996082163493	253.10809799628	256.057901635651	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"subauraria"	"accurate"	41.15	140.45	5	292
"116"	"kimura_1993.Iwanuma.Drosophila.triauraria"	12.0443316780639	12.5199200878814	12.9637989198205	"Diptera"	0.437138766842594	0.608372495189722	0.752672078845956	0.236965746735279	0.246244273885296	0.250038423446516	0.10603208544493	0.149455986612704	0.186900572226344	0.0613490933724681	0.0960888736934889	0.137371397460947	245.56168616619	257.848230923625	269.356024964209	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"triauraria"	"accurate"	38.11	140.87	4	295
"117"	"kimura_1993.Kagoshima.Drosophila.triauraria"	11.6380189471834	11.9927492630047	12.1095548348076	"Diptera"	0.473245778827475	0.591063317862842	0.708352073469564	0.236956120924819	0.244890266659166	0.249815002830334	0.114769823967468	0.14466762013491	0.174358909583783	0.0717660188842446	0.0999848614878153	0.128308339044762	267.934375444902	271.007072502755	281.20766242826	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"triauraria"	"accurate"	31.58	130.54	5	356
"118"	"kimura_1993.Kikonai.Drosophila.auraria"	12.2975600854984	12.4288222234994	12.5534480106352	"Diptera"	0.608235994540558	0.737832195856134	0.813325862679963	0.247412169345242	0.24991090176928	0.25019574255731	0.151305761664366	0.184266229729038	0.203455867891224	0.0466862457264779	0.0654433819699208	0.0975436510945622	257.772118950988	260.571920300464	264.126779660737	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"auraria"	"accurate"	41.66	140.43	4	292
"119"	"kimura_1993.Kikonai.Drosophila.biauraria"	13.0533507950129	13.4051239834941	13.532808517175	"Diptera"	0.782320468829399	0.86243683601628	0.921825349283761	0.248521851720081	0.24981954177845	0.250206734431617	0.194778159061207	0.215371256395217	0.230530271952656	0.0195505351427513	0.0343509135922226	0.0542062712315528	247.092363101399	247.861219184012	247.982723962349	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"biauraria"	"accurate"	41.66	140.43	5	292
"120"	"kimura_1993.Kikonai.Drosophila.subauraria"	13.0111727130765	13.1051264284226	13.5708881981615	"Diptera"	0.488178826280722	0.682577679974029	0.836019891750274	0.243734459753979	0.249407632560968	0.250177256300996	0.120985045930821	0.169759667310205	0.208795969848652	0.0409796506203791	0.0789014292651029	0.127656182603227	226.705602741449	246.802953580212	247.983813688758	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"subauraria"	"accurate"	41.66	140.43	5	292
"121"	"kimura_1993.Kikonai.Drosophila.triauraria"	12.7350050283568	12.9634628770599	12.9993612209313	"Diptera"	0.695436473633895	0.793597950904713	0.872491468032235	0.245555760692877	0.24972548229114	0.250206214760942	0.171820898353535	0.198022252691142	0.217637450852955	0.0318421105319781	0.0515301125443561	0.075278503384508	248.002009569989	250.894983118078	254.410165896255	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"triauraria"	"accurate"	41.66	140.43	5	292
"122"	"kimura_1993.Murakami.Drosophila.biauraria"	12.9227883452905	13.0139740117275	13.1156333951478	"Diptera"	0.71117707212126	0.773570290517105	0.829241752089843	0.249286682249032	0.250084170386535	0.250199613407413	0.17760000946519	0.193404498432576	0.207435739893441	0.0427198036863678	0.0566059575555818	0.0720776774618672	241.992862898765	244.680051957223	246.964787901619	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"biauraria"	"accurate"	38.12	139.48	5	295
"123"	"kimura_1993.Oita.Drosophila.triauraria"	11.9794587731408	12.0025318875817	12.0476814760699	"Diptera"	0.807096050431756	0.915067805890116	0.969441390109592	0.24954255110147	0.250158759018116	0.250236931124575	0.201705621339204	0.228873331860308	0.242571547636051	0.0076467622327585	0.0212439971631341	0.0481661090496987	269.860002017193	270.992064686068	271.447183429795	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"triauraria"	"accurate"	33.25	131.65	5	345
"124"	"kimura_1993.Okushiri.Drosophila.auraria"	12.7368654638491	12.9526603556891	12.9912611420503	"Diptera"	0.753200820685484	0.839297291931286	0.906809607209476	0.24749396182011	0.249331815806528	0.250122803819151	0.186998133132793	0.209155599333928	0.226510951700644	0.0232873388559448	0.0400419432897217	0.0612587359251885	248.01175760297	248.300135555759	253.814284966702	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"auraria"	"accurate"	42.07	139.45	4	291
"125"	"kimura_1993.Okushiri.Drosophila.biauraria"	13.4163471089263	13.5526573702694	13.6919873934677	"Diptera"	0.753258639635761	0.80631158719815	0.84407799066444	0.249907396136159	0.250186508507509	0.250209141863795	0.18830732100509	0.20170864782641	0.211176247852685	0.0390114216658266	0.0484533219208519	0.0617174983445125	231.962760924021	235.087906381939	238.213211209134	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"biauraria"	"accurate"	42.07	139.45	5	291
"126"	"kimura_1993.Okushiri.Drosophila.subauraria"	13.3867196044826	13.5652545061133	13.8575938921102	"Diptera"	0.674135649201441	0.786474312213683	0.846278681517079	0.248322488334227	0.250123090753075	0.250205848042632	0.167447565291826	0.196695899338451	0.211690589496844	0.0384534992160579	0.0533993833714683	0.0810796195207043	229.257662240576	235.085163285413	239.781081177356	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"subauraria"	"accurate"	42.07	139.45	5	291
"127"	"kimura_1993.Okushiri.Drosophila.triauraria"	13.4892001410455	13.7317053711189	13.982166504683	"Diptera"	0.694560184137888	0.820991131410006	0.893601308798014	0.248060122023155	0.2495638053507	0.250188873161206	0.173353806184795	0.204777891116117	0.223120813968994	0.0265814161069324	0.044647958553214	0.076115365333831	225.065802099591	226.38121739119	235.874005371273	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"triauraria"	"accurate"	42.07	139.45	5	291
"128"	"kimura_1993.Oma.Drosophila.biauraria"	13.2326574339918	13.3276334776581	13.4248639496396	"Diptera"	0.780267693726177	0.825520262783565	0.857037082180629	0.249983989082802	0.250194834156078	0.250212723053227	0.195138713039265	0.206531964080354	0.214436906664577	0.0357708630869625	0.0436547712807645	0.0549557656189808	237.993694092332	240.300363805489	242.508834130604	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"biauraria"	"accurate"	41.54	140.92	5	292
"129"	"kimura_1993.Onuma.Drosophila.triauraria"	13.0118160508988	13.0549210531216	13.2828568786289	"Diptera"	0.784428273618199	0.925309505287351	0.987906150556916	0.248586312067365	0.2501826774207	0.250245981473307	0.195534621392546	0.231441327932795	0.247214775523022	0.00302637884530595	0.0186811270242785	0.0538087216165491	242.004203348722	247.704964539307	247.985383469686	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"triauraria"	"accurate"	41.97	140.67	4	291
"130"	"kimura_1993.Rishiri.Drosophila.subauraria"	14.0156647093695	14.1128887496887	14.4758000368516	"Diptera"	0.628866024009986	0.756254359436682	0.864500322187509	0.241211340630518	0.247628187186073	0.249963001563719	0.152324257456416	0.187262272623276	0.215635445624082	0.0338010488157805	0.060296635720972	0.0901252495856665	219.116515957895	229.0674175024	229.967737281192	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"subauraria"	"accurate"	45.25	141.21	6	289
"131"	"kimura_1993.Sado.Drosophila.biauraria"	12.7584021719995	12.9124204027724	13.0155433957352	"Diptera"	0.659640758471139	0.731807745317719	0.791060894897313	0.249235998836016	0.250110585517567	0.250192604566911	0.16484861462025	0.182987314055099	0.197876543044572	0.052272622216797	0.0670515882578253	0.0850507028187373	244.496907015506	247.425373421346	251.038548165588	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"biauraria"	"accurate"	38.02	138.37	5	295
"132"	"kimura_1993.Sakata.Drosophila.biauraria"	12.8528844220617	12.9954298700821	13.0460379642697	"Diptera"	0.60048874867303	0.66574750493026	0.727477085447288	0.245864272159182	0.248603342142602	0.249961437799221	0.148275660881378	0.165436450058885	0.181585359404136	0.0680059570376286	0.0830718124587582	0.0987753268832721	244.435572997445	247.07523824504	250.327190745713	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"biauraria"	"accurate"	38.92	139.84	5	294
"133"	"kimura_1993.Sapporo.Drosophila.auraria"	12.8867637696412	13.0038611010486	13.0678239862746	"Diptera"	0.654028201091136	0.743327193406405	0.818877658430033	0.244833357458689	0.248269705507232	0.250191894082533	0.160939902768939	0.18455473550244	0.204386691350897	0.0451799287228593	0.0637141685338186	0.0850252125858988	247.788925729364	248.993719512577	251.928842263605	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"auraria"	"accurate"	43.07	141.35	5	291
"134"	"kimura_1993.Sapporo.Drosophila.biauraria"	13.7269234843312	13.8309432983037	13.9390567077283	"Diptera"	0.765574798261391	0.818172935109439	0.854993668707868	0.249949298436631	0.250195301757663	0.25021253403443	0.191450936459026	0.204689195700797	0.213922122315454	0.0362819958431269	0.045489672964929	0.0586106092897977	228.197920771074	230.507960080958	232.907926756475	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"biauraria"	"accurate"	43.07	141.35	5	291
"135"	"kimura_1993.Sapporo.Drosophila.subauraria"	13.6394265365312	13.7978515962183	14.0132829210537	"Diptera"	0.733797114618645	0.784293616854447	0.820697538016781	0.249498531292896	0.250157270356156	0.250202719933116	0.183264373153986	0.196164839045133	0.205331541854359	0.0448590462991579	0.053942711891204	0.0664893802914934	228.086211546019	231.591912142102	234.69673332743	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"subauraria"	"accurate"	43.07	141.35	6	291
"136"	"kimura_1993.Sarobetsu.Drosophila.subauraria"	14.0190429575844	14.098489087494	14.3471632487988	"Diptera"	0.795631989180927	0.856879196560118	0.91021200284925	0.249970019806707	0.250192488312458	0.250224025252782	0.199001882794245	0.214360103943097	0.227749316519554	0.0224659979999295	0.0358031804766877	0.0511228942548959	221.552033122395	228.266490386963	229.719795039872	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"subauraria"	"accurate"	45.08	141.69	6	289
"137"	"kimura_1993.Setana.Drosophila.biauraria"	13.4637343555693	13.9261497141576	13.9895095222466	"Diptera"	0.650270193307558	0.818027705153963	0.930674187497474	0.247419207822092	0.2498200698995	0.250208217322761	0.162294184304713	0.204156924017513	0.232768175709664	0.0173298382714628	0.0453888584575546	0.0872695200801753	226.015366567745	227.092092999532	246.405460251829	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"biauraria"	"accurate"	42.45	139.85	5	291
"138"	"kimura_1993.Setana.Drosophila.subauraria"	12.5735318945919	12.7011255687286	12.8291284728648	"Diptera"	0.708001450023239	0.771184713000253	0.81236325516375	0.249549493566558	0.250169048115993	0.250201147878966	0.176743497244046	0.192913598014288	0.203255655844205	0.0469472608377595	0.0572411796534265	0.072883748518407	252.561289579096	255.217924503269	258.014270355398	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"subauraria"	"accurate"	42.45	139.85	5	291
"139"	"kimura_1993.Shanghai.Drosophila.triauraria"	11.5596642259876	11.9385224555457	11.9951919704998	"Diptera"	0.607314372499621	0.741247097546077	0.846509450943819	0.243542919708035	0.247870747654823	0.249985782328515	0.150103672609514	0.183300944311373	0.21085721663859	0.0382024534530913	0.0640072560521084	0.0972026136710059	271.006480492788	271.331110127485	284.491426079372	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"triauraria"	"accurate"	31.233333	121.466667	4	356
"140"	"kimura_1993.Tobishima.Drosophila.biauraria"	13.9975488952253	14.0284555718846	14.1625074942517	"Diptera"	0.666165144696701	0.753520539579645	0.851770246254303	0.249193422151337	0.250141379482411	0.250197932135569	0.166449530660468	0.188433833393184	0.212695512054473	0.0370533967877374	0.0616578121164705	0.0834045039334205	211.305373793305	217.031781765786	221.643531906162	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"biauraria"	"accurate"	39.11	139.33	5	294
"141"	"kimura_1993.Wakkanai.Drosophila.auraria"	12.9475264415141	13.0193831815622	13.1250220353903	"Diptera"	0.739522384355925	0.810022306121732	0.857670901061946	0.249508118118158	0.250152308906339	0.250210547602925	0.184764752810267	0.20257922718446	0.214589518555344	0.035612689897347	0.0475216314878937	0.0650693756429382	248.427492135186	250.33003901349	251.989964823861	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"auraria"	"accurate"	45.4	141.69	5	289
"142"	"kimura_1993.Yagishiri.Drosophila.auraria"	12.8183991509981	12.9230823990239	13.0154138411006	"Diptera"	0.716802980438407	0.796601706427049	0.843509008767504	0.249480852097907	0.25015982696254	0.250208377347374	0.178980329728077	0.199228698967734	0.211040913902218	0.0391555291764453	0.0508706651787783	0.0707675023807962	249.692418514105	251.368561716713	253.505053005952	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"auraria"	"accurate"	44.44	141.43	5	289
"143"	"kimura_1993.Yagishiri.Drosophila.subauraria"	13.9021433994558	13.9973258897893	14.0403733890067	"Diptera"	0.858066999222258	0.943123442310869	0.979998977791518	0.250092511224229	0.250220205942762	0.250243614195157	0.214659699359279	0.235971903645655	0.245239487105833	0.00500514851603344	0.0142305060207161	0.0355122922213113	228.212393375539	229.006124773776	230.901205253482	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"subauraria"	"accurate"	44.44	141.43	6	289
"144"	"kimura_1994. CH.Drosophila.takahashii"	11.0572450696728	11.4724961692416	11.9238870368761	"Diptera"	0.422960952609699	0.568784048321902	0.703379387534819	0.236318094527697	0.245696885524534	0.24984168787548	0.10196577115661	0.139398220469376	0.174315523505477	0.073464244379962	0.105638957034491	0.140523962755332	270.830289824391	284.102445658045	297.239719384081	"kimura_1994"	1994	"5"	"Japan"	"Drosophila"	"takahashii"	"global average"	35.607325	140.106386	4	332
"145"	"kimura_1994. FT.Drosophila.takahashii"	11.0805846324738	11.4966055470149	11.9237381404007	"Diptera"	0.564187338360985	0.71503644788127	0.835232833221929	0.244392462901877	0.249248911065097	0.250178664066495	0.139107304880483	0.177915435109535	0.208634311910665	0.0411184628847948	0.0708393314600612	0.107644139474498	271.86773454689	285.493118616175	299.144390246232	"kimura_1994"	1994	"5"	"Japan"	"Drosophila"	"takahashii"	"global average"	33.495079	130.51863	4	343
"146"	"kimura_1994. KG.Drosophila.takahashii"	11.0111370355734	11.4769417521563	11.9735776847779	"Diptera"	0.105089638790243	0.216952227191974	0.350140569366012	0.217474386511411	0.236746368759783	0.248030196427467	0.0242773291783683	0.0512420000215074	0.0839531856914819	0.154471057139412	0.183884991075953	0.213250472623892	271.705889279183	286.898283319112	302.381726365363	"kimura_1994"	1994	"5"	"Japan"	"Drosophila"	"takahashii"	"global average"	31.596536	130.557117	4	356
"147"	"kimura_1994. KS.Drosophila.takahashii"	11.0198794553417	11.3814255655715	11.916128393918	"Diptera"	0.291026005053769	0.439034141911849	0.589766344554392	0.241326143926724	0.248819684488029	0.250108556480064	0.071950532342008	0.10884325950006	0.146671953895457	0.102076095850824	0.138882534797898	0.175593476156644	271.95084511954	287.241518054298	302.422529070754	"kimura_1994"	1994	"5"	"Japan"	"Drosophila"	"takahashii"	"global average"	31.766667	129.8	4	356
"148"	"kimura_1994. SN.Drosophila.takahashii"	11.055550373026	11.5127217463509	11.9551741750462	"Diptera"	0.473500005389894	0.632218131656787	0.76694188623656	0.247055746500585	0.249901704382654	0.250173107092937	0.11806121964525	0.157831720526763	0.191629970299901	0.0582687479409168	0.0917516471475255	0.131012768147727	270.604559908356	282.419206423276	294.391108153512	"kimura_1994"	1994	"5"	"Japan"	"Drosophila"	"takahashii"	"global average"	38.268333	140.869444	4	324
"149"	"koveos.Aile-froide.Tetranychus.urticae"	14.7114121350745	14.7605920919897	14.8071374534331	"Trombidiformes"	0.775047881709449	0.803348957947599	0.828473809109904	0.249203595365883	0.249691607352301	0.24998026922802	0.193226507486266	0.200588460636988	0.207050541378418	0.0428707020591329	0.0490991503246458	0.0560489871611984	210.564105509681	211.88679132731	213.172640623331	"koveos"	1993	"8"	"Europe"	"Tetranychus"	"urticae"	"global average"	44.885	6.356111	8	270
"150"	"koveos.leningrad.Tetranychus.urticae"	16.2816160450019	16.3036541926759	16.3248785930332	"Trombidiformes"	0.802730966931311	0.842232651979438	0.876705046431088	0.249197461270041	0.249817168383834	0.250116344989811	0.200084336319883	0.210401848772268	0.219257921570757	0.0308303276380832	0.0394103030419544	0.0491916236755982	219.787785966941	220.019528225566	220.269746481204	"koveos"	1993	"8"	"Europe"	"Tetranychus"	"urticae"	"global average"	59.933333	30.266667	15	315
"151"	"koveos.padua.Tetranychus.urticae"	12.5059177634251	12.5301570706464	12.6113434374046	"Trombidiformes"	0.838685794517307	0.870695394469954	0.90273080389406	0.248969994409312	0.249510788403046	0.249907013266663	0.209057536747449	0.217250661438705	0.225412091541446	0.0242857165485938	0.0322586015280143	0.0402009272588769	257.901236932267	259.363743953221	259.985775045852	"koveos"	1993	"8"	"Europe"	"Tetranychus"	"urticae"	"global average"	45.408056	11.872222	7	279
"152"	"koveos.Susch.Tetranychus.urticae"	15.4670236702835	15.5016347077377	15.5361659893969	"Trombidiformes"	0.786952150719782	0.826001977376474	0.886500618744763	0.249903385162416	0.250169173474949	0.250215779989912	0.196758008698137	0.206625349909128	0.221810484738377	0.0283995769576012	0.0435269901183239	0.0532669804823389	195.084117908166	196.741986790708	197.77972012723	"koveos"	1993	"8"	"Europe"	"Tetranychus"	"urticae"	"global average"	46.749995	10.066666	7	270
"153"	"koveos.Thessaloniki1.Tetranychus.urticae"	10.8350662505331	10.9369033833033	10.9855529548437	"Trombidiformes"	0.74675983193701	0.789956386006676	0.829610840781341	0.249963185884663	0.250175572595184	0.250203202221655	0.186753380074948	0.197612251158784	0.207534736923995	0.0426292741569851	0.0525474027117707	0.063349780598435	293.013713193252	293.079663561134	293.734963401959	"koveos"	1993	"8"	"Europe"	"Tetranychus"	"urticae"	"global average"	40.647222	22.963889	7	356
"154"	"koveos.Thessaloniki2.Tetranychus.urticae"	10.9876051838442	11.0119543466253	11.0656494123536	"Trombidiformes"	0.468468482860669	0.509385972924194	0.550073824920853	0.237091784647934	0.240325858007823	0.242934056182852	0.111552158331077	0.122409771689565	0.133124227691581	0.10884133825921	0.117870626241374	0.126843955975695	291.516389364188	292.933968284627	293.166100489955	"koveos"	1993	"8"	"Europe"	"Tetranychus"	"urticae"	"global average"	40.647222	22.963889	12	356
"155"	"koveos.Voorne.Tetranychus.urticae"	13.9911685020339	14.015480106843	14.0412301101593	"Trombidiformes"	0.830092231698835	0.858709131676692	0.884000088851287	0.249439621755002	0.2498096520589	0.250055148114453	0.207217096633865	0.214491594350598	0.220937901520529	0.0289929600745353	0.0352953344540517	0.0424183485637683	238.273468798235	238.689426327464	239.101270616305	"koveos"	1993	"8"	"Europe"	"Tetranychus"	"urticae"	"global average"	51.816667	4.183333	10	269
"156"	"koveos.warsaw.Tetranychus.urticae"	13.7234211365745	13.7736492793077	13.8247882559394	"Trombidiformes"	0.69834441150979	0.759027508610812	0.813605242612953	0.248987082080341	0.249777424012446	0.250166869456099	0.174509050084067	0.189562504860275	0.203092107384888	0.0465526641104981	0.0601799766934736	0.0754210098935588	241.853328447725	242.685294340171	243.534428671565	"koveos"	1993	"8"	"Europe"	"Tetranychus"	"urticae"	"global average"	52.216667	21.033333	7	277
"157"	"kurahashi. Hachijo.Boettcherisca.peregrina"	12.7757252418138	12.9504618484403	12.9897985815853	"Diptera"	0.800186956811854	0.892520327149369	0.934030005397871	0.249092786125975	0.249758013727013	0.250085005870624	0.199628555850462	0.222845734696729	0.233530665574342	0.0164940379769778	0.0268310400334223	0.0498805093168012	241.011316283374	241.245556265658	247.098196926613	"kurahashi"	1989	"6"	"japan"	"Boettcherisca"	"peregrina"	"global average"	33.109444	139.791389	8	356
"158"	"kurahashi. Iriomote.Boettcherisca.peregrina"	9.08733008515821	12.2735620102039	15.8874902043934	"Diptera"	1.23938965349119e-06	0.000560269135027332	0.00570060608564608	0.000331995695022322	0.00238179427563451	0.00877162659541451	1.45130664501122e-09	1.11626151314522e-06	4.24064347009194e-05	0.000331957734260817	0.00237928217462509	0.00872287987560584	177.70461894218	272.177838514853	352.351283583515	"kurahashi"	1989	"6"	"japan"	"Boettcherisca"	"peregrina"	"global average"	24.332222	123.787222	8	356
"159"	"kurahashi. Nagasaki.Boettcherisca.peregrina"	13.4671069143373	13.5918569133044	13.7134807123565	"Diptera"	0.713281027660037	0.75917814574329	0.813562357408518	0.249525056939018	0.25007137671026	0.250184574559775	0.178244637913509	0.189810150118819	0.203172148623956	0.0465467886716727	0.0602086931533298	0.0716839128065918	212.602449107405	217.734154448971	239.45855196076	"kurahashi"	1989	"6"	"japan"	"Boettcherisca"	"peregrina"	"global average"	32.750278	129.877778	8	356
"160"	"kurahashi. Okinawa.Boettcherisca.peregrina"	9.08227360794605	12.431171871933	15.8967348212995	"Diptera"	1.31650155408611e-06	0.000492155486898203	0.00535548455592029	0.000320610741837177	0.00225129762652953	0.00818193894234835	1.23397182528933e-09	9.16426096216545e-07	3.86332100293278e-05	0.000320577755522057	0.00224960600978128	0.0081517895820657	177.588263598316	270.487651514638	352.03704906191	"kurahashi"	1989	"6"	"japan"	"Boettcherisca"	"peregrina"	"global average"	26.330556	127.806389	8	356
"161"	"kurahashi. Omiya.Boettcherisca.peregrina"	13.9475371644111	13.9965488022825	14.0233980218473	"Diptera"	0.79862085470407	0.886226447921501	0.926782342304147	0.249096907998278	0.249725863411549	0.250083636525684	0.199288759819659	0.22124391784798	0.231656418162907	0.0182951623466215	0.0284010848220536	0.0503056914005337	212.582305905343	213.008113897961	214.147049302882	"kurahashi"	1989	"6"	"japan"	"Boettcherisca"	"peregrina"	"global average"	35.90633	139.628621	8	356
"162"	"kurahashi. Tokunoshima.Boettcherisca.peregrina"	11.9799243247123	12.0992334452382	12.232558138513	"Diptera"	0.558023727699087	0.630477042426309	0.762087531725092	0.243643121048781	0.246631459023579	0.248563147880787	0.136926333208525	0.15548041074935	0.188631728826847	0.0588270198141377	0.091128488214338	0.108649710564581	262.023933221214	267.185194121149	271.121585192225	"kurahashi"	1989	"6"	"japan"	"Boettcherisca"	"peregrina"	"global average"	27.82	128.932222	8	356
"163"	"kurota. Ninohe.Bruchidius.dorsalis"	13.5018868926895	13.5222897773187	13.6063051996397	"Coleoptera"	0.580092371866206	0.662695498841727	0.738154515128909	0.249193300885081	0.250065640443928	0.250172662955018	0.144981065900968	0.165637553065275	0.184494313341748	0.0654728126071616	0.0843116259804498	0.104996027465487	232.602904300834	234.860809023918	234.996342517297	"kurota"	2003	"3"	"japan"	"Bruchidius"	"dorsalis"	"global average"	40.26666667	141.3	7	319
"164"	"kurota. Sagamihara.Bruchidius.dorsalis"	12.9054549828613	13.1320914514092	13.4595017927148	"Coleoptera"	0.151580283200306	0.205655877030354	0.267396571988924	0.204194783280893	0.216364455378048	0.227394147556419	0.0323106444466443	0.044348363957915	0.0589949965303175	0.157914614506027	0.171366101032012	0.186211127342489	228.362341256632	235.853986730502	242.918706669584	"kurota"	2003	"3"	"japan"	"Bruchidius"	"dorsalis"	"global average"	35.56666667	139.3833333	7	332
"165"	"kurota. Tatsuno.Bruchidius.dorsalis"	13.9816343386067	14.0073316106645	14.0892501553384	"Coleoptera"	0.591933990847517	0.710658247065455	0.809124084911096	0.243640951054253	0.248413261052216	0.249988721986498	0.144808260574754	0.176492034625596	0.202088322864605	0.047680354007781	0.0718529372119132	0.0997722629418653	211.015337195817	212.963777778801	213.355997672359	"kurota"	2003	"3"	"japan"	"Bruchidius"	"dorsalis"	"global average"	36	138	7	331
"166"	"kurota_larvae.Ninohe.Bruchidius.dorsalis"	13.3243500447121	13.4494770965692	13.4984809176656	"Coleoptera"	0.666823769280001	0.800809819542905	0.885184743273144	0.248637980953693	0.250090550216766	0.250212161428505	0.166219705312678	0.200208941320182	0.221407344907368	0.0287282222500337	0.0498090481101809	0.0829991528720323	235.009162438461	235.929774050551	238.994661620017	"kurota_larvae"	2003	"3"	"japan"	"Bruchidius"	"dorsalis"	"accurate"	40.271111	141.305	5	270
"167"	"kurota_larvae.Sagamihara.Bruchidius.dorsalis"	12.5824954217993	12.8810889360107	12.9771933120639	"Coleoptera"	0.530145026483872	0.644733457221482	0.755358414351349	0.236915986447789	0.244485333560768	0.248623632961413	0.12722913858613	0.157483132256075	0.186877330661094	0.0605861547968128	0.08666240961952	0.112594099926511	243.054624451897	248.302011983439	256.502330935574	"kurota_larvae"	2003	"3"	"japan"	"Bruchidius"	"dorsalis"	"accurate"	35.571389	139.373333	5	270
"168"	"kurota_larvae.Tatsuno.Bruchidius.dorsalis"	13.0347905366511	13.2939483664655	13.4855584783834	"Coleoptera"	0.395330744939164	0.587692193615923	0.756559702388778	0.238606335771107	0.24779110042817	0.250132445844867	0.0980605967677021	0.144429825788464	0.188246102718206	0.0602847593489487	0.101352364052516	0.150480623300018	227.043047997371	232.50232387905	241.57727218111	"kurota_larvae"	2003	"3"	"japan"	"Bruchidius"	"dorsalis"	"accurate"	34.85	134.533333	5	270
"169"	"kuwana. Himeji.Leucoma.candida"	14.5758885445508	14.6771799467347	14.7228220487445	"Lepidoptera"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"kuwana"	1986	"4"	"japan"	"Leucoma"	"candida"	NA	34.816667	134.683333	5	192
"170"	"kuwana. Kurashiki.Leucoma.candida"	14.4849326122326	14.5244579592359	14.5634228652661	"Lepidoptera"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"kuwana"	1986	"4"	"japan"	"Leucoma"	"candida"	NA	34.585	133.771944	5	209
"171"	"kuwana. Matsumoto.Leucoma.candida"	14.7400292722576	14.7516782805505	14.7725898505547	"Lepidoptera"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"kuwana"	1986	"4"	"japan"	"Leucoma"	"candida"	NA	36.238047	137.971983	5	199
"172"	"kuwana. Okayama.Leucoma.candida"	14.7182225037177	14.7442991028305	14.7574991770662	"Lepidoptera"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"kuwana"	1986	"4"	"japan"	"Leucoma"	"candida"	NA	34.655278	133.919444	5	191
"173"	"kuwana. Sapporo.Leucoma.candida"	15.3019916019357	15.4109008489036	15.4938761437431	"Lepidoptera"	0.129671572495757	0.189970183266891	0.265048963101222	0.107060341047148	0.137786081255589	0.168434713029247	0.0139640139139771	0.0261750693517304	0.0445561210196314	0.0926248868177674	0.111565715174224	0.124658293407231	173.374492063462	180.249548701806	187.478786942099	"kuwana"	1986	"4"	"japan"	"Leucoma"	"candida"	NA	43.061944	141.354167	4	208
