"popid"	"lower_cdl"	"med_cdl"	"upper_cdl"	"order.x"	"lower_r"	"med_r"	"upper_r"	"lower_s"	"med_s"	"upper_s"	"lower_b"	"med_b"	"upper_b"	"lower_w"	"med_w"	"upper_w"	"lower_e"	"med_e"	"upper_e"	"ID"	"PY"	"pops_left_drc"	"region"	"genus"	"spec"	"nmethod"	"degN"	"degE"	"n_pp"	"day"
"220"	"musolin.Okinawa.Nezara.viridula"	12.6492075021743	13.2565339360529	13.6544399092632	"Hemiptera"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"musolin"	2011	"5"	"japan"	"Nezara"	"viridula"	"accurate"	26.4	127.4	7	356
"221"	"musolin.Osaka.Nezara.viridula"	13.0100471651914	13.0634916545527	13.740287705136	"Hemiptera"	0.44132082311496	0.536756627756293	0.678247593269472	0.221397143202917	0.232421078824508	0.244441751412645	0.0998448002745573	0.124399024602313	0.16468564448381	0.0780085775463394	0.107060117227891	0.128003517809376	210.416152886965	233.308039164877	241.982479943807	"musolin"	2011	"5"	"japan"	"Nezara"	"viridula"	"accurate"	34.7	135.5	5	336
"222"	"musolin.Wakayama.Nezara.viridula"	12.0543553456111	12.4794300464281	12.9243027397356	"Hemiptera"	0.391407311809865	0.513905457858862	0.624487343572659	0.230330782934374	0.240632749206267	0.247082708980154	0.0925161103213143	0.123320988035483	0.152721970718139	0.0912990752779843	0.116354445754623	0.145062726485457	241.934129302522	256.223310472924	270.234181830026	"musolin"	2011	"5"	"japan"	"Nezara"	"viridula"	"accurate"	33.7	135.7	6	342
"223"	"nakao. Abashiri.Thrips.nigropilosus"	12.0976420060711	12.577769238803	12.9476245447804	"Thysanoptera"	0.874372523705175	0.934239803148385	0.971880653427978	0.249959642537589	0.250213446344829	0.250241125537659	0.218685114673873	0.233741886354536	0.243195052325387	0.00703663227875335	0.0164536043038135	0.0314324064490507	250.502094181808	259.816863244527	269.335175749927	"nakao"	2011	"6"	"japan"	"Thrips"	"nigropilosus"	NA	44.019722	144.258611	4	311
"224"	"nakao. Kyoto.Thrips.nigropilosus"	11.4654883544867	11.5018307350603	11.5585947208619	"Thysanoptera"	0.854050982613277	0.904625214373652	0.957473719787805	0.25002731974298	0.250212140751306	0.250235845182401	0.213601700993028	0.226349029532588	0.239577731823217	0.0106414138834977	0.0238630934101337	0.036501591656684	282.461775935639	283.993311637125	284.899763360551	"nakao"	2011	"6"	"japan"	"Thrips"	"nigropilosus"	NA	35.011667	135.768056	6	335
"225"	"nakao. Nagasaki.Thrips.nigropilosus"	11.0668840868531	11.241994299549	11.4227893184251	"Thysanoptera"	0.922458246098944	0.967185555213771	0.989942770268261	0.249963504031678	0.250216443617738	0.250246502201109	0.230622335492001	0.241997157062671	0.24772592878931	0.00251674809029173	0.00821008408706564	0.0193766099097279	286.547436842949	293.626634400119	300.469514526475	"nakao"	2011	"6"	"japan"	"Thrips"	"nigropilosus"	NA	32.750278	129.877778	5	351
"226"	"nakao. Naha.Thrips.nigropilosus"	8.17219182928952	11.8579408230223	14.8602072715779	"Thysanoptera"	3.13504726950623e-06	0.00122625249437832	0.013923430703539	0.000581059982458722	0.00428179399245922	0.017497690824381	5.31826050724836e-09	4.35212800022094e-06	0.000228422689538973	0.000581012032264728	0.00427156371965113	0.0173260723551215	176.938963577622	254.100309829133	349.619623176208	"nakao"	2011	"6"	"japan"	"Thrips"	"nigropilosus"	NA	26.212222	127.678889	5	356
"227"	"nakao. Wakayama.Thrips.nigropilosus"	11.14579250695	11.4170603042328	11.4800086899411	"Thysanoptera"	0.874818303199716	0.965899861641775	0.993691983859818	0.249991774431512	0.25023205272435	0.250248247651646	0.218755698979063	0.24168239184541	0.248668687360285	0.00157856379084402	0.00853192365650086	0.0312803352424839	285.022016732209	285.334731611527	294.675165543015	"nakao"	2011	"6"	"japan"	"Thrips"	"nigropilosus"	NA	34.230519	135.170811	4	339
"228"	"nakao. Wakkanai.Thrips.nigropilosus"	13.1429099530229	13.7862808459027	13.9638235451798	"Thysanoptera"	0.924861131830485	0.963628521670956	0.988542742209829	0.249992956113984	0.250207762032993	0.25024628073462	0.231236767526629	0.241098484783194	0.247374880277669	0.00286706183555945	0.00910050073487551	0.0187836189725614	231.11361375031	239.892343124683	250.311258888649	"nakao"	2011	"6"	"japan"	"Thrips"	"nigropilosus"	NA	45.3975	141.700881	6	309
"229"	"nechols.brownstown.Chrysopa.oculata"	14.0307136014677	14.624068853903	15.8492253199026	"Neuroptera"	0.664901782308071	0.882390608023913	0.969251613146907	0.24556755328324	0.250097665691069	0.250237063281721	0.163443790010252	0.220636957026151	0.242512784647656	0.00769343766982397	0.0294202186326858	0.0826444971686051	174.723450372673	203.962610305687	231.382435912434	"nechols"	1987	"9"	"US"	"Chrysopa"	"oculata"	"accurate"	46.404167	-120.606944	5	307
"230"	"nechols.college.Chrysopa.oculata"	13.0105603179155	13.101050320676	13.8179840002335	"Neuroptera"	0.595007370522429	0.810154465535601	0.94375753501494	0.246192546846502	0.249779946557374	0.250220162188135	0.147774947846239	0.202056808432273	0.236057357917322	0.0140675743126265	0.0473856503995177	0.100647130108237	194.485917842865	217.939227699357	237.964131703807	"nechols"	1987	"9"	"US"	"Chrysopa"	"oculata"	"accurate"	30.601389	-96.314444	6	356
"231"	"nechols.dinosaur.Chrysopa.oculata"	13.1150620057529	13.8234719498163	13.9896224453535	"Neuroptera"	0.546851967881201	0.724792959479628	0.916760310297292	0.232634273263432	0.245517297147626	0.250139023207946	0.127722232301079	0.177783332435784	0.229145554023936	0.0207914663488696	0.0675388952139876	0.105752269326028	223.093187948	233.977659726822	246.178366167875	"nechols"	1987	"9"	"US"	"Chrysopa"	"oculata"	"accurate"	40.440556	-109.301111	5	318
"232"	"nechols.grand_beach.Chrysopa.oculata"	13.9482229918799	14.0625662254297	14.8553114823029	"Neuroptera"	0.462628883710313	0.701136155298069	0.93304193539253	0.229813859788033	0.246724734868269	0.250208886955135	0.108036688964492	0.172406919311634	0.233386763981177	0.0167485784671096	0.073492924119835	0.126500244459935	220.577456199808	229.941971427224	237.000817861415	"nechols"	1987	"9"	"US"	"Chrysopa"	"oculata"	"accurate"	50.554167	-96.633333	4	269
"233"	"nechols.ithaca.Chrysopa.oculata"	12.8485082134327	12.9748183510881	12.9987924650836	"Neuroptera"	0.873261379012429	0.956127000384063	0.992164476751666	0.24988748931588	0.250226440275794	0.250247733486103	0.218416293232411	0.239238901094458	0.248287274176005	0.00196082479737892	0.010976799910145	0.0316768472081062	249.001794756481	249.123784531688	251.90890784624	"nechols"	1987	"9"	"US"	"Chrysopa"	"oculata"	"accurate"	42.444133	-76.503179	6	314
"234"	"nechols.loveland.Chrysopa.oculata"	13.0527408368124	13.5501462636681	13.9732183734852	"Neuroptera"	0.535033998164332	0.72738988037142	0.872139841577679	0.240651335437032	0.248872465306595	0.250188021853572	0.130732586291495	0.180673065515696	0.217949728738711	0.031951013178429	0.0677322122166761	0.114289336524971	223.456258312516	235.150301476532	246.422592349523	"nechols"	1987	"9"	"US"	"Chrysopa"	"oculata"	"accurate"	40.431269	-105.339661	6	318
"235"	"nechols.manhattan.Chrysopa.oculata"	12.1875978171015	12.8686376982288	12.9778356468603	"Neuroptera"	0.813517470841224	0.912892223966286	0.975042268016338	0.249279159995204	0.250134085499822	0.250239307463842	0.203170197548427	0.228294512530973	0.243980542329322	0.00624509570629264	0.0217801059261844	0.0465835589926134	246.080734404477	256.515064722587	269.175708363537	"nechols"	1987	"9"	"US"	"Chrysopa"	"oculata"	"accurate"	39.113056	-96.628056	6	322
"236"	"nechols.quincy.Chrysopa.oculata"	12.0475586775757	12.6066454830739	12.9926493021873	"Neuroptera"	0.379744906233429	0.637110695473979	0.845290503035644	0.229092945215786	0.247487232086956	0.25017023994489	0.0899663328265209	0.157016380559637	0.210976694437628	0.0385643133754192	0.0891854292953131	0.147291393556797	238.48198179521	254.487808771369	270.130949167225	"nechols"	1987	"9"	"US"	"Chrysopa"	"oculata"	"accurate"	30.583333	-84.583333	5	356
"237"	"nechols.saltillo.Chrysopa.oculata"	10.0392421595851	10.884944635818	12.2739371905644	"Neuroptera"	0.025093344409704	0.198992987953698	0.510014192272249	0.0939710152599664	0.181578458767344	0.243014959245178	0.00285115036214796	0.0353032259108175	0.12158256109778	0.0849223139928676	0.135462074078633	0.185034738654738	251.48049412538	318.187570447335	354.084994490564	"nechols"	1987	"9"	"US"	"Chrysopa"	"oculata"	"accurate"	25.228056	-100.721944	5	356
"238"	"noda.Ishigaki.Laodelphax.striatellus"	9.59255048510068	10.1466184715932	10.9238276878274	"Homoptera"	0.0506945981764605	0.0987985882703216	0.160478021757585	0.17595063264726	0.195798367418018	0.213997665245237	0.0096690418034872	0.0192962900291885	0.0323699991198263	0.158125662304946	0.175787777463789	0.193998205144367	319.059283063382	337.043178746305	355.016122922068	"noda"	1992	"8"	"japan"	"Laodelphax"	"striatellus"	NA	24.340556	124.155556	7	356
"239"	"noda.Izumu.Laodelphax.striatellus"	12.3818380036136	12.4684682339721	12.5521865626931	"Homoptera"	0.754082809880822	0.810588692766804	0.848198865932716	0.249833183188638	0.250190051518312	0.250210498867691	0.188450929241246	0.202790168763758	0.212223594950718	0.0379814162266663	0.0473863797278212	0.061439621589577	255.209526730368	257.560185803264	259.949414075778	"noda"	1992	"8"	"japan"	"Laodelphax"	"striatellus"	NA	35.368611	132.755	6	333
"240"	"noda.Kagoshima.Laodelphax.striatellus"	11.4409006867944	11.8854242046944	11.9886840921362	"Homoptera"	0.395019772737604	0.49717739591915	0.584401423565596	0.23081868156465	0.238604221685702	0.245461540770829	0.0946177246016084	0.118364285217386	0.140251275199408	0.0994390659166562	0.119689754998889	0.14592247206758	271.03571251905	272.169316755185	288.408629316236	"noda"	1992	"8"	"japan"	"Laodelphax"	"striatellus"	NA	31.596536	130.557117	8	356
"241"	"noda.Kamikawa.Laodelphax.striatellus"	13.6451048476602	13.7000413407773	13.751915677695	"Homoptera"	0.86771492944657	0.90502867379047	0.925201022161989	0.250118034057505	0.250221979528291	0.250231184171571	0.217030468582265	0.226455077384299	0.231514322751168	0.0187170509777908	0.0237637188343426	0.0330876790806313	233.413782990792	234.576549219467	235.786684882912	"noda"	1992	"8"	"japan"	"Laodelphax"	"striatellus"	NA	43.847186	142.770428	7	270
"242"	"noda.Odawara.Laodelphax.striatellus"	12.028899770314	12.20955424411	12.2903113774043	"Homoptera"	0.626469548888856	0.720139002042947	0.789204300800466	0.248098586439505	0.249665137324726	0.250169175274683	0.156527856512471	0.179708112760915	0.19706404196365	0.0526463360869401	0.0697889241142411	0.0933022662303121	262.274376277302	264.486681215797	267.964839011192	"noda"	1992	"8"	"japan"	"Laodelphax"	"striatellus"	NA	35.264636	139.152311	7	356
"243"	"noda.Sendai.Laodelphax.striatellus"	13.0432822119912	13.1119397826105	13.1827635597308	"Homoptera"	0.791805848521487	0.845106027035715	0.880573273266625	0.249923507367179	0.250187677645209	0.250217274568707	0.1980022816244	0.211414386365073	0.220332662396366	0.0298828002461248	0.0387479970632517	0.0520696680627102	240.291893848084	242.101585602201	243.85556962328	"noda"	1992	"8"	"japan"	"Laodelphax"	"striatellus"	NA	38.268333	140.869444	7	295
"244"	"noda.Tsu.Laodelphax.striatellus"	11.9841705100224	12.002768469644	12.0312618309215	"Homoptera"	0.766991443316985	0.846203424794393	0.905728309341707	0.247070847838572	0.249050884542762	0.24989924882278	0.189832323638872	0.210683661871575	0.226228647172096	0.0235434783553644	0.0382755579307819	0.0576253500002844	269.396362583611	269.992894002823	270.22073837275	"noda"	1992	"8"	"japan"	"Laodelphax"	"striatellus"	NA	34.718611	136.505556	6	356
"245"	"noda.Tsukuba.Laodelphax.striatellus"	12.7143658768347	12.790878570364	12.8646565541211	"Homoptera"	0.784138813270777	0.838574068648723	0.872212024941242	0.249586199554985	0.250161300942272	0.25021640217273	0.195726354030749	0.20976137553185	0.218235154434384	0.0319740218226565	0.0403737179575627	0.0538635170257367	247.249527900846	249.325774007268	251.384402379345	"noda"	1992	"8"	"japan"	"Laodelphax"	"striatellus"	NA	36.080556	140.114722	7	331
"246"	"paolucci. COR.Nasonia.vitripennis"	13.0221777062236	13.4858885608388	13.9711729744198	"Hymenoptera"	0.0407990443705926	0.0884770902385213	0.143842361657569	0.0586748403563123	0.0874889066532828	0.120017147133579	0.00270168658103928	0.00760262460530888	0.0168177239771114	0.0555525075231103	0.0796122191110397	0.104857582199697	226.221946430718	237.514120460869	248.371044535097	"paolucci"	2013	"7"	"Europe"	"Nasonia"	"vitripennis"	"pop level"	42.37522222	8.748	8	356
"247"	"paolucci. HAM.Nasonia.vitripennis"	14.0123038822125	14.382135234015	14.9631924573358	"Hymenoptera"	0.430079307643471	0.567924968839264	0.694269539834819	0.243105743860219	0.248607003373489	0.250125926071278	0.10659046968425	0.140802905984246	0.172392684923635	0.0760291553773026	0.107143790969079	0.141528964023802	226.263253330536	233.713175142298	240.896079346463	"paolucci"	2013	"7"	"Europe"	"Nasonia"	"vitripennis"	"pop level"	53.60656111	10.17159444	8	332
"248"	"paolucci. LAT.Nasonia.vitripennis"	13.6235013173394	14.075169054962	14.5113571414705	"Hymenoptera"	0.467084618029643	0.623037523830245	0.731208797184952	0.241876329252779	0.248312602168568	0.250133827862755	0.115718111748904	0.154181394133012	0.182222178635344	0.0670066552380323	0.093305251325471	0.132204039951913	237.142819400855	243.240545480389	249.451208231651	"paolucci"	2013	"7"	"Europe"	"Nasonia"	"vitripennis"	"pop level"	56.85626667	25.20038333	8	322
"249"	"paolucci. OUL.Nasonia.vitripennis"	14.9980610157058	15.1603029673471	15.9165946601718	"Hymenoptera"	0.339705559615489	0.521060546744988	0.69552536696085	0.230709408602829	0.246112712390574	0.250104063851441	0.0799519737824122	0.128053205134496	0.173423841479128	0.0759596664168919	0.117488114495471	0.156590610184628	227.317616621941	233.142076912155	236.986107372491	"paolucci"	2013	"7"	"Europe"	"Nasonia"	"vitripennis"	"pop level"	61.26125833	22.22332222	8	312
"250"	"paolucci. SCH.Nasonia.vitripennis"	13.0563545726806	13.8602528052634	14.1732687486934	"Hymenoptera"	0.155342985947721	0.258179465165756	0.369896979366378	0.157453738579642	0.19317395924239	0.217479769951961	0.0272456710459288	0.0493615567191368	0.0782061663886995	0.122248250020549	0.140700706171152	0.166624416417443	223.407429453578	242.849105394026	252.529172833977	"paolucci"	2013	"7"	"Europe"	"Nasonia"	"vitripennis"	"pop level"	50.33225	9.513055556	8	356
"251"	"paolucci. SWI.Nasonia.vitripennis"	13.990705389851	14.3669571328217	14.9470126794812	"Hymenoptera"	0.225985045080938	0.319886838731782	0.412891671039648	0.178241793709487	0.200824581807285	0.219494141736455	0.0426343080651672	0.063847656088544	0.0885472594628691	0.124239162438085	0.134384626500869	0.156924375164964	211.531752708552	221.809874443874	231.733845827375	"paolucci"	2013	"7"	"Europe"	"Nasonia"	"vitripennis"	"pop level"	46.73587222	7.115927778	8	356
"252"	"paolucci. TUR.Nasonia.vitripennis"	15.0743423686791	15.5093012057837	15.9302793289996	"Hymenoptera"	0.179317851510441	0.281746143321853	0.403654840389678	0.137798590984401	0.17714223992468	0.208301847395792	0.0248483919755342	0.0498915826513517	0.0838583804261769	0.112151209498945	0.1254757845045	0.135457526023565	234.281287671965	238.006183473105	241.712251313582	"paolucci"	2013	"7"	"Europe"	"Nasonia"	"vitripennis"	"pop level"	65.06115556	25.528	8	304
"253"	"pegoraro. BOL.Drosophila.melanogaster"	14.1024132833352	14.990039198525	15.8915446673301	"Diptera"	0.0223087884048234	0.0458345081004416	0.078219274663872	0.232872125230593	0.240187816925971	0.24525846931648	0.00539824839151467	0.0109991433293593	0.0186125029641264	0.217616199553603	0.229008219380577	0.237978793415546	174.327834926798	202.568180525245	230.518094062519	"pegoraro"	2017	"6"	"Europe"	"Drosophila"	"melanogaster"	"global average"	46.3	11.22	6	356
"254"	"pegoraro. HU.Drosophila.melanogaster"	14.3786027902202	15.9207368157954	15.9937559442508	"Diptera"	0.129721712648849	0.1841985363505	0.282466227082575	0.224668885156865	0.237460895824072	0.243921389525255	0.0310126152111421	0.0437889574771869	0.064787342285547	0.1635538592458	0.194024883682856	0.209653496319537	204.015174705348	213.090556797308	237.644319152288	"pegoraro"	2017	"6"	"Europe"	"Drosophila"	"melanogaster"	"global average"	52.03	5.17	6	339
"255"	"pegoraro. KOR.Drosophila.melanogaster"	12.0906145416244	13.0057892211905	13.9064811853112	"Diptera"	0.0319885727950976	0.0569964254575335	0.0892232354600836	0.24878826076887	0.249907746389097	0.25001595434393	0.00799144930650013	0.0142374162671163	0.0222956365871206	0.227387241439429	0.235540511327834	0.241821225375297	249.581399475875	258.942391198526	268.418029860846	"pegoraro"	2017	"6"	"Europe"	"Drosophila"	"melanogaster"	"global average"	62.01	25.33	6	310
"256"	"pegoraro. MREN.Drosophila.melanogaster"	10.1171969187826	11.018913798097	11.9060212505059	"Diptera"	0.0495000608712894	0.080688119396228	0.119846362324382	0.230162781970672	0.238144212001391	0.243894030319952	0.0115694551072734	0.0191725789083351	0.0288294316093741	0.2097426099673	0.218478682059895	0.226397873783422	271.365657229384	295.34176951146	319.570953242784	"pegoraro"	2017	"6"	"Europe"	"Drosophila"	"melanogaster"	"global average"	39.2	16.11	6	356
"257"	"pegoraro. SAL.Drosophila.melanogaster"	11.3893751552457	12.0174309049282	13.9916051613163	"Diptera"	0.0459264276133067	0.0763837270248162	0.125916909905825	0.181792227065261	0.21186813262792	0.231389544817858	0.00956745577620174	0.0159400076588954	0.0275331549703078	0.166036595980935	0.195035575242838	0.214495282298951	211.52983471137	257.633190548175	303.294958998978	"pegoraro"	2017	"6"	"Europe"	"Drosophila"	"melanogaster"	"global average"	40.38	17.97	6	356
"258"	"pegoraro. SP22.Drosophila.melanogaster"	8.05566396638267	8.9447456174408	9.88434326142669	"Diptera"	0.0542551139479726	0.0957256760313004	0.143257472933806	0.19983572190673	0.212417625262734	0.224127594719173	0.0118242177435511	0.020329496293707	0.029585504352318	0.173687200151631	0.191946623302195	0.209896480372759	328.885740425604	342.398796528636	355.20561920832	"pegoraro"	2017	"6"	"Europe"	"Drosophila"	"melanogaster"	"global average"	36.97	-2.12	6	356
"259"	"pullin.obernai.Inachis.io"	15.0098663963883	15.2158969047562	15.4083628801788	"Lepidoptera"	0.69573846020903	0.783743679062152	0.834128269948685	0.245870658836792	0.247608291189079	0.24969280383236	0.173069436294398	0.193925679133397	0.207190607743231	0.0411984353538664	0.0535279396164078	0.0755760102101643	208.048607667269	215.01304456516	216.279625071895	"pullin"	1986	"3"	"Europe"	"Inachis"	"io"	"global average"	48.462222	7.481944	9	270
"260"	"pullin.oxford.Inachis.io"	18.5013461369759	18.5243915569643	18.640865674605	"Lepidoptera"	0.164649929241218	0.201074567447648	0.238656418509346	0.138871619498377	0.152733291779672	0.16654275319843	0.0234405779120857	0.0306614731101891	0.0392602196975742	0.11399261951969	0.121886869224062	0.130150164206964	173.883530923486	187.86566057056	202.095902249519	"pullin"	1986	"3"	"Europe"	"Inachis"	"io"	"global average"	51.752	-1.2578	9	269
"261"	"pullin.southampton.Inachis.io"	17.0366125113189	17.4058428004272	17.9470122491755	"Lepidoptera"	0.287068131214198	0.332978950331056	0.379757180834623	0.18754622754248	0.198417766478399	0.208828795570501	0.054520112908951	0.0659874183672585	0.0786776416647432	0.126909990650591	0.131807994398675	0.13937867896568	173.667885706238	185.966318950558	198.1730067587	"pullin"	1986	"3"	"Europe"	"Inachis"	"io"	"global average"	50.9069	-1.4047	9	269
"262"	"qureshi. Ishigaki.Helicoverpa.armigera"	13.011530924135	13.0561362602538	13.2527420735664	"Lepidoptera"	0.635011934342881	0.769416194167269	0.859026710463237	0.248329285584118	0.25001117543922	0.25020150514764	0.158614663478172	0.192236699784762	0.214766815502797	0.0352643578639509	0.0576292163194241	0.091054813411656	198.426455067466	226.51742034401	226.984744934168	"qureshi"	2000	"3"	"japan"	"Helicoverpa"	"armigera"	"global average"	24.3	124.2	6	356
"263"	"qureshi. Kanazawa.Helicoverpa.armigera"	13.0371798681924	13.4115405096963	13.897213057722	"Lepidoptera"	0.57443190357431	0.648579344612593	0.719957089497804	0.234673360819901	0.240686223064035	0.244947123624375	0.135453014385305	0.156056764534234	0.17588252615622	0.0683893502168009	0.084477540113792	0.100622119420382	214.964490674125	229.332999302104	243.283821020345	"qureshi"	2000	"3"	"japan"	"Helicoverpa"	"armigera"	"global average"	36.6	136.7	6	356
"264"	"qureshi. Okayama.Helicoverpa.armigera"	12.1486334977418	12.9106565397991	12.9968240116162	"Lepidoptera"	0.226031170291043	0.318364628052766	0.425419605206129	0.243276841728355	0.248351174211913	0.250069451275555	0.0559179288529274	0.0788715680629178	0.105823835255362	0.142953076248028	0.168893437621624	0.191431284445892	242.027811353295	254.110713514946	269.051120953505	"qureshi"	2000	"3"	"japan"	"Helicoverpa"	"armigera"	"global average"	34.6	134.1	6	356
"265"	"reznik. Daegu.Harmonia.axyridis"	12.053236105697	12.9614640785356	13.9053566952281	"Coleoptera"	0.317077871840644	0.664867724718599	0.912032842474745	0.219878208605717	0.247802072766823	0.25019466001901	0.0721081682697901	0.163553190017643	0.228057951893435	0.0220007225845269	0.0823278998949615	0.158885966101802	214.484957133927	241.568175288107	268.570526342269	"reznik"	2015	"4"	"Asia"	"Harmonia"	"axyridis"	"global average"	35.9	128.6	5	331
"266"	"reznik. Irkutsk.Harmonia.axyridis"	14.0433367701753	15.0113006143039	15.9640109081391	"Coleoptera"	0.122030591588917	0.39415811431372	0.69066880086508	0.163511259167554	0.227274857642944	0.249063733400748	0.0219956698878981	0.0880384128443833	0.169493328997951	0.0758165269261425	0.130259467954103	0.189144513358717	205.611942243426	221.863002599247	238.387557428751	"reznik"	2015	"4"	"Asia"	"Harmonia"	"axyridis"	"global average"	52.3	104.3	5	300
"267"	"reznik. Pardubice.Harmonia.axyridis"	12.1026511948488	13.0799388543634	13.9678061899663	"Coleoptera"	0.36169078357206	0.711939508049533	0.922269632209357	0.235510044521869	0.249282025623004	0.250208921643296	0.0874496387736098	0.176823406810005	0.230661463789425	0.0194454270423099	0.0715612137052676	0.154535266396173	237.580772134402	252.707103986772	268.102799495763	"reznik"	2015	"4"	"Europe"	"Harmonia"	"axyridis"	"global average"	50	15.8	5	302
"268"	"reznik. Sochi.Harmonia.axyridis"	10.0926896199374	11.1622271166475	13.8753923604171	"Coleoptera"	0.0290341332920394	0.372529395226917	0.682234379155693	0.211233031538452	0.243863442628036	0.250059833721415	0.00683195789144063	0.0888669982740039	0.167198790668672	0.0779972848622929	0.14968423097935	0.233797751589257	232.683106167329	288.840340436646	310.844307782731	"reznik"	2015	"4"	"Europe"	"Harmonia"	"axyridis"	"global average"	43.6	39.6	5	312
"269"	"riihimaa. Ivalo1.Chymomyza.costata"	19.6214600289599	20.7452222011249	21.8853151157883	"Diptera"	0.0144553436465921	0.0218153883439728	0.0304656114991631	0.0204053651441828	0.0267577985302904	0.0342690353294736	0.000305215441337123	0.000582173453078362	0.00103391781673578	0.0200848456561213	0.0261784846659396	0.0332721800045082	206.377931040272	211.624942689992	216.643905353402	"riihimaa"	1996	"8"	"Europe"	"Chymomyza"	"costata"	"global average"	68.65	27.55	8	269
"270"	"riihimaa. Ivalo2.Chymomyza.costata"	19.6269528582183	20.7602027534191	21.8952037196435	"Diptera"	0.025358828708021	0.0340654360432572	0.0440324674704825	0.028345199201239	0.0357404759693015	0.0439152511174733	0.000728480946586564	0.00121673349792794	0.00192414347439382	0.0275967440106004	0.0345231086068125	0.0419824549137168	206.306454169904	211.505587782746	216.625173145009	"riihimaa"	1996	"8"	"Europe"	"Chymomyza"	"costata"	"global average"	68.65	27.55	8	269
"271"	"riihimaa. Kuopio.Chymomyza.costata"	19.159337089505	19.2531296845825	19.4610859011754	"Diptera"	0.868400818795257	0.920671291789241	0.954005928366453	0.249918415884836	0.250099562610432	0.250194113135207	0.217076647411934	0.230237001235083	0.238653055799224	0.0115082013065912	0.019833748967117	0.0329014674646279	192.013453282678	192.586233472313	195.95786098725	"riihimaa"	1996	"8"	"Europe"	"Chymomyza"	"costata"	"global average"	62.899722	27.683056	8	269
"272"	"riihimaa. Oulo1.Chymomyza.costata"	19.5141421157859	19.5748894151822	19.995202759946	"Diptera"	0.393660427700665	0.428737738527724	0.463137773358296	0.207059253943207	0.21346765126595	0.219157587716332	0.081784629731471	0.0914696700466029	0.101357433468126	0.117354309530876	0.121879095526647	0.1265463271112	201.053849046567	203.792543018422	203.983171910142	"riihimaa"	1996	"8"	"Europe"	"Chymomyza"	"costata"	"global average"	65.013333	25.4725	8	269
"273"	"riihimaa. Oulo2.Chymomyza.costata"	19.5086239789974	19.5494584487611	19.9483277559699	"Diptera"	0.356073961872013	0.391630952366227	0.425956141247643	0.199104349359472	0.206249487226936	0.212699335872199	0.0710771235826979	0.0807721230889656	0.0904514247210593	0.121724279110713	0.125300669303382	0.129642573362025	201.028182084754	203.51166148631	203.965359753966	"riihimaa"	1996	"8"	"Europe"	"Chymomyza"	"costata"	"global average"	65.013333	25.4725	8	269
"274"	"riihimaa. Punkaharju.Chymomyza.costata"	18.0425002739599	18.4172015616128	18.5749296550368	"Diptera"	0.635952694880811	0.679190118039337	0.719118900123603	0.240802988019873	0.243232343529058	0.245486955013699	0.154210114755373	0.165186912593327	0.175640130903926	0.0685923972395943	0.0779994207807521	0.088366804942486	198.085481733996	203.803958642492	205.829772693811	"riihimaa"	1996	"8"	"Europe"	"Chymomyza"	"costata"	"global average"	61.75	29.4	7	228
"275"	"riihimaa. Sapporo.Chymomyza.costata"	16.1000975382347	16.3752559820419	16.4826001391347	"Diptera"	0.809186176696687	0.84362715299152	0.87117888822421	0.249378426676715	0.249762459752065	0.250065257516278	0.202202558845516	0.210662521518099	0.217571966648183	0.0321696966718826	0.0390513537744473	0.0476724943415607	173.82383985019	186.011496283678	198.147235668454	"riihimaa"	1996	"8"	"Japan"	"Chymomyza"	"costata"	"global average"	43.061944	141.354167	6	199
"276"	"riihimaa. Sodankyla.Chymomyza.costata"	19.6567980851784	20.8012566578709	21.8983017450809	"Diptera"	0.139484341051109	0.15898589583313	0.179682730603441	0.110989126130695	0.121595474617197	0.132174906866619	0.0154923178697724	0.0193385075165309	0.0237076762550814	0.0954330417641578	0.102241168356277	0.108508363356044	200.415841583164	206.377381722415	212.556177569183	"riihimaa"	1996	"8"	"Europe"	"Chymomyza"	"costata"	"global average"	67.416667	26.6	8	269
"277"	"riihimaa. Varkaus.Chymomyza.costata"	19.3077214296269	19.4528915866436	19.490824268829	"Diptera"	0.93509632860675	0.975830366572308	0.988704629218648	0.250209919941295	0.250238814551524	0.250246806203248	0.233992221400539	0.244188298959917	0.247418884795494	0.00282663189098788	0.00604792842965819	0.0162410585753455	188.026040338712	188.206588443152	190.153248067956	"riihimaa"	1996	"8"	"Europe"	"Chymomyza"	"costata"	"global average"	62.316667	27.916667	8	269
"278"	"riihimaa.Kuusamo1.Chymomyza.costata"	20.0122111792478	20.3350944512174	20.9360837710905	"Diptera"	0.0149127223529385	0.0248287949392536	0.035810965296824	0.0211758909942813	0.0290802447917937	0.0382502004142535	0.000337668340225756	0.000714428989605768	0.00133910842774403	0.020808047512064	0.0283590484930213	0.0369786032298054	197.235917579435	200.915270252324	203.963685572015	"riihimaa"	1996	"8"	"Europe"	"Chymomyza"	"costata"	"global average"	65.966667	29.166667	7	235
