12.941945143946096, 92.88833684974705, Kyoto, 98
14.525488327775129, 1.056058440527238, Kyoto, 26
16.00762267746546, -0.38510401778623304, Kyoto, 76
12.952970802422922, 96.34916853830623, ieshima, 5
14.748451643639827, 71.04176592027952, ieshima, 17
16.018648335942284, 3.075727670772949, ieshima, 18
12.850813312461716, 100.39417863381655, Tanga, 16
14.744231947185733, 100.27280564441118, Tanga, 18
16.022663853535697, 7.113931804260545, Tanga, 70
13.0814673654121, 100.57170080990949, Bouze, 28
14.983121214183624, 100.25749222986003, Bouze, 21
16.031511604165246, 7.113364640758647, Bouze, 64
