9.969592912672173, 90.02770083102492, 14
10.95870406066099, 67.3130193905817, 14
11.996527822101944, 20.77562326869804, 14
13.043083089727716, 5.81717451523545, 14
14.01074843305207, 5.540166204986136, 14
15.00606354596168, 5.26315789473685, 14
15.973958665764583, 5.81717451523545, 14
9.972728631201434, 100.0049810719267, 34
11.963389121338913, 99.5492129906356, 34
13.010908547519426, 20.001494321577994, 34
14.039748953974895, 6.208906156604897, 34
15.948445905558877, 5.486650727236494, 34
10, 100, 45
11.01426203161185, 100.31510611103377, 45
11.971880892421002, 100.08858404727857, 45
12.985231773832272, 98.78639855228357, 45
14.22394047152023, 97.49433694840612, 45
15.078447501297124, 14.244314802394314, 45
16.003644600802318, 6.469166424115116, 45


