set,id,PY,region,pops_left,genus,spec,order,pop,degN,degE,nmethod,perc,n2,dl2,n_sloped,larger2sl
newsearch,lumme,1977,Europe,3,Drosophila,littoralis,Diptera,Ku,47.37174,27.683056,global average,56.9786513898,128,15,2,n
newsearch,lumme,1977,Europe,3,Drosophila,littoralis,Diptera,Ku,47.37174,27.683056,global average,24.2641046122,128,16.5,2,n
newsearch,lumme,1977,Europe,3,Drosophila,littoralis,Diptera,Ku,47.37174,27.683056,global average,9.4455808353,128,18,2,n
newsearch,lumme,1977,Europe,3,Drosophila,littoralis,Diptera,Ku,47.37174,27.683056,global average,11.034460691,128,20,2,n
newsearch,lumme,1977,Europe,3,Drosophila,littoralis,Diptera,Ku,47.37174,27.683056,global average,14.5466590503,128,24,2,n
newsearch,lumme,1977,Europe,3,Drosophila,littoralis,Diptera,P,64.416667,27.833056,global average,99.7465045117,128,6,2,n
newsearch,lumme,1977,Europe,3,Drosophila,littoralis,Diptera,P,64.416667,27.833056,global average,99.3692833153,128,9,2,n
newsearch,lumme,1977,Europe,3,Drosophila,littoralis,Diptera,P,64.416667,27.833056,global average,99.4965643599,128,12,2,n
newsearch,lumme,1977,Europe,3,Drosophila,littoralis,Diptera,P,64.416667,27.833056,global average,75.2048466346,128,15,2,n
newsearch,lumme,1977,Europe,3,Drosophila,littoralis,Diptera,P,64.416667,27.833056,global average,60.2198146011,128,16.5,2,n
newsearch,lumme,1977,Europe,3,Drosophila,littoralis,Diptera,P,64.416667,27.833056,global average,1.5841394071,128,18,2,n
newsearch,lumme,1977,Europe,3,Drosophila,littoralis,Diptera,P,64.416667,27.833056,global average,0.3324239573,128,20,2,n
newsearch,lumme,1977,Europe,3,Drosophila,littoralis,Diptera,P,64.416667,27.833056,global average,0.5037911738,128,24,2,n
newsearch,lumme,1977,Europe,3,Drosophila,littoralis,Diptera,R,66.5,25.716667,global average,99.4134879984,128,6,2,n
newsearch,lumme,1977,Europe,3,Drosophila,littoralis,Diptera,R,66.5,25.716667,global average,99.8723634218,128,9,2,n
newsearch,lumme,1977,Europe,3,Drosophila,littoralis,Diptera,R,66.5,25.716667,global average,99.4958532926,128,12,2,n
newsearch,lumme,1977,Europe,3,Drosophila,littoralis,Diptera,R,66.5,25.716667,global average,82.5632079564,128,15,2,n
newsearch,lumme,1977,Europe,3,Drosophila,littoralis,Diptera,R,66.5,25.716667,global average,65.5708329679,128,16.5,2,n
newsearch,lumme,1977,Europe,3,Drosophila,littoralis,Diptera,R,66.5,25.716667,global average,1.2497007592,128,18,2,n
newsearch,lumme,1977,Europe,3,Drosophila,littoralis,Diptera,R,66.5,25.716667,global average,0.4996432812,128,20,2,n
newsearch,lumme,1977,Europe,3,Drosophila,littoralis,Diptera,R,66.5,25.716667,global average,1.0033159438,128,24,2,n
newsearch,lushai,1996,Europe,3,Rhopalosiphum,padi,Hemiptera,N,56.5,-3.1,accurate,0.3208716086,21,4,5,x
newsearch,lushai,1996,Europe,3,Rhopalosiphum,padi,Hemiptera,N,56.5,-3.1,accurate,-0.3298440504,21,8,5,x
newsearch,lushai,1996,Europe,3,Rhopalosiphum,padi,Hemiptera,N,56.5,-3.1,accurate,0.4772484512,21,10,5,x
newsearch,lushai,1996,Europe,3,Rhopalosiphum,padi,Hemiptera,N,56.5,-3.1,accurate,0.0692159795,21,11,5,x
newsearch,lushai,1996,Europe,3,Rhopalosiphum,padi,Hemiptera,N,56.5,-3.1,accurate,18.7395855586,21,11.5,5,x
newsearch,lushai,1996,Europe,3,Rhopalosiphum,padi,Hemiptera,N,56.5,-3.1,accurate,57.7342448195,21,12,5,x
newsearch,lushai,1996,Europe,3,Rhopalosiphum,padi,Hemiptera,N,56.5,-3.1,accurate,68.9852595599,21,12.5,5,x
newsearch,lushai,1996,Europe,3,Rhopalosiphum,padi,Hemiptera,N,56.5,-3.1,accurate,67.3296304209,21,13.1,5,x
newsearch,lushai,1996,Europe,3,Rhopalosiphum,padi,Hemiptera,N,56.5,-3.1,accurate,62.4071779534,21,14,5,x
newsearch,lushai,1996,Europe,3,Rhopalosiphum,padi,Hemiptera,N,56.5,-3.1,accurate,71.2719504379,21,16,5,x
newsearch,lushai,1996,Europe,3,Rhopalosiphum,padi,Hemiptera,N,56.5,-3.1,accurate,89.0083315531,21,20,5,x
newsearch,lushai,1996,Europe,3,Rhopalosiphum,padi,Hemiptera,C,53.5,-1.4,accurate,0.3242896817,21,4,5,x
newsearch,lushai,1996,Europe,3,Rhopalosiphum,padi,Hemiptera,C,53.5,-1.4,accurate,0.6378978851,21,8,5,x
newsearch,lushai,1996,Europe,3,Rhopalosiphum,padi,Hemiptera,C,53.5,-1.4,accurate,0.7964110233,21,10,5,x
newsearch,lushai,1996,Europe,3,Rhopalosiphum,padi,Hemiptera,C,53.5,-1.4,accurate,0.3917966247,21,11,5,x
newsearch,lushai,1996,Europe,3,Rhopalosiphum,padi,Hemiptera,C,53.5,-1.4,accurate,1.3185216834,21,11.5,5,x
newsearch,lushai,1996,Europe,3,Rhopalosiphum,padi,Hemiptera,C,53.5,-1.4,accurate,11.2775048067,21,12,5,x
newsearch,lushai,1996,Europe,3,Rhopalosiphum,padi,Hemiptera,C,53.5,-1.4,accurate,29.2992950224,21,12.5,5,x
newsearch,lushai,1996,Europe,3,Rhopalosiphum,padi,Hemiptera,C,53.5,-1.4,accurate,57.6505020295,21,13.1,5,x
newsearch,lushai,1996,Europe,3,Rhopalosiphum,padi,Hemiptera,C,53.5,-1.4,accurate,67.2475966674,21,14,5,x
newsearch,lushai,1996,Europe,3,Rhopalosiphum,padi,Hemiptera,C,53.5,-1.4,accurate,78.0461439863,21,16,5,x
newsearch,lushai,1996,Europe,3,Rhopalosiphum,padi,Hemiptera,C,53.5,-1.4,accurate,82.5567186499,21,20,5,x
newsearch,lushai,1996,Europe,3,Rhopalosiphum,padi,Hemiptera,S,50.4,-3.3,accurate,0.6434522538,21,4,5,x
newsearch,lushai,1996,Europe,3,Rhopalosiphum,padi,Hemiptera,S,50.4,-3.3,accurate,-0.3298440504,21,8,5,x
newsearch,lushai,1996,Europe,3,Rhopalosiphum,padi,Hemiptera,S,50.4,-3.3,accurate,-0.1713309122,21,10,5,x
newsearch,lushai,1996,Europe,3,Rhopalosiphum,padi,Hemiptera,S,50.4,-3.3,accurate,-0.2533646657,21,11,5,x
newsearch,lushai,1996,Europe,3,Rhopalosiphum,padi,Hemiptera,S,50.4,-3.3,accurate,1.3202307199,21,11.5,5,x
newsearch,lushai,1996,Europe,3,Rhopalosiphum,padi,Hemiptera,S,50.4,-3.3,accurate,52.2469557787,21,12,5,x
newsearch,lushai,1996,Europe,3,Rhopalosiphum,padi,Hemiptera,S,50.4,-3.3,accurate,81.8833582568,21,12.5,5,x
newsearch,lushai,1996,Europe,3,Rhopalosiphum,padi,Hemiptera,S,50.4,-3.3,accurate,72.8152104251,21,13.1,5,x
newsearch,lushai,1996,Europe,3,Rhopalosiphum,padi,Hemiptera,S,50.4,-3.3,accurate,75.3104037599,21,14,5,x
newsearch,lushai,1996,Europe,3,Rhopalosiphum,padi,Hemiptera,S,50.4,-3.3,accurate,80.6284981841,21,16,5,x
newsearch,lushai,1996,Europe,3,Rhopalosiphum,padi,Hemiptera,S,50.4,-3.3,accurate,95.7808160649,21,20,5,x
newsearch,murata,2009,japan,4,Asobara,japonica,Hymenoptera, Amami-Oshima,28.4,129.36944,global average,44.9904586156,100,10,2,n
newsearch,murata,2009,japan,4,Asobara,japonica,Hymenoptera, Amami-Oshima,28.4,129.36944,global average,67.2128672385,100,12,2,n
newsearch,murata,2009,japan,4,Asobara,japonica,Hymenoptera, Amami-Oshima,28.4,129.36944,global average,41.3525698828,100,13,2,n
newsearch,murata,2009,japan,4,Asobara,japonica,Hymenoptera, Amami-Oshima,28.4,129.36944,global average,17.2923438254,100,14,2,n
newsearch,murata,2009,japan,4,Asobara,japonica,Hymenoptera, Amami-Oshima,28.4,129.36944,global average,1.1730660348,100,15,2,n
newsearch,murata,2009,japan,4,Asobara,japonica,Hymenoptera, Ogasawara,27.1,142.213611,global average,100.5395683453,100,10,2,n
newsearch,murata,2009,japan,4,Asobara,japonica,Hymenoptera, Ogasawara,27.1,142.213611,global average,75.3597122302,100,12,2,n
newsearch,murata,2009,japan,4,Asobara,japonica,Hymenoptera, Ogasawara,27.1,142.213611,global average,80.5755395683,100,13,2,n
newsearch,murata,2009,japan,4,Asobara,japonica,Hymenoptera, Ogasawara,27.1,142.213611,global average,59.5323741007,100,14,2,n
newsearch,murata,2009,japan,4,Asobara,japonica,Hymenoptera, Ogasawara,27.1,142.213611,global average,64.3884892086,100,15,2,n
newsearch,murata,2009,japan,4,Asobara,japonica,Hymenoptera, Tokyo,35.7,139.77444,global average,100.7104795737,100,10,2,n
newsearch,murata,2009,japan,4,Asobara,japonica,Hymenoptera, Tokyo,35.7,139.77444,global average,64.298401421,100,12,2,n
newsearch,murata,2009,japan,4,Asobara,japonica,Hymenoptera, Tokyo,35.7,139.77444,global average,68.7388987567,100,13,2,n
newsearch,murata,2009,japan,4,Asobara,japonica,Hymenoptera, Tokyo,35.7,139.77444,global average,11.5452930728,100,14,2,n
newsearch,murata,2009,japan,4,Asobara,japonica,Hymenoptera, Tokyo,35.7,139.77444,global average,48.134991119,100,15,2,n
newsearch,musolin,2011,japan,3,Nezara,viridula,Hemiptera,Okinawa,26.4,127.4,accurate,100,13,10,3,n
newsearch,musolin,2011,japan,3,Nezara,viridula,Hemiptera,Okinawa,26.4,127.4,accurate,100.086404448,27,11,3,n
newsearch,musolin,2011,japan,3,Nezara,viridula,Hemiptera,Okinawa,26.4,127.4,accurate,96.4499042038,27,12,3,n
newsearch,musolin,2011,japan,3,Nezara,viridula,Hemiptera,Okinawa,26.4,127.4,accurate,81.201397498,57,12.5,3,n
newsearch,musolin,2011,japan,3,Nezara,viridula,Hemiptera,Okinawa,26.4,127.4,accurate,48.1836282355,44,13,3,n
newsearch,musolin,2011,japan,3,Nezara,viridula,Hemiptera,Okinawa,26.4,127.4,accurate,57.7707652429,28,14,3,n
newsearch,musolin,2011,japan,3,Nezara,viridula,Hemiptera,Okinawa,26.4,127.4,accurate,1.2397159923,32,15,3,n
newsearch,musolin,2011,japan,3,Nezara,viridula,Hemiptera,Kochi,33.6,133.6,accurate,72.4279835391,51,10,3,n
newsearch,musolin,2011,japan,3,Nezara,viridula,Hemiptera,Kochi,33.6,133.6,accurate,79.4238683128,54,11,3,n
newsearch,musolin,2011,japan,3,Nezara,viridula,Hemiptera,Kochi,33.6,133.6,accurate,61.7283950617,42,11.5,3,n
newsearch,musolin,2011,japan,3,Nezara,viridula,Hemiptera,Kochi,33.6,133.6,accurate,36.2139917695,22,12,3,n
newsearch,musolin,2011,japan,3,Nezara,viridula,Hemiptera,Kochi,33.6,133.6,accurate,39.9176954733,20,12.5,3,n
newsearch,musolin,2011,japan,3,Nezara,viridula,Hemiptera,Kochi,33.6,133.6,accurate,0.4115226337,37,13,3,n
newsearch,musolin,2011,japan,3,Nezara,viridula,Hemiptera,Kochi,33.6,133.6,accurate,9.8765432099,30,14,3,n
newsearch,musolin,2011,japan,3,Nezara,viridula,Hemiptera,Kochi,33.6,133.6,accurate,0.8230452675,35,15,3,n
newsearch,musolin,2011,japan,3,Nezara,viridula,Hemiptera,Osaka,34.7,135.5,accurate,100.4130438883,34,10,2,n
newsearch,musolin,2011,japan,3,Nezara,viridula,Hemiptera,Osaka,34.7,135.5,accurate,72.861696309,109,12,2,n
newsearch,musolin,2011,japan,3,Nezara,viridula,Hemiptera,Osaka,34.7,135.5,accurate,60.3308123196,117,13,2,n
newsearch,musolin,2011,japan,3,Nezara,viridula,Hemiptera,Osaka,34.7,135.5,accurate,0.0829859867,36,14,2,n
newsearch,musolin,2011,japan,3,Nezara,viridula,Hemiptera,Osaka,34.7,135.5,accurate,-0.4149299334,33,15,2,n
newsearch,nechols,1987,US,3,Chrysopa,oculata,Neuroptera,loveland,40.431269,-105.339661,accurate,100,12,10,2,n
newsearch,nechols,1987,US,3,Chrysopa,oculata,Neuroptera,loveland,40.431269,-105.339661,accurate,86,14,12,2,n
newsearch,nechols,1987,US,3,Chrysopa,oculata,Neuroptera,loveland,40.431269,-105.339661,accurate,93,15,13,2,n
newsearch,nechols,1987,US,3,Chrysopa,oculata,Neuroptera,loveland,40.431269,-105.339661,accurate,10,10,14,2,n
newsearch,nechols,1987,US,3,Chrysopa,oculata,Neuroptera,loveland,40.431269,-105.339661,accurate,0,20,15,2,n
newsearch,nechols,1987,US,3,Chrysopa,oculata,Neuroptera,loveland,40.431269,-105.339661,accurate,0,20,16,2,n
newsearch,nechols,1987,US,3,Chrysopa,oculata,Neuroptera,quincy,30.583333,-84.583333,accurate,100,12,10,2,n
newsearch,nechols,1987,US,3,Chrysopa,oculata,Neuroptera,quincy,30.583333,-84.583333,accurate,100,11,11,2,n
newsearch,nechols,1987,US,3,Chrysopa,oculata,Neuroptera,quincy,30.583333,-84.583333,accurate,92,12,12,2,n
newsearch,nechols,1987,US,3,Chrysopa,oculata,Neuroptera,quincy,30.583333,-84.583333,accurate,36,11,13,2,n
newsearch,nechols,1987,US,3,Chrysopa,oculata,Neuroptera,quincy,30.583333,-84.583333,accurate,0,12,14,2,n
newsearch,nechols,1987,US,3,Chrysopa,oculata,Neuroptera,saltillo,25.228056,-100.721944,accurate,50,8,10,2,n
newsearch,nechols,1987,US,3,Chrysopa,oculata,Neuroptera,saltillo,25.228056,-100.721944,accurate,33,6,11,2,n
newsearch,nechols,1987,US,3,Chrysopa,oculata,Neuroptera,saltillo,25.228056,-100.721944,accurate,0,8,12,2,n
newsearch,nechols,1987,US,3,Chrysopa,oculata,Neuroptera,saltillo,25.228056,-100.721944,accurate,0,8,13,2,n
newsearch,nechols,1987,US,3,Chrysopa,oculata,Neuroptera,saltillo,25.228056,-100.721944,accurate,0,8,14,2,n
newsearch,paolucci,2013,Europe,4,Nasonia,vitripennis,Hymenoptera,TUR,65.0611555556,25.528,pop level/ask,100,26,8,3,x
newsearch,paolucci,2013,Europe,4,Nasonia,vitripennis,Hymenoptera,TUR,65.0611555556,25.528,pop level/ask,95.6696540079,26,10,3,x
newsearch,paolucci,2013,Europe,4,Nasonia,vitripennis,Hymenoptera,TUR,65.0611555556,25.528,pop level/ask,90.7710137977,26,12,3,x
newsearch,paolucci,2013,Europe,4,Nasonia,vitripennis,Hymenoptera,TUR,65.0611555556,25.528,pop level/ask,100,26,13,3,x
newsearch,paolucci,2013,Europe,4,Nasonia,vitripennis,Hymenoptera,TUR,65.0611555556,25.528,pop level/ask,95.1776918542,26,14,3,x
newsearch,paolucci,2013,Europe,4,Nasonia,vitripennis,Hymenoptera,TUR,65.0611555556,25.528,pop level/ask,78.94453936,26,15,3,x
newsearch,paolucci,2013,Europe,4,Nasonia,vitripennis,Hymenoptera,TUR,65.0611555556,25.528,pop level/ask,27.4175983375,26,16,3,x
newsearch,paolucci,2013,Europe,4,Nasonia,vitripennis,Hymenoptera,TUR,65.0611555556,25.528,pop level/ask,17.9278442186,26,18,3,x
newsearch,paolucci,2013,Europe,4,Nasonia,vitripennis,Hymenoptera,LAT,56.8562666667,25.2003833333,pop level/ask,95.5465635584,26,8,3,x
newsearch,paolucci,2013,Europe,4,Nasonia,vitripennis,Hymenoptera,LAT,56.8562666667,25.2003833333,pop level/ask,88.4960385257,26,10,3,x
newsearch,paolucci,2013,Europe,4,Nasonia,vitripennis,Hymenoptera,LAT,56.8562666667,25.2003833333,pop level/ask,84.0278152444,26,12,3,x
newsearch,paolucci,2013,Europe,4,Nasonia,vitripennis,Hymenoptera,LAT,56.8562666667,25.2003833333,pop level/ask,87.5940413032,26,13,3,x
newsearch,paolucci,2013,Europe,4,Nasonia,vitripennis,Hymenoptera,LAT,56.8562666667,25.2003833333,pop level/ask,39.940652819,26,14,3,x
newsearch,paolucci,2013,Europe,4,Nasonia,vitripennis,Hymenoptera,LAT,56.8562666667,25.2003833333,pop level/ask,27.8683971266,26,15,3,x
newsearch,paolucci,2013,Europe,4,Nasonia,vitripennis,Hymenoptera,LAT,56.8562666667,25.2003833333,pop level/ask,0,26,16,3,x
newsearch,paolucci,2013,Europe,4,Nasonia,vitripennis,Hymenoptera,LAT,56.8562666667,25.2003833333,pop level/ask,0,26,18,3,x
newsearch,paolucci,2013,Europe,4,Nasonia,vitripennis,Hymenoptera,HAM,53.6065611111,10.1715944444,pop level/ask,86.9382249798,26,8,3,x
newsearch,paolucci,2013,Europe,4,Nasonia,vitripennis,Hymenoptera,HAM,53.6065611111,10.1715944444,pop level/ask,90.7913956579,26,10,3,x
newsearch,paolucci,2013,Europe,4,Nasonia,vitripennis,Hymenoptera,HAM,53.6065611111,10.1715944444,pop level/ask,87.0405339248,26,12,3,x
newsearch,paolucci,2013,Europe,4,Nasonia,vitripennis,Hymenoptera,HAM,53.6065611111,10.1715944444,pop level/ask,94.7676567855,26,13,3,x
newsearch,paolucci,2013,Europe,4,Nasonia,vitripennis,Hymenoptera,HAM,53.6065611111,10.1715944444,pop level/ask,69.6394209154,26,14,3,x
newsearch,paolucci,2013,Europe,4,Nasonia,vitripennis,Hymenoptera,HAM,53.6065611111,10.1715944444,pop level/ask,17.2518458572,26,15,3,x
newsearch,paolucci,2013,Europe,4,Nasonia,vitripennis,Hymenoptera,HAM,53.6065611111,10.1715944444,pop level/ask,8.1923088451,26,16,3,x
newsearch,paolucci,2013,Europe,4,Nasonia,vitripennis,Hymenoptera,HAM,53.6065611111,10.1715944444,pop level/ask,0,26,18,3,x
newsearch,paolucci,2013,Europe,4,Nasonia,vitripennis,Hymenoptera,SCH,50.33225,9.5130555556,pop level/ask,66.5651570103,22,8,4,x
newsearch,paolucci,2013,Europe,4,Nasonia,vitripennis,Hymenoptera,SCH,50.33225,9.5130555556,pop level/ask,42.1544825106,22,10,4,x
newsearch,paolucci,2013,Europe,4,Nasonia,vitripennis,Hymenoptera,SCH,50.33225,9.5130555556,pop level/ask,47.4421764629,22,12,4,x
newsearch,paolucci,2013,Europe,4,Nasonia,vitripennis,Hymenoptera,SCH,50.33225,9.5130555556,pop level/ask,47.2785221153,22,13,4,x
newsearch,paolucci,2013,Europe,4,Nasonia,vitripennis,Hymenoptera,SCH,50.33225,9.5130555556,pop level/ask,15.6942321334,22,14,4,x
newsearch,paolucci,2013,Europe,4,Nasonia,vitripennis,Hymenoptera,SCH,50.33225,9.5130555556,pop level/ask,0,22,15,4,x
newsearch,paolucci,2013,Europe,4,Nasonia,vitripennis,Hymenoptera,SCH,50.33225,9.5130555556,pop level/ask,0,22,16,4,x
newsearch,paolucci,2013,Europe,4,Nasonia,vitripennis,Hymenoptera,SCH,50.33225,9.5130555556,pop level/ask,0,22,18,4,x
newsearch,riihimaa,1996,Europe,6,Chymomyza,costata,Diptera,Oulo2,65.013333,25.4725,global average,99.8161121654,443,12,2,n
newsearch,riihimaa,1996,Europe,6,Chymomyza,costata,Diptera,Oulo2,65.013333,25.4725,global average,99.87400278,443,13.5,2,n
newsearch,riihimaa,1996,Europe,6,Chymomyza,costata,Diptera,Oulo2,65.013333,25.4725,global average,99.6144237407,443,15,2,n
newsearch,riihimaa,1996,Europe,6,Chymomyza,costata,Diptera,Oulo2,65.013333,25.4725,global average,99.6723143553,443,16.5,2,n
newsearch,riihimaa,1996,Europe,6,Chymomyza,costata,Diptera,Oulo2,65.013333,25.4725,global average,99.5785129851,443,18,2,n
newsearch,riihimaa,1996,Europe,6,Chymomyza,costata,Diptera,Oulo2,65.013333,25.4725,global average,82.6338991341,443,19.5,2,n
newsearch,riihimaa,1996,Europe,6,Chymomyza,costata,Diptera,Oulo2,65.013333,25.4725,global average,48.449336425,443,22,2,n
newsearch,riihimaa,1996,Europe,6,Chymomyza,costata,Diptera,Oulo2,65.013333,25.4725,global average,36.275590283,443,24,2,n
newsearch,riihimaa,1996,Europe,6,Chymomyza,costata,Diptera,Kuusamo3,65.966667,29.166667,global average,100.3058103976,221,16,2,n
newsearch,riihimaa,1996,Europe,6,Chymomyza,costata,Diptera,Kuusamo3,65.966667,29.166667,global average,100.3058103976,221,18,2,n
newsearch,riihimaa,1996,Europe,6,Chymomyza,costata,Diptera,Kuusamo3,65.966667,29.166667,global average,100.4587155963,221,19,2,n
newsearch,riihimaa,1996,Europe,6,Chymomyza,costata,Diptera,Kuusamo3,65.966667,29.166667,global average,96.3302752294,221,20,2,n
newsearch,riihimaa,1996,Europe,6,Chymomyza,costata,Diptera,Kuusamo3,65.966667,29.166667,global average,86.5443425076,221,21,2,n
newsearch,riihimaa,1996,Europe,6,Chymomyza,costata,Diptera,Kuusamo3,65.966667,29.166667,global average,81.9571865443,221,22,2,n
newsearch,riihimaa,1996,Europe,6,Chymomyza,costata,Diptera,Kuusamo3,65.966667,29.166667,global average,85.7798165138,221,24,2,n
newsearch,riihimaa,1996,Europe,6,Chymomyza,costata,Diptera,Kuusamo5,65.966667,29.166667,global average,100,221,16,4,n
newsearch,riihimaa,1996,Europe,6,Chymomyza,costata,Diptera,Kuusamo5,65.966667,29.166667,global average,97.4006116208,221,18,4,n
newsearch,riihimaa,1996,Europe,6,Chymomyza,costata,Diptera,Kuusamo5,65.966667,29.166667,global average,96.0244648318,221,19,4,n
newsearch,riihimaa,1996,Europe,6,Chymomyza,costata,Diptera,Kuusamo5,65.966667,29.166667,global average,91.1314984709,221,20,4,n
newsearch,riihimaa,1996,Europe,6,Chymomyza,costata,Diptera,Kuusamo5,65.966667,29.166667,global average,87.9204892966,221,21,4,n
newsearch,riihimaa,1996,Europe,6,Chymomyza,costata,Diptera,Kuusamo5,65.966667,29.166667,global average,87.003058104,221,22,4,n
newsearch,riihimaa,1996,Europe,6,Chymomyza,costata,Diptera,Kuusamo5,65.966667,29.166667,global average,85.9327217125,221,24,4,n
newsearch,riihimaa,1996,Europe,6,Chymomyza,costata,Diptera,Punkaharju,61.75,29.4,global average,100.1529051988,221,16,2,n
newsearch,riihimaa,1996,Europe,6,Chymomyza,costata,Diptera,Punkaharju,61.75,29.4,global average,91.8960244648,221,18,2,n
newsearch,riihimaa,1996,Europe,6,Chymomyza,costata,Diptera,Punkaharju,61.75,29.4,global average,23.3944954128,221,19,2,n
newsearch,riihimaa,1996,Europe,6,Chymomyza,costata,Diptera,Punkaharju,61.75,29.4,global average,14.0672782875,221,20,2,n
newsearch,riihimaa,1996,Europe,6,Chymomyza,costata,Diptera,Punkaharju,61.75,29.4,global average,17.4311926606,221,21,2,n
newsearch,riihimaa,1996,Europe,6,Chymomyza,costata,Diptera,Punkaharju,61.75,29.4,global average,16.5137614679,221,22,2,n
newsearch,riihimaa,1996,Europe,6,Chymomyza,costata,Diptera,Punkaharju,61.75,29.4,global average,17.4311926606,221,24,2,n
newsearch,ryan,2018,US,3,Papilio,glaucus,Lepidoptera,28,28.5,-82.19,accurate,80,10,8,6,x
newsearch,ryan,2018,US,3,Papilio,glaucus,Lepidoptera,28,28.5,-82.19,accurate,70,10,9,6,x
newsearch,ryan,2018,US,3,Papilio,glaucus,Lepidoptera,28,28.5,-82.19,accurate,67,9,10,6,x
newsearch,ryan,2018,US,3,Papilio,glaucus,Lepidoptera,28,28.5,-82.19,accurate,57,7,11,6,x
newsearch,ryan,2018,US,3,Papilio,glaucus,Lepidoptera,28,28.5,-82.19,accurate,54,13,12,6,x
newsearch,ryan,2018,US,3,Papilio,glaucus,Lepidoptera,28,28.5,-82.19,accurate,8,13,13,6,x
newsearch,ryan,2018,US,3,Papilio,glaucus,Lepidoptera,28,28.5,-82.19,accurate,0,4,13.5,6,x
newsearch,ryan,2018,US,3,Papilio,glaucus,Lepidoptera,28,28.5,-82.19,accurate,0,12,14,6,x
newsearch,ryan,2018,US,3,Papilio,glaucus,Lepidoptera,28,28.5,-82.19,accurate,0,9,14.5,6,x
newsearch,ryan,2018,US,3,Papilio,glaucus,Lepidoptera,28,28.5,-82.19,accurate,20,5,15,6,x
newsearch,ryan,2018,US,3,Papilio,glaucus,Lepidoptera,28,28.5,-82.19,accurate,0,7,15.5,6,x
newsearch,ryan,2018,US,3,Papilio,glaucus,Lepidoptera,38.5,38.5,-83.01,accurate,100,26,12,3,x
newsearch,ryan,2018,US,3,Papilio,glaucus,Lepidoptera,38.5,38.5,-83.01,accurate,100,3,13,3,x
newsearch,ryan,2018,US,3,Papilio,glaucus,Lepidoptera,38.5,38.5,-83.01,accurate,100,17,13.5,3,x
newsearch,ryan,2018,US,3,Papilio,glaucus,Lepidoptera,38.5,38.5,-83.01,accurate,79,19,14,3,x
newsearch,ryan,2018,US,3,Papilio,glaucus,Lepidoptera,38.5,38.5,-83.01,accurate,65,17,14.5,3,x
newsearch,ryan,2018,US,3,Papilio,glaucus,Lepidoptera,38.5,38.5,-83.01,accurate,29,21,15,3,x
newsearch,ryan,2018,US,3,Papilio,glaucus,Lepidoptera,38.5,38.5,-83.01,accurate,17,23,15.5,3,x
newsearch,ryan,2018,US,3,Papilio,glaucus,Lepidoptera,38.5,38.5,-83.01,accurate,23,13,16,3,x
newsearch,ryan,2018,US,3,Papilio,glaucus,Lepidoptera,42.5,42.4295,-85.065,accurate,100,19,12,3,x
newsearch,ryan,2018,US,3,Papilio,glaucus,Lepidoptera,42.5,42.4295,-85.065,accurate,100,9,13,3,x
newsearch,ryan,2018,US,3,Papilio,glaucus,Lepidoptera,42.5,42.4295,-85.065,accurate,100,7,13.5,3,x
newsearch,ryan,2018,US,3,Papilio,glaucus,Lepidoptera,42.5,42.4295,-85.065,accurate,100,8,14,3,x
newsearch,ryan,2018,US,3,Papilio,glaucus,Lepidoptera,42.5,42.4295,-85.065,accurate,100,8,14.5,3,x
newsearch,ryan,2018,US,3,Papilio,glaucus,Lepidoptera,42.5,42.4295,-85.065,accurate,95,21,15,3,x
newsearch,ryan,2018,US,3,Papilio,glaucus,Lepidoptera,42.5,42.4295,-85.065,accurate,60,10,15.5,3,x
newsearch,ryan,2018,US,3,Papilio,glaucus,Lepidoptera,42.5,42.4295,-85.065,accurate,68,25,16,3,x
newsearch,shimizu,2001,japan,4,Orius,sauteri,Hemiptera,OBH,42.923961,143.196156,global average,67.7150071793,75,10,2,n
newsearch,shimizu,2001,japan,4,Orius,sauteri,Hemiptera,OBH,42.923961,143.196156,global average,69.6217259989,75,11,2,n
newsearch,shimizu,2001,japan,4,Orius,sauteri,Hemiptera,OBH,42.923961,143.196156,global average,65.9087983364,75,12,2,n
newsearch,shimizu,2001,japan,4,Orius,sauteri,Hemiptera,OBH,42.923961,143.196156,global average,53.9981185325,75,13,2,n
newsearch,shimizu,2001,japan,4,Orius,sauteri,Hemiptera,OBH,42.923961,143.196156,global average,23.5856810417,75,14,2,n
newsearch,shimizu,2001,japan,4,Orius,sauteri,Hemiptera,OBH,42.923961,143.196156,global average,3.9476159826,75,15,2,n
newsearch,shimizu,2001,japan,4,Orius,sauteri,Hemiptera,OBH,42.923961,143.196156,global average,9.1340298064,75,16,2,n
newsearch,shimizu,2001,japan,4,Orius,sauteri,Hemiptera,SPR,43.061944,141.354167,global average,91.3695103233,75,10,3,n
newsearch,shimizu,2001,japan,4,Orius,sauteri,Hemiptera,SPR,43.061944,141.354167,global average,78.2878645343,75,11,3,n
newsearch,shimizu,2001,japan,4,Orius,sauteri,Hemiptera,SPR,43.061944,141.354167,global average,65.9087983364,75,12,3,n
newsearch,shimizu,2001,japan,4,Orius,sauteri,Hemiptera,SPR,43.061944,141.354167,global average,7.6615338912,75,14,3,n
newsearch,shimizu,2001,japan,4,Orius,sauteri,Hemiptera,SPR,43.061944,141.354167,global average,3.7134227856,75,15,3,n
newsearch,shimizu,2001,japan,4,Orius,sauteri,Hemiptera,SPR,43.061944,141.354167,global average,17.7986829727,75,16,3,n
