line-ID	pops_with_Dia	n_dls	genus	species	order	pop	degN	degE	perc	n2	dl2	py	cdl	slope							
22- Tatsuno	3	5	Bruchidius	dorsalis	coleoptera	Tatsuno	34.85	134.533333	21.6428345737	40	13.5	2003	x	x							
22- Tatsuno	3	5	Bruchidius	dorsalis	coleoptera	Tatsuno	34.85	134.533333	0	40	14	2003	x	x							
22- Ninohe	3	5	Bruchidius	dorsalis	coleoptera	Ninohe	40.271111	141.305	96.8581301387	60	12	2003	x	n							
22- Ninohe	3	5	Bruchidius	dorsalis	coleoptera	Ninohe	40.271111	141.305	99.500164707	60	12.5	2003	x	n							
22- Ninohe	3	5	Bruchidius	dorsalis	coleoptera	Ninohe	40.271111	141.305	90.0009411828	60	13	2003	x	n							
22- Ninohe	3	5	Bruchidius	dorsalis	coleoptera	Ninohe	40.271111	141.305	37.2150401011	60	13.5	2003	x	n							
22- Ninohe	3	5	Bruchidius	dorsalis	coleoptera	Ninohe	40.271111	141.305	4.8578477839	60	14	2003	x	n							
23-himeji	4	5	Leucoma	candida	lepidoptera	himeji	34.815278	134.685278	100.2469135802	100	14.4	1986	x	x							
23-himeji	4	5	Leucoma	candida	lepidoptera	himeji	34.815278	134.685278	98.2716049383	100	14.5	1986	x	x							
23-himeji	4	5	Leucoma	candida	lepidoptera	himeji	34.815278	134.685278	7.9012345679	100	14.8	1986	x	x							
23-himeji	4	5	Leucoma	candida	lepidoptera	himeji	34.815278	134.685278	0.987654321	100	15	1986	x	x							
23-himeji	4	5	Leucoma	candida	lepidoptera	himeji	34.815278	134.685278	1.4814814815	100	15.3	1986	x	x							
23-kurashiki	4	5	Leucoma	candida	lepidoptera	kurashiki	34.585	133.771944	96.7901234568	100	14	1986	x	x							
23-kurashiki	4	5	Leucoma	candida	lepidoptera	kurashiki	34.585	133.771944	94.5679012346	100	14.3	1986	x	x							
23-kurashiki	4	5	Leucoma	candida	lepidoptera	kurashiki	34.585	133.771944	51.6049382716	100	14.5	1986	x	x							
23-kurashiki	4	5	Leucoma	candida	lepidoptera	kurashiki	34.585	133.771944	14.0740740741	100	14.8	1986	x	x							
23-kurashiki	4	5	Leucoma	candida	lepidoptera	kurashiki	34.585	133.771944	1.2345679012	100	15	1986	x	x							
23-okayama	4	5	Leucoma	candida	lepidoptera	okayama	34.655278	133.919444	76.049382716	100	14.4	1986	x	n							
23-okayama	4	5	Leucoma	candida	lepidoptera	okayama	34.655278	133.919444	78.5185185185	100	14.5	1986	x	n							
23-okayama	4	5	Leucoma	candida	lepidoptera	okayama	34.655278	133.919444	35.0617283951	100	14.8	1986	x	n							
23-okayama	4	5	Leucoma	candida	lepidoptera	okayama	34.655278	133.919444	1.2345679012	100	15	1986	x	n							
23-okayama	4	5	Leucoma	candida	lepidoptera	okayama	34.655278	133.919444	1.4814814815	100	15.3	1986	x	n							
23-matsumoto	4	5	Leucoma	candida	lepidoptera	matsumoto	36.238047	137.971983	100.2469135802	100	14.4	1986	x	x							
23-matsumoto	4	5	Leucoma	candida	lepidoptera	matsumoto	36.238047	137.971983	100.7407407407	100	14.5	1986	x	x							
23-matsumoto	4	5	Leucoma	candida	lepidoptera	matsumoto	36.238047	137.971983	53.8271604938	100	14.8	1986	x	x							
23-matsumoto	4	5	Leucoma	candida	lepidoptera	matsumoto	36.238047	137.971983	6.6666666667	100	15	1986	x	x							
23-matsumoto	4	5	Leucoma	candida	lepidoptera	matsumoto	36.238047	137.971983	1.4814814815	100	15.3	1986	x	x							
24-Oulu1		9	drosophila	littoralis	diptera	Oulu1	65	25.4166666667	100.004829518	30	9	1986	x	n							
24-Oulu1		9	drosophila	littoralis	diptera	Oulu1	65	25.4166666667	99.0582439873	30	10.5	1986	x	n							
24-Oulu1		9	drosophila	littoralis	diptera	Oulu1	65	25.4166666667	98.1116584565	30	12	1986	x	n							
24-Oulu1		9	drosophila	littoralis	diptera	Oulu1	65	25.4166666667	99.6860813291	30	13.5	1986	x	n							
24-Oulu1		9	drosophila	littoralis	diptera	Oulu1	65	25.4166666667	99.5798319328	30	15	1986	x	n							
24-Oulu1		9	drosophila	littoralis	diptera	Oulu1	65	25.4166666667	98.633246402	30	16.5	1986	x	n							
24-Oulu1		9	drosophila	littoralis	diptera	Oulu1	65	25.4166666667	99.3721626582	30	18	1986	x	n							
24-Oulu1		9	drosophila	littoralis	diptera	Oulu1	65	25.4166666667	63.9766251328	30	19.5	1986	x	n							
24-Oulu1		9	drosophila	littoralis	diptera	Oulu1	65	25.4166666667	8.4033613445	30	21	1986	x	n							
24-Oulu7		8	drosophila	littoralis	diptera	Oulu7	65	25.4166666667	99.1525423729	30	9	1986	x	n							
24-Oulu7		8	drosophila	littoralis	diptera	Oulu7	65	25.4166666667	99.8030233623	30	12	1986	x	n							
24-Oulu7		8	drosophila	littoralis	diptera	Oulu7	65	25.4166666667	100.5451213926	30	13.5	1986	x	n							
24-Oulu7		8	drosophila	littoralis	diptera	Oulu7	65	25.4166666667	99.6014658727	30	15	1986	x	n							
24-Oulu7		8	drosophila	littoralis	diptera	Oulu7	65	25.4166666667	100.352725607	30	16.5	1986	x	n							
24-Oulu7		8	drosophila	littoralis	diptera	Oulu7	65	25.4166666667	96.0146587265	30	18	1986	x	n							
24-Oulu7		8	drosophila	littoralis	diptera	Oulu7	65	25.4166666667	55.2313330279	30	19.5	1986	x	n							
24-Oulu7		8	drosophila	littoralis	diptera	Oulu7	65	25.4166666667	19.5327530921	30	21	1986	x	n							
24-Oulu8		5	drosophila	littoralis	diptera	Oulu8	65	25.4166666667	101.3235653236	30	15	1986	x	n							
24-Oulu8		5	drosophila	littoralis	diptera	Oulu8	65	25.4166666667	101.2161172161	30	16.5	1986	x	n							
24-Oulu8		5	drosophila	littoralis	diptera	Oulu8	65	25.4166666667	101.9633699634	30	18	1986	x	n							
24-Oulu8		5	drosophila	littoralis	diptera	Oulu8	65	25.4166666667	80.4884004884	30	19.5	1986	x	n							
24-Oulu8		5	drosophila	littoralis	diptera	Oulu8	65	25.4166666667	29.094017094	30	21	1986	x	n							
24-paltamo1		8	drosophila	littoralis	diptera	paltamo1	64.3333333333	27.8333333333	100.0390720391	30	9	1986	x	n							
24-paltamo1		8	drosophila	littoralis	diptera	paltamo1	64.3333333333	27.8333333333	99.8339438339	30	10.5	1986	x	n							
24-paltamo1		8	drosophila	littoralis	diptera	paltamo1	64.3333333333	27.8333333333	99.6288156288	30	12	1986	x	n							
24-paltamo1		8	drosophila	littoralis	diptera	paltamo1	64.3333333333	27.8333333333	100.2686202686	30	13.5	1986	x	n							
24-paltamo1		8	drosophila	littoralis	diptera	paltamo1	64.3333333333	27.8333333333	100.0537240537	30	15	1986	x	n							
24-paltamo1		8	drosophila	littoralis	diptera	paltamo1	64.3333333333	27.8333333333	92.1465201465	30	16.5	1986	x	n							
24-paltamo1		8	drosophila	littoralis	diptera	paltamo1	64.3333333333	27.8333333333	5.3919413919	30	19.5	1986	x	n							
24-paltamo1		8	drosophila	littoralis	diptera	paltamo1	64.3333333333	27.8333333333	6.8864468864	30	21	1986	x	n							
24-Kuoio3		8	drosophila	littoralis	diptera	Kuoio3	62.9166666667	27.75	100.8256791089	30	9	1986	x	x							
24-Kuoio3		8	drosophila	littoralis	diptera	Kuoio3	62.9166666667	27.75	98.5147547391	30	12	1986	x	x							
24-Kuoio3		8	drosophila	littoralis	diptera	Kuoio3	62.9166666667	27.75	99.462575728	30	13.5	1986	x	x							
24-Kuoio3		8	drosophila	littoralis	diptera	Kuoio3	62.9166666667	27.75	101.2458471761	30	15	1986	x	x							
24-Kuoio3		8	drosophila	littoralis	diptera	Kuoio3	62.9166666667	27.75	89.5886261481	30	16.5	1986	x	x							
24-Kuoio3		8	drosophila	littoralis	diptera	Kuoio3	62.9166666667	27.75	82.1282001173	30	18	1986	x	x							
24-Kuoio3		8	drosophila	littoralis	diptera	Kuoio3	62.9166666667	27.75	38.5479773305	30	19.5	1986	x	x							
24-Kuoio3		8	drosophila	littoralis	diptera	Kuoio3	62.9166666667	27.75	6.7226890756	30	21	1986	x	x							
24- Hollola1		8	drosophila	littoralis	diptera	Hollola1	61.0833333333	25.4166666667	99.1525423729	30	9	1986	x	x							
24- Hollola1		8	drosophila	littoralis	diptera	Hollola1	61.0833333333	25.4166666667	99.1525423729	30	12	1986	x	x							
24- Hollola1		8	drosophila	littoralis	diptera	Hollola1	61.0833333333	25.4166666667	83.0508474576	30	13.5	1986	x	x							
24- Hollola1		8	drosophila	littoralis	diptera	Hollola1	61.0833333333	25.4166666667	71.186440678	30	15	1986	x	x							
24- Hollola1		8	drosophila	littoralis	diptera	Hollola1	61.0833333333	25.4166666667	48.3050847458	30	16.5	1986	x	x							
24- Moscow2		8	drosophila	littoralis	diptera	Moscow2	55.75	37.5	10.1694915254	30	18	1986	n	n							
24- Moscow2		8	drosophila	littoralis	diptera	Moscow2	55.75	37.5	3.3898305085	30	19.5	1986	n	n							
24- Dietikon1		8	drosophila	littoralis	diptera	Dietikon1	47.4166666667	8.5	0.8474576271	30	21	1986	x	n							
24- Dietikon1		8	drosophila	littoralis	diptera	Dietikon1	47.4166666667	8.5	100	30	9	1986	x	n							
24- Dietikon1		8	drosophila	littoralis	diptera	Dietikon1	47.4166666667	8.5	99.3697478992	30	12	1986	x	n							
24- Dietikon1		8	drosophila	littoralis	diptera	Dietikon1	47.4166666667	8.5	99.0689457601	30	13.5	1986	x	n							
24- Dietikon1		8	drosophila	littoralis	diptera	Dietikon1	47.4166666667	8.5	96.2328113063	30	15	1986	x	n							
24- Dietikon1		8	drosophila	littoralis	diptera	Dietikon1	47.4166666667	8.5	9.3487394958	30	16.5	1986	x	n							
24- Dietikon1		8	drosophila	littoralis	diptera	Dietikon1	47.4166666667	8.5	1.4705882353	30	18	1986	x	n							
24- Dietikon1		8	drosophila	littoralis	diptera	Dietikon1	47.4166666667	8.5	0.2864782277	30	19.5	1986	x	n							
24- Dietikon2		9	drosophila	littoralis	diptera	Dietikon2	47.4166666667	8.5	3.3756684492	30	21	1986	x	n							
24- Dietikon2		9	drosophila	littoralis	diptera	Dietikon2	47.4166666667	8.5	100	30	9	1986	x	x							
24- Dietikon2		9	drosophila	littoralis	diptera	Dietikon2	47.4166666667	8.5	99.5951035782	30	12	1986	x	x							
24- Dietikon2		9	drosophila	littoralis	diptera	Dietikon2	47.4166666667	8.5	73.5357815443	30	13.5	1986	x	x							
24- Dietikon2		9	drosophila	littoralis	diptera	Dietikon2	47.4166666667	8.5	24.1525423729	30	15	1986	x	x							
24- Dietikon2		9	drosophila	littoralis	diptera	Dietikon2	47.4166666667	8.5	1.445386064	30	16.5	1986	x	x							
24- Dietikon2		9	drosophila	littoralis	diptera	Dietikon2	47.4166666667	8.5	0.4048964218	30	18	1986	x	x							
24- Dietikon2		9	drosophila	littoralis	diptera	Dietikon2	47.4166666667	8.5	1.8644067797	30	19.5	1986	x	x							
24- Dietikon2		9	drosophila	littoralis	diptera	Dietikon2	47.4166666667	8.5	0.8239171375	30	21	1986	x	x							
24- Ticino4		9	drosophila	littoralis	diptera	Ticino4	46.1666666667	8.8333333333	95.7983193277	30	9	1986	x	x							
24- Ticino4		9	drosophila	littoralis	diptera	Ticino4	46.1666666667	8.8333333333	84.8739495798	30	10.5	1986	x	x							
24- Ticino4		9	drosophila	littoralis	diptera	Ticino4	46.1666666667	8.8333333333	55.4621848739	30	12	1986	x	x							
24- Ticino4		9	drosophila	littoralis	diptera	Ticino4	46.1666666667	8.8333333333	0.8403361345	30	13.5	1986	x	x							
24- Ticino4		9	drosophila	littoralis	diptera	Ticino4	46.1666666667	8.8333333333	0.8403361345	30	15	1986	x	x							
24- Ticino4		9	drosophila	littoralis	diptera	Ticino4	46.1666666667	8.8333333333	0.8403361345	30	16.5	1986	x	x							
24- Ticino4		9	drosophila	littoralis	diptera	Ticino4	46.1666666667	8.8333333333	3.3613445378	30	18	1986	x	x							
24- Ticino4		9	drosophila	littoralis	diptera	Ticino4	46.1666666667	8.8333333333	1.6806722689	30	19.5	1986	x	x							
24- Ticino4		9	drosophila	littoralis	diptera	Ticino4	46.1666666667	8.8333333333	1.6806722689	30	21	1986	x	x							
24- Ticino2		9	drosophila	littoralis	diptera	Ticino2	46.1666666667	8.8333333333	94.0920897285	30	7.5	1986	x	x							
24- Ticino2		9	drosophila	littoralis	diptera	Ticino2	46.1666666667	8.8333333333	87.5844155844	30	9	1986	x	x							
24- Ticino2		9	drosophila	littoralis	diptera	Ticino2	46.1666666667	8.8333333333	91.8205430933	30	10.5	1986	x	x							
24- Ticino2		9	drosophila	littoralis	diptera	Ticino2	46.1666666667	8.8333333333	75.3955135773	30	12	1986	x	x							
24- Ticino2		9	drosophila	littoralis	diptera	Ticino2	46.1666666667	8.8333333333	18.4746162928	30	13.5	1986	x	x							
24- Ticino2		9	drosophila	littoralis	diptera	Ticino2	46.1666666667	8.8333333333	8.665879575	30	15	1986	x	x							
24- Ticino2		9	drosophila	littoralis	diptera	Ticino2	46.1666666667	8.8333333333	6.2904368359	30	16.5	1986	x	x							
24- Ticino2		9	drosophila	littoralis	diptera	Ticino2	46.1666666667	8.8333333333	1.4356552538	30	18	1986	x	x							
24- Ticino2		9	drosophila	littoralis	diptera	Ticino2	46.1666666667	8.8333333333	4.0141676505	30	19.4	1986	x	x							
24- Biograd		7	drosophila	littoralis	diptera	Biograd	43.9166666667	16	96.6101694915	30	9	1986	x	n							
24- Biograd		7	drosophila	littoralis	diptera	Biograd	43.9166666667	16	82.6078582435	30	12	1986	x	n							
24- Biograd		7	drosophila	littoralis	diptera	Biograd	43.9166666667	16	5.7299691834	30	13.5	1986	x	n							
24- Biograd		7	drosophila	littoralis	diptera	Biograd	43.9166666667	16	4.2372881356	30	15	1986	x	n							
24- Biograd		7	drosophila	littoralis	diptera	Biograd	43.9166666667	16	8.686440678	30	16.5	1986	x	n							
24- Biograd		7	drosophila	littoralis	diptera	Biograd	43.9166666667	16	5.498844376	30	18	1986	x	n							
24- Biograd		7	drosophila	littoralis	diptera	Biograd	43.9166666667	16	7.3959938367	30	19.5	1986	x	n							
24- Krasnodar		9	drosophila	littoralis	diptera	Krasnodar	44.6666666667	39.5	100	30	9	1986	x	n							
24- Krasnodar		9	drosophila	littoralis	diptera	Krasnodar	44.6666666667	39.5	99.7973364215	30	10.5	1986	x	n							
24- Krasnodar		9	drosophila	littoralis	diptera	Krasnodar	44.6666666667	39.5	98.7454159429	30	12	1986	x	n							
24- Krasnodar		9	drosophila	littoralis	diptera	Krasnodar	44.6666666667	39.5	1.9783825516	30	13.5	1986	x	n							
24- Krasnodar		9	drosophila	littoralis	diptera	Krasnodar	44.6666666667	39.5	0.926462073	30	15	1986	x	n							
24- Krasnodar		9	drosophila	littoralis	diptera	Krasnodar	44.6666666667	39.5	8.2609534839	30	16.5	1986	x	n							
24- Krasnodar		9	drosophila	littoralis	diptera	Krasnodar	44.6666666667	39.5	3.0206523837	30	18	1986	x	n							
24- Krasnodar		9	drosophila	littoralis	diptera	Krasnodar	44.6666666667	39.5	6.1667631731	30	19.5	1986	x	n							
24- Krasnodar		9	drosophila	littoralis	diptera	Krasnodar	44.6666666667	39.5	1.75641768	30	21	1986	x	n							
24- Kutaisi2		9	drosophila	littoralis	diptera	Kutaisi2	42.3333333333	42.6666666667	95.7264957265	30	9	1986	x	x							
24- Kutaisi2		9	drosophila	littoralis	diptera	Kutaisi2	42.3333333333	42.6666666667	72.6495726496	30	10.5	1986	x	x							
24- Kutaisi2		9	drosophila	littoralis	diptera	Kutaisi2	42.3333333333	42.6666666667	70.9401709402	30	12	1986	x	x							
24- Kutaisi2		9	drosophila	littoralis	diptera	Kutaisi2	42.3333333333	42.6666666667	0	30	13.5	1986	x	x							
24- Kutaisi2		9	drosophila	littoralis	diptera	Kutaisi2	42.3333333333	42.6666666667	4.2735042735	30	15	1986	x	x							
24- Kutaisi2		9	drosophila	littoralis	diptera	Kutaisi2	42.3333333333	42.6666666667	1.7094017094	30	16.5	1986	x	x							
24- Kutaisi2		9	drosophila	littoralis	diptera	Kutaisi2	42.3333333333	42.6666666667	5.1282051282	30	18	1986	x	x							
24- Kutaisi2		9	drosophila	littoralis	diptera	Kutaisi2	42.3333333333	42.6666666667	32.4786324786	30	19.5	1986	x	n							
24- Kutaisi2		9	drosophila	littoralis	diptera	Kutaisi2	42.3333333333	42.6666666667	16.2393162393	30	21	1986	x	n							
24- Kutaisi4		7	drosophila	littoralis	diptera	Kutaisi4	42.3333333333	42.6666666667	99.9951437451	30	9	1986	x	n							
24- Kutaisi4		7	drosophila	littoralis	diptera	Kutaisi4	42.3333333333	42.6666666667	98.1837606838	30	10.5	1986	x	n							
24- Kutaisi4		7	drosophila	littoralis	diptera	Kutaisi4	42.3333333333	42.6666666667	3.9384226884	30	13.5	1986	x	n							
24- Kutaisi4		7	drosophila	littoralis	diptera	Kutaisi4	42.3333333333	42.6666666667	4.5891608392	30	16.5	1986	x	n							
24- Kutaisi4		7	drosophila	littoralis	diptera	Kutaisi4	42.3333333333	42.6666666667	25.8498445998	30	18	1986	x	n							
24- Kutaisi4		7	drosophila	littoralis	diptera	Kutaisi4	42.3333333333	42.6666666667	29.1666666667	30	19.5	1986	x	n							
24- Kutaisi4		7	drosophila	littoralis	diptera	Kutaisi4	42.3333333333	42.6666666667	25.641025641	30	21	1986	x	n							
24- Kutais5		9	drosophila	littoralis	diptera	Kutais5	42.3333333333	42.6666666667	94.1176470588	30	9	1986	x	n							
24- Kutais5		9	drosophila	littoralis	diptera	Kutais5	42.3333333333	42.6666666667	100	30	10.5	1986	x	n							
24- Kutais5		9	drosophila	littoralis	diptera	Kutais5	42.3333333333	42.6666666667	76.4705882353	30	12	1986	x	n							
24- Kutais5		9	drosophila	littoralis	diptera	Kutais5	42.3333333333	42.6666666667	5.0420168067	30	13.5	1986	x	n							
24- Kutais5		9	drosophila	littoralis	diptera	Kutais5	42.3333333333	42.6666666667	2.5210084034	30	15	1986	x	n							
24- Kutais5		9	drosophila	littoralis	diptera	Kutais5	42.3333333333	42.6666666667	5.0420168067	30	16.5	1986	x	n							
24- Kutais5		9	drosophila	littoralis	diptera	Kutais5	42.3333333333	42.6666666667	3.3613445378	30	18	1986	x	n							
24- Kutais5		9	drosophila	littoralis	diptera	Kutais5	42.3333333333	42.6666666667	19.3277310924	30	19.5	1986	x	n							
24- Kutais5		9	drosophila	littoralis	diptera	Kutais5	42.3333333333	42.6666666667	30.2521008403	30	21	1986	x	n							
24- Kutaisi7		9	drosophila	littoralis	diptera	Kutaisi7	42.3333333333	42.6666666667	52.0661157025	30	9	1986	x	x							
24- Kutaisi7		9	drosophila	littoralis	diptera	Kutaisi7	42.3333333333	42.6666666667	56.1983471074	30	10.5	1986	x	x							
24- Kutaisi7		9	drosophila	littoralis	diptera	Kutaisi7	42.3333333333	42.6666666667	30.5785123967	30	12	1986	x	x							
24- Kutaisi7		9	drosophila	littoralis	diptera	Kutaisi7	42.3333333333	42.6666666667	4.132231405	30	13.5	1986	x	x							
24- Kutaisi7		9	drosophila	littoralis	diptera	Kutaisi7	42.3333333333	42.6666666667	4.132231405	30	15	1986	x	x							
24- Kutaisi7		9	drosophila	littoralis	diptera	Kutaisi7	42.3333333333	42.6666666667	-0.826446281	30	16.5	1986	x	x							
24- Kutaisi7		9	drosophila	littoralis	diptera	Kutaisi7	42.3333333333	42.6666666667	1.652892562	30	18	1986	x	x							
24- Kutaisi7		9	drosophila	littoralis	diptera	Kutaisi7	42.3333333333	42.6666666667	0	30	19.5	1986	x	x							
24- Kutaisi7		9	drosophila	littoralis	diptera	Kutaisi7	42.3333333333	42.6666666667	-0.826446281	30	21	1986	x	x							
24- Tbilisi		9	drosophila	littoralis	diptera	Tbilisi	41.8333333333	44.5	98.3050847458	30	9	1986	x	x							
24- Tbilisi		9	drosophila	littoralis	diptera	Tbilisi	41.8333333333	44.5	95.8692493947	30	10.5	1986	x	x							
24- Tbilisi		9	drosophila	littoralis	diptera	Tbilisi	41.8333333333	44.5	55.2978208232	30	12	1986	x	x							
24- Tbilisi		9	drosophila	littoralis	diptera	Tbilisi	41.8333333333	44.5	4.5569007264	30	13.5	1986	x	x							
24- Tbilisi		9	drosophila	littoralis	diptera	Tbilisi	41.8333333333	44.5	4.6634382567	30	15	1986	x	x							
24- Tbilisi		9	drosophila	littoralis	diptera	Tbilisi	41.8333333333	44.5	0.5326876513	30	16.5	1986	x	x							
24- Tbilisi		9	drosophila	littoralis	diptera	Tbilisi	41.8333333333	44.5	0.6343825666	30	18	1986	x	x							
24- Tbilisi		9	drosophila	littoralis	diptera	Tbilisi	41.8333333333	44.5	2.4358353511	30	19.5	1986	x	x							
24- Tbilisi		9	drosophila	littoralis	diptera	Tbilisi	41.8333333333	44.5	-0.004842615	30	21	1986	x	x			data lankinen	CDL	SE for CDL	b parameter	offs
27-Padua_A	6	6	leptinotarsa	decemlineata	coleoptera	Padua_A	45.8	12.1166666667	100	25.6	9	2015	x	x							
27-Padua_A	6	6	leptinotarsa	decemlineata	coleoptera	Padua_A	45.8	12.1166666667	90.7094594595	25.6	12	2015	x	x							
27-Padua_A	6	6	leptinotarsa	decemlineata	coleoptera	Padua_A	45.8	12.1166666667	91.5540540541	25.6	15	2015	x	x							
27-Padua_A	6	6	leptinotarsa	decemlineata	coleoptera	Padua_A	45.8	12.1166666667	37.6689189189	25.6	18	2015	x	x							
27-Padua_A	6	6	leptinotarsa	decemlineata	coleoptera	Padua_A	45.8	12.1166666667	38.5135135135	25.6	21	2015	x	x							
27-Padua_A	6	6	leptinotarsa	decemlineata	coleoptera	Padua_A	45.8	12.1166666667	28.2094594595	25.6	14	2015	x	x							
27-Emmen	6	6	leptinotarsa	decemlineata	coleoptera	Emmen	52.9	6.85	84.6283783784	29.6666666667	9	2015	x	x							
27-Emmen	6	6	leptinotarsa	decemlineata	coleoptera	Emmen	52.9	6.85	69.2567567568	29.6666666667	12	2015	x	x							
27-Emmen	6	6	leptinotarsa	decemlineata	coleoptera	Emmen	52.9	6.85	68.0743243243	29.6666666667	15	2015	x	x							
27-Emmen	6	6	leptinotarsa	decemlineata	coleoptera	Emmen	52.9	6.85	20.777027027	29.6666666667	18	2015	x	x							
27-Emmen	6	6	leptinotarsa	decemlineata	coleoptera	Emmen	52.9	6.85	26.8581081081	29.6666666667	21	2015	x	x							
27-Emmen	6	6	leptinotarsa	decemlineata	coleoptera	Emmen	52.9	6.85	28.0405405405	29.6666666667	24	2015	x	x							
27-petroskoi_E	6	6	leptinotarsa	decemlineata	coleoptera	petroskoi_E	61.8166666667	34.1666666667	66.722972973	28.8333333333	9	2015	x	n							
27-petroskoi_E	6	6	leptinotarsa	decemlineata	coleoptera	petroskoi_E	61.8166666667	34.1666666667	56.7567567568	28.8333333333	12	2015	x	n							
27-petroskoi_E	6	6	leptinotarsa	decemlineata	coleoptera	petroskoi_E	61.8166666667	34.1666666667	70.777027027	28.8333333333	15	2015	x	n							
27-petroskoi_E	6	6	leptinotarsa	decemlineata	coleoptera	petroskoi_E	61.8166666667	34.1666666667	0.1689189189	28.8333333333	18	2015	x	n							
27-petroskoi_E	6	6	leptinotarsa	decemlineata	coleoptera	petroskoi_E	61.8166666667	34.1666666667	4.8986486486	28.8333333333	21	2015	x	n							
27-petroskoi_E	6	6	leptinotarsa	decemlineata	coleoptera	petroskoi_E	61.8166666667	34.1666666667	7.2635135135	28.8333333333	24	2015	x	n							
27-padua_B	6	6	leptinotarsa	decemlineata	coleoptera	padua_B	45.8	12.1166666667	97.5486926467	22.3333333333	9	2015	x	x							
27-padua_B	6	6	leptinotarsa	decemlineata	coleoptera	padua_B	45.8	12.1166666667	95.1299374807	22.3333333333	12	2015	x	x							
27-padua_B	6	6	leptinotarsa	decemlineata	coleoptera	padua_B	45.8	12.1166666667	97.4500786678	22.3333333333	15	2015	x	x							
27-padua_B	6	6	leptinotarsa	decemlineata	coleoptera	padua_B	45.8	12.1166666667	60.064210785	22.3333333333	18	2015	x	x							
27-padua_B	6	6	leptinotarsa	decemlineata	coleoptera	padua_B	45.8	12.1166666667	56.1748626904	22.3333333333	21	2015	x	x							
27-padua_B	6	6	leptinotarsa	decemlineata	coleoptera	padua_B	45.8	12.1166666667	44.6057515247	22.3333333333	24	2015	x	x							
27-Belchow	6	6	leptinotarsa	decemlineata	coleoptera	Belchow	52.0166666667	20.5666666667	78.2675853617	26.6666666667	9	2015	x	n							
27-Belchow	6	6	leptinotarsa	decemlineata	coleoptera	Belchow	52.0166666667	20.5666666667	83.5289124059	26.6666666667	12	2015	x	n							
27-Belchow	6	6	leptinotarsa	decemlineata	coleoptera	Belchow	52.0166666667	20.5666666667	85.8487344539	26.6666666667	15	2015	x	n							
27-Belchow	6	6	leptinotarsa	decemlineata	coleoptera	Belchow	52.0166666667	20.5666666667	28.2013640005	26.6666666667	18	2015	x	n							
27-Belchow	6	6	leptinotarsa	decemlineata	coleoptera	Belchow	52.0166666667	20.5666666667	34.6061664055	26.6666666667	21	2015	x	n							
27-Belchow	6	6	leptinotarsa	decemlineata	coleoptera	Belchow	52.0166666667	20.5666666667	39.2138965926	26.6666666667	24	2015	x	n							
27-petroskoi_F	6	6	leptinotarsa	decemlineata	coleoptera	petroskoi_F	59.9833333333	30.5	83.4963602187	39	9	2015	x	n							
27-petroskoi_F	6	6	leptinotarsa	decemlineata	coleoptera	petroskoi_F	59.9833333333	30.5	90.0648809771	39	12	2015	x	n							
27-petroskoi_F	6	6	leptinotarsa	decemlineata	coleoptera	petroskoi_F	59.9833333333	30.5	54.9662829551	39	15	2015	x	n							
27-petroskoi_F	6	6	leptinotarsa	decemlineata	coleoptera	petroskoi_F	59.9833333333	30.5	13.6588339296	39	18	2015	x	n							
27-petroskoi_F	6	6	leptinotarsa	decemlineata	coleoptera	petroskoi_F	59.9833333333	30.5	31.991778977	39	21	2015	x	n							
27-petroskoi_F	6	6	leptinotarsa	decemlineata	coleoptera	petroskoi_F	59.9833333333	30.5	32.0240120252	39	24	2015	x	n							
29- T	8	7	drosophila	littoralis	diptera	T	46.10596	8.9385	14.925657915	128	9	1977	n	n							
29- T	8	7	drosophila	littoralis	diptera	T	46.10596	8.9385	4.1794164982	128	12	1977	n	n							
29- T	8	7	drosophila	littoralis	diptera	T	46.10596	8.9385	2.8003014925	128	15	1977	n	n							
29- T	8	7	drosophila	littoralis	diptera	T	46.10596	8.9385	2.0260677268	128	16.5	1977	n	n							
29- T	8	7	drosophila	littoralis	diptera	T	46.10596	8.9385	1.5855615417	128	18	1977	n	n							
29- T	8	7	drosophila	littoralis	diptera	T	46.10596	8.9385	1.0005901858	128	20	1977	n	n							
29- T	8	7	drosophila	littoralis	diptera	T	46.10596	8.9385	0.6695883631	128	14	1977	n	n							
29-C	8	7	drosophila	littoralis	diptera	C	42.35	44.691667	59.6948099199	128	12	1977	x	n							
29-C	8	7	drosophila	littoralis	diptera	C	42.35	44.691667	1.0648232642	128	13.5	1977	x	n							
29-C	8	7	drosophila	littoralis	diptera	C	42.35	44.691667	0.2934337676	128	15	1977	x	n							
29-C	8	7	drosophila	littoralis	diptera	C	42.35	44.691667	0.0201469065	128	16.5	1977	x	n							
29-C	8	7	drosophila	littoralis	diptera	C	42.35	44.691667	0.24780695	128	18	1977	x	n							
29-C	8	7	drosophila	littoralis	diptera	C	42.35	44.691667	0.0001185112	128	20	1977	x	n							
29-C	8	7	drosophila	littoralis	diptera	C	42.35	44.691667	0.3351497152	128	24	1977	x	n							
29-Z	8	11	drosophila	littoralis	diptera	Z	47.37174	8.54226	99.4134879984	128	6	1977	x	x							
29-Z	8	11	drosophila	littoralis	diptera	Z	47.37174	8.54226	99.3707054499	128	9	1977	x	x							
