"popid"	"lower_b"	"med_b"	"upper_b"	"order"	"lower_w"	"med_w"	"upper_w"	"order.x"	"order.y"	"lower_e"	"med_e"	"upper_e"	"ID"	"PY"	"pops_left_drc"	"region"	"genus"	"spec"	"nmethod"	"degN"	"degE"	"n_pp"
"73"	"kato.Ishigaki.Atrophaneura.alcinous"	0.155635202957708	0.213470391385654	0.242012429301529	"Lepidoptera"	0.00822002832864155	0.0359140625604633	0.0858855286073541	"Lepidoptera"	"Lepidoptera"	12.0708427329535	12.4885231833448	12.9186254278839	"kato"	2005	"6"	"Japan"	"Atrophaneura"	"alcinous"	"global average"	24.340556	124.155556	5
"74"	"kato.Kashihara.Atrophaneura.alcinous"	0.192587447734954	0.22665189554679	0.24397961700321	"Lepidoptera"	0.00625411593770506	0.0233512733920146	0.0559359711016689	"Lepidoptera"	"Lepidoptera"	14.0851272125032	14.5010265802446	14.9169703062375	"kato"	2005	"6"	"Japan"	"Atrophaneura"	"alcinous"	"global average"	34.509444	135.7925	5
"75"	"kato.Kiire.Atrophaneura.alcinous"	0.00352239247760881	0.0118059801596998	0.02664333237012	"Lepidoptera"	0.068804059205052	0.0985007372437015	0.13119808362267	"Lepidoptera"	"Lepidoptera"	13.05188540901	13.5245624271469	13.9828042984262	"kato"	2005	"6"	"Japan"	"Atrophaneura"	"alcinous"	"global average"	31.374278	130.542917	5
"76"	"kato.Yamagata.Atrophaneura.alcinous"	0.175459286692171	0.226508671858498	0.245430900058582	"Lepidoptera"	0.00480937261598802	0.0235575760504496	0.0712282891966071	"Lepidoptera"	"Lepidoptera"	14.9807322214784	15.0201606974003	15.1680512266057	"kato"	2005	"6"	"Japan"	"Atrophaneura"	"alcinous"	"global average"	38.255556	140.339722	5
"77"	"kato.Yokosuka.Atrophaneura.alcinous"	0.188505581605583	0.223063758484246	0.241642129647257	"Lepidoptera"	0.00858579911778099	0.0269325600237544	0.0605434129363176	"Lepidoptera"	"Lepidoptera"	14.0675642825537	14.4701453972796	14.914109241474	"kato"	2005	"6"	"Japan"	"Atrophaneura"	"alcinous"	"global average"	35.281389	139.671944	5
"78"	"kimura.IW.Drosophila.auraria"	0.119014245467941	0.148130496052418	0.175376910647647	"Diptera"	0.071236504053905	0.094059397706725	0.116669501447361	"Diptera"	"Diptera"	11.8546930440348	11.9808009367114	12.0129811390471	"kimura"	1984	"7;0;4;4"	"japan"	"Drosophila"	"auraria"	"accurate"	38.11	140.87	7
"79"	"kimura.IW.Drosophila.subauraria"	0.109815862834711	0.159430011778626	0.214898855883769	"Diptera"	0.0352289257515873	0.0850250976798917	0.136018002784381	"Diptera"	"Diptera"	13.1474340731313	13.5088411819395	13.6324102599892	"kimura"	1984	"7;0;4;4"	"japan"	"Drosophila"	"subauraria"	"accurate"	38.11	140.87	6
"80"	"kimura.IW.Drosophila.triauraria"	0.0970651016952562	0.126245265615256	0.152022315470042	"Diptera"	0.0883560246793861	0.107724638698384	0.130366276736901	"Diptera"	"Diptera"	12.5072031195528	12.5360334794047	12.6604690757904	"kimura"	1984	"7;0;4;4"	"japan"	"Drosophila"	"triauraria"	"accurate"	38.11	140.87	5
"81"	"kimura.KG.Drosophila.triauraria"	0.164372495416628	0.207810309579648	0.230631748745209	"Diptera"	0.0195963165149524	0.0420514252524624	0.0832547252797354	"Diptera"	"Diptera"	11.8055952617633	11.9528888399376	12.0859288161434	"kimura"	1984	"7;0;4;4"	"japan"	"Drosophila"	"triauraria"	"accurate"	31.58	130.54	5
"82"	"kimura.KO.Drosophila.auraria"	0.0616596981104314	0.0920417809012065	0.149460469528675	"Diptera"	0.0932070737918502	0.126602472100767	0.148867199081435	"Diptera"	"Diptera"	12.5202680427311	12.761497464334	13.0602865602392	"kimura"	1984	"7;0;4;4"	"japan"	"Drosophila"	"auraria"	"accurate"	44.76	142.26	6
"83"	"kimura.KO.Drosophila.subauraria"	0.100715980865507	0.120366168934229	0.139751437876468	"Diptera"	0.101991395880229	0.118319356524942	0.135372113748004	"Diptera"	"Diptera"	13.013906566407	13.0415328902607	13.1254619990325	"kimura"	1984	"7;0;4;4"	"japan"	"Drosophila"	"subauraria"	"accurate"	44.76	142.26	7
"84"	"kimura.KT.Drosophila.subauraria"	0.226259574214686	0.242248644044785	0.248229172205056	"Diptera"	0.00201905485323556	0.00797675821447296	0.0238086456799904	"Diptera"	"Diptera"	13.0207451203845	13.0531587764715	13.1493711530863	"kimura"	1984	"7;0;4;4"	"japan"	"Drosophila"	"subauraria"	"accurate"	39.3	141.11	5
"85"	"kimura.MY.Drosophila.auraria"	0.0314138468360174	0.0548931286593446	0.0876728935274358	"Diptera"	0.125715436262315	0.165683366427453	0.191855968031533	"Diptera"	"Diptera"	11.4719250952933	11.7743772533151	11.9782967262111	"kimura"	1984	"7;0;4;4"	"japan"	"Drosophila"	"auraria"	"accurate"	31.92	131.44	4
"86"	"kimura.OI.Drosophila.auraria"	0.0392344722853037	0.103113118668489	0.180124800499493	"Diptera"	0.0656084153463797	0.118586923455664	0.13772997201257	"Diptera"	"Diptera"	10.1442433449548	11.3274691195895	11.4837202819995	"kimura"	1984	"7;0;4;4"	"japan"	"Drosophila"	"auraria"	"accurate"	33.25	131.65	4
"87"	"kimura.OI.Drosophila.triauraria"	0.0865937524031867	0.167029624639161	0.220727646891544	"Diptera"	0.0293858011433809	0.0820652709812582	0.162248621115728	"Diptera"	"Diptera"	12.2001534776641	12.3745151899925	12.5089323461717	"kimura"	1984	"7;0;4;4"	"japan"	"Drosophila"	"triauraria"	"accurate"	33.25	131.65	6
"88"	"kimura.ON.Drosophila.auraria"	0.13788960872953	0.174469487298671	0.196409213338009	"Diptera"	0.0513886976366386	0.0716302418824966	0.110963775645859	"Diptera"	"Diptera"	13.1208566325516	13.4357371690838	13.4852242089851	"kimura"	1984	"7;0;4;4"	"japan"	"Drosophila"	"auraria"	"accurate"	41.97	140.67	6
"89"	"kimura.ON.Drosophila.subauraria"	0.16800784524033	0.213242452825554	0.234503722882779	"Diptera"	0.0156825869894119	0.0368002780606277	0.0783596475813844	"Diptera"	"Diptera"	14.0034462258664	14.0237168508315	14.1204083993581	"kimura"	1984	"7;0;4;4"	"japan"	"Drosophila"	"subauraria"	"accurate"	41.97	140.67	7
"90"	"kimura.ON.Drosophila.triauraria"	0.17764700406947	0.215902294752427	0.23221272029146	"Diptera"	0.0180154743826747	0.0341476066816855	0.0710935152047916	"Diptera"	"Diptera"	13.1582992746985	13.2672671606271	13.3722371884894	"kimura"	1984	"7;0;4;4"	"japan"	"Drosophila"	"triauraria"	"accurate"	41.97	140.67	5
"91"	"kimura.TS.Drosophila.auraria"	0.11842325489284	0.168666236004591	0.208645168014454	"Diptera"	0.0412871836980516	0.0790765675505689	0.125104458365629	"Diptera"	"Diptera"	11.6980189225827	11.9171078845515	12.1306173649705	"kimura"	1984	"7;0;4;4"	"japan"	"Drosophila"	"auraria"	"accurate"	36.32	139	7
"92"	"kimura_1988. KS.Drosophila.auraria"	0.0952937588729303	0.127788317622849	0.162357782990734	"Diptera"	0.0817587809712912	0.107524098516746	0.132970612106662	"Diptera"	"Diptera"	11.494737230728	11.9353707219082	11.9950286470156	"kimura_1988"	1988	"4"	"japan"	"Drosophila"	"auraria"	"global average"	31.596536	130.55711	5
"93"	"kimura_1988. NR.Drosophila.auraria"	0.0445326231321523	0.0690903697476107	0.105568408067239	"Diptera"	0.117354407783163	0.128780260454375	0.141214274710035	"Diptera"	"Diptera"	11.0156958239707	11.4181666577298	11.9399050044143	"kimura_1988"	1988	"4"	"japan"	"Drosophila"	"auraria"	"global average"	32.83975	129.060778	5
"94"	"kimura_1988. SD.Drosophila.auraria"	0.0581029890337828	0.0851659691064701	0.121089771002354	"Diptera"	0.112238691966033	0.132042553175846	0.14994237320214	"Diptera"	"Diptera"	11.0364573671851	11.5169550514151	11.959327950795	"kimura_1988"	1988	"4"	"japan"	"Drosophila"	"auraria"	"global average"	38.26833	140.86944	5
"95"	"kimura_1988. ST.Drosophila.auraria"	0.0935290211063028	0.128163497741432	0.179599785637952	"Diptera"	0.0664318966291439	0.105086832859844	0.1260428100771	"Diptera"	"Diptera"	11.0154667498629	11.3058563324816	11.9254946381682	"kimura_1988"	1988	"4"	"japan"	"Drosophila"	"auraria"	"global average"	31.851944	129.8825	5
"96"	"kimura_1993.Awashima.Drosophila.biauraria"	0.204551155338127	0.225643688572911	0.237653599337874	"Diptera"	0.012575198115043	0.0244914446409152	0.0449794820798551	"Diptera"	"Diptera"	11.8922164522907	11.9873645874319	12.0174818927414	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"biauraria"	"accurate"	38.46	139.25	4
"97"	"kimura_1993.Baoding.Drosophila.triauraria"	0.0395068452012862	0.0782848025720268	0.15501803294044	"Diptera"	0.0935817259300907	0.166990376890699	0.203807178255007	"Diptera"	"Diptera"	10.7364131559844	11.3811280970435	11.9809362417432	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"triauraria"	"accurate"	38.851111	115.490278	4
"98"	"kimura_1993.Beijing.Drosophila.triauraria"	0.142798674790488	0.185324964200024	0.221826002067108	"Diptera"	0.0283077607575591	0.0630099254894068	0.100625861276275	"Diptera"	"Diptera"	11.3877855992588	11.7164003397724	12.0003865878774	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"triauraria"	"accurate"	39.933333	116.383333	4
"99"	"kimura_1993.Futatsui.Drosophila.auraria"	0.173963265415884	0.204527595051839	0.225585273318949	"Diptera"	0.0245855791899865	0.0453997436597997	0.0745348282217529	"Diptera"	"Diptera"	12.0010496058125	12.0334547396929	12.2019672816027	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"auraria"	"accurate"	40.2	140.22	4
"100"	"kimura_1993.Futatsui.Drosophila.biauraria"	0.209442082050507	0.225946876604765	0.233924991665036	"Diptera"	0.0163089074737122	0.0242358915607993	0.0405479268999745	"Diptera"	"Diptera"	13.1746651686548	13.2963518660313	13.4254588687304	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"biauraria"	"accurate"	40.2	140.22	5
"101"	"kimura_1993.Haboro.Drosophila.auraria"	0.18360414125137	0.21076998908777	0.226387765203801	"Diptera"	0.0238224599876736	0.0392078637976855	0.0657799566266118	"Diptera"	"Diptera"	13.0397861689112	13.1447910997007	13.2509126040794	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"auraria"	"accurate"	44.36	141.7	5
"102"	"kimura_1993.Heze.Drosophila.triauraria"	0.140451860299363	0.175632717655071	0.203154918234603	"Diptera"	0.0457188482279167	0.0708248956635285	0.105999776737081	"Diptera"	"Diptera"	11.7681187384187	11.9961109659458	12.0789963555738	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"triauraria"	"accurate"	35.2	115.63	4
"103"	"kimura_1993.Imabetsu.Drosophila.auraria"	0.180882156248232	0.21268618010728	0.231314995021061	"Diptera"	0.0189125199478323	0.0372055210765386	0.0671764653176391	"Diptera"	"Diptera"	12.3652509932231	12.4749969460927	12.6059586282567	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"auraria"	"accurate"	41.15	140.45	4
"104"	"kimura_1993.Imabetsu.Drosophila.subauraria"	0.207204047771774	0.225371105780577	0.232825353619687	"Diptera"	0.0174056975335704	0.0248216631450373	0.042701470033387	"Diptera"	"Diptera"	12.6279973341328	12.7571010692281	12.8956320370302	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"subauraria"	"accurate"	41.15	140.45	5
"105"	"kimura_1993.Iwanuma.Drosophila.triauraria"	0.109378478597856	0.155162159062693	0.211270446515936	"Diptera"	0.0386104169056791	0.090703763334375	0.133558492565349	"Diptera"	"Diptera"	12.0441852191202	12.5302231841773	12.9701617362329	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"triauraria"	"accurate"	38.11	140.87	4
"106"	"kimura_1993.Kagoshima.Drosophila.triauraria"	0.12716974919955	0.163512720928765	0.208841900124742	"Diptera"	0.0410181227215167	0.081724438915237	0.113775282417394	"Diptera"	"Diptera"	11.6287887205104	11.9793178280409	12.1121300437068	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"triauraria"	"accurate"	31.58	130.54	5
"107"	"kimura_1993.Kikonai.Drosophila.auraria"	0.167880180075169	0.203489617193499	0.22702968746172	"Diptera"	0.0231822796058628	0.0462423999222151	0.0809339563130971	"Diptera"	"Diptera"	12.3066333337762	12.4308751932814	12.5553407331467	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"auraria"	"accurate"	41.66	140.43	4
"108"	"kimura_1993.Kikonai.Drosophila.biauraria"	0.205750889123107	0.228395187183432	0.237317483989556	"Diptera"	0.012919485254148	0.0217946270083721	0.0439212784292828	"Diptera"	"Diptera"	13.0981134986425	13.4075600309836	13.5359553452774	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"biauraria"	"accurate"	41.66	140.43	5
"109"	"kimura_1993.Kikonai.Drosophila.subauraria"	0.133169726330755	0.180410352108092	0.216766987726062	"Diptera"	0.0332518490511011	0.0683929366029664	0.113838221415428	"Diptera"	"Diptera"	13.0100349648697	13.0914925469839	13.5371275116609	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"subauraria"	"accurate"	41.66	140.43	5
"110"	"kimura_1993.Kikonai.Drosophila.triauraria"	0.176696556542776	0.208414479438454	0.231943434707415	"Diptera"	0.0182880115334428	0.040817358840619	0.0693597499936226	"Diptera"	"Diptera"	12.7243235331802	12.9300399915887	12.9983121424062	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"triauraria"	"accurate"	41.66	140.43	5
"111"	"kimura_1993.Murakami.Drosophila.biauraria"	0.200041745975511	0.220368974082732	0.231748332176384	"Diptera"	0.0184743532790308	0.0297147022559259	0.0494777421217661	"Diptera"	"Diptera"	12.9205583247318	13.0126186509887	13.1129628620892	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"biauraria"	"accurate"	38.12	139.48	5
"112"	"kimura_1993.Oita.Drosophila.triauraria"	0.211362928563726	0.23063121612329	0.242200978840319	"Diptera"	0.00801905583690707	0.0194775262690518	0.0382574750022371	"Diptera"	"Diptera"	11.9759774971774	12.0025143258859	12.0437565155331	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"triauraria"	"accurate"	33.25	131.65	5
"113"	"kimura_1993.Okushiri.Drosophila.auraria"	0.191633705904883	0.211427491067018	0.226764696560997	"Diptera"	0.0232148176307323	0.0378640768936543	0.0568094212240377	"Diptera"	"Diptera"	12.7261249893326	12.9484912740604	12.9910890351774	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"auraria"	"accurate"	42.07	139.45	4
"114"	"kimura_1993.Okushiri.Drosophila.biauraria"	0.211003269987739	0.22663175092049	0.234323619032655	"Diptera"	0.0159053733232645	0.0235580067018097	0.0390766220665009	"Diptera"	"Diptera"	13.4103148364371	13.551468492176	13.6897364855794	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"biauraria"	"accurate"	42.07	139.45	5
"115"	"kimura_1993.Okushiri.Drosophila.subauraria"	0.172509394891223	0.212106135695671	0.229783016413852	"Diptera"	0.0204175662325886	0.0379250699163931	0.0754539232315702	"Diptera"	"Diptera"	13.143731427588	13.5702953468739	13.9623603145913	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"subauraria"	"accurate"	42.07	139.45	5
"116"	"kimura_1993.Okushiri.Drosophila.triauraria"	0.188433076236762	0.211660969304807	0.227202218646894	"Diptera"	0.0228859513086349	0.0378630933905394	0.061122658578205	"Diptera"	"Diptera"	13.4949720949748	13.7047026372712	13.9792372530875	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"triauraria"	"accurate"	42.07	139.45	5
"117"	"kimura_1993.Oma.Drosophila.biauraria"	0.215795112138265	0.228997989321855	0.235608378687282	"Diptera"	0.0146265209457924	0.0212109134088479	0.0342715027096996	"Diptera"	"Diptera"	13.2319746297501	13.3282847542912	13.4239723462526	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"biauraria"	"accurate"	41.54	140.92	5
"118"	"kimura_1993.Onuma.Drosophila.triauraria"	0.195954948525324	0.233512836904922	0.246714249843066	"Diptera"	0.00352746858531682	0.0166128208407018	0.0529712512921894	"Diptera"	"Diptera"	13.0117935110307	13.0569933029307	13.2737762247332	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"triauraria"	"accurate"	41.97	140.67	4
"119"	"kimura_1993.Rishiri.Drosophila.subauraria"	0.154536718090383	0.191455429731237	0.220392301236149	"Diptera"	0.029360368499374	0.0561905559984989	0.0868700896909069	"Diptera"	"Diptera"	14.0150430316024	14.0940663721196	14.4791038645698	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"subauraria"	"accurate"	45.25	141.21	6
"120"	"kimura_1993.Sado.Drosophila.biauraria"	0.177321489007322	0.201641216541156	0.224340632019981	"Diptera"	0.0258213357278475	0.0483791719292091	0.0722641658179462	"Diptera"	"Diptera"	12.7839694811286	12.9888060821364	13.0032701740911	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"biauraria"	"accurate"	38.02	138.37	5
"121"	"kimura_1993.Sakata.Drosophila.biauraria"	0.166273591102685	0.18830237134422	0.207356088626227	"Diptera"	0.0422730557924275	0.0598624587705995	0.0799117558588311	"Diptera"	"Diptera"	12.8345484011957	12.9575319771266	13.0650488464129	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"biauraria"	"accurate"	38.92	139.84	5
"122"	"kimura_1993.Sapporo.Drosophila.auraria"	0.164810842863865	0.188744206967731	0.222892569429662	"Diptera"	0.0272789145468475	0.059320837852373	0.0806935365115274	"Diptera"	"Diptera"	12.8801753124703	13.0036600254855	13.0702710839134	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"auraria"	"accurate"	43.07	141.35	5
"123"	"kimura_1993.Sapporo.Drosophila.biauraria"	0.213948455243713	0.229073290694012	0.235672097141341	"Diptera"	0.0145594575408652	0.0211333176258006	0.0360931432739153	"Diptera"	"Diptera"	13.720570453273	13.8314281355163	13.9512003032269	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"biauraria"	"accurate"	43.07	141.35	5
"124"	"kimura_1993.Sapporo.Drosophila.subauraria"	0.197058685363297	0.219764653511578	0.230972945011234	"Diptera"	0.019246132093411	0.0302627168664968	0.0509156490000183	"Diptera"	"Diptera"	13.6465232359724	13.8130951174055	14.0122389520564	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"subauraria"	"accurate"	43.07	141.35	6
"125"	"kimura_1993.Sarobetsu.Drosophila.subauraria"	0.205603302793113	0.218944445319102	0.229572202002332	"Diptera"	0.0206371114249407	0.0312366700401202	0.0444993663763717	"Diptera"	"Diptera"	14.0194029066092	14.1091741930756	14.3509923898089	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"subauraria"	"accurate"	45.08	141.69	6
"126"	"kimura_1993.Setana.Drosophila.biauraria"	0.179495901223678	0.212889766695046	0.23410488308888	"Diptera"	0.0160518465620987	0.0367504836755543	0.0687009012547407	"Diptera"	"Diptera"	13.505887588081	13.925449005262	13.9895904189726	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"biauraria"	"accurate"	42.45	139.85	5
"127"	"kimura_1993.Setana.Drosophila.subauraria"	0.200939739305247	0.221135041051675	0.230202949224444	"Diptera"	0.020025843057467	0.0290433800692611	0.0486277291134702	"Diptera"	"Diptera"	12.5685843107484	12.7034305954817	12.8342592204291	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"subauraria"	"accurate"	42.45	139.85	5
"128"	"kimura_1993.Shanghai.Drosophila.triauraria"	0.160490087478331	0.19076680206955	0.216263399233516	"Diptera"	0.0334516862364003	0.05704932527513	0.0848074838159662	"Diptera"	"Diptera"	11.563094015069	11.924688960409	11.994116152504	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"triauraria"	"accurate"	31.233333	121.466667	4
"129"	"kimura_1993.Tobishima.Drosophila.biauraria"	0.191941832144902	0.216188568619977	0.231467857829084	"Diptera"	0.0185994072639519	0.0335036290996969	0.0574468771606708	"Diptera"	"Diptera"	13.9993871460102	14.0263765124066	14.160641201443	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"biauraria"	"accurate"	39.11	139.33	5
"130"	"kimura_1993.Wakkanai.Drosophila.auraria"	0.193413100068876	0.215248710915542	0.230756520735291	"Diptera"	0.0194673759114771	0.0348410190147414	0.0565894318117255	"Diptera"	"Diptera"	12.9491100810492	13.0164830810815	13.1278216009341	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"auraria"	"accurate"	45.4	141.69	5
"131"	"kimura_1993.Yagishiri.Drosophila.auraria"	0.196094009419053	0.219812750722092	0.231869769473224	"Diptera"	0.0183585038881262	0.030327164766023	0.0537033148446332	"Diptera"	"Diptera"	12.8163170598141	12.9199586479589	13.0172202761227	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"auraria"	"accurate"	44.44	141.43	5
"132"	"kimura_1993.Yagishiri.Drosophila.subauraria"	0.227174454014522	0.237453508801988	0.244745245575439	"Diptera"	0.00549593744199191	0.0127648305306606	0.0229993663385826	"Diptera"	"Diptera"	13.9059029149293	13.9976444318782	14.0399099458707	"kimura_1993"	1993	"8;11;10;8"	"japan"	"Drosophila"	"subauraria"	"accurate"	44.44	141.43	6
"133"	"kimura_1994. CH.Drosophila.takahashii"	0.101511611603646	0.139895740403442	0.174965748484725	"Diptera"	0.0728780994463564	0.105251229313861	0.140838123320652	"Diptera"	"Diptera"	11.0582421650728	11.4875073442137	11.9247959827869	"kimura_1994"	1994	"5"	"Japan"	"Drosophila"	"takahashii"	"global average"	35.607325	140.106386	4
"134"	"kimura_1994. FT.Drosophila.takahashii"	0.140787209130383	0.177703600203857	0.207916425805318	"Diptera"	0.0419117972413145	0.0711267500846576	0.106191311457338	"Diptera"	"Diptera"	11.0792846628906	11.501933176916	11.9206994194484	"kimura_1994"	1994	"5"	"Japan"	"Drosophila"	"takahashii"	"global average"	33.495079	130.51863	4
"135"	"kimura_1994. KG.Drosophila.takahashii"	0.0258514625946238	0.055295570917963	0.10817525652726	"Diptera"	0.133017129798411	0.17991899884131	0.210825544400989	"Diptera"	"Diptera"	11.0075601170805	11.4754744556795	11.9754498080388	"kimura_1994"	1994	"5"	"Japan"	"Drosophila"	"takahashii"	"global average"	31.596536	130.557117	4
"136"	"kimura_1994. KS.Drosophila.takahashii"	0.0727984471009627	0.112454322954964	0.159244155861044	"Diptera"	0.0907102554239352	0.13576681941348	0.174105707633228	"Diptera"	"Diptera"	11.0201705228236	11.3749117588424	11.9215930234608	"kimura_1994"	1994	"5"	"Japan"	"Drosophila"	"takahashii"	"global average"	31.766667	129.8	4
"137"	"kimura_1994. SN.Drosophila.takahashii"	0.119382957158377	0.159759624893639	0.195685971138711	"Diptera"	0.0540404826424375	0.089815475177364	0.12959894936845	"Diptera"	"Diptera"	11.0579170021279	11.5188672348857	11.9538852661933	"kimura_1994"	1994	"5"	"Japan"	"Drosophila"	"takahashii"	"global average"	38.268333	140.869444	4
"138"	"koveos.Aile-froide.Tetranychus.urticae"	0.21212144545393	0.220098619973773	0.227043573422254	"Trombidiformes"	0.0230105694502059	0.0296861881392113	0.0372426497545649	"Trombidiformes"	"Trombidiformes"	14.7146455815424	14.7610253605111	14.8084958565111	"koveos"	1993	"8"	"Europe"	"Tetranychus"	"urticae"	"global average"	44.885	6.356111	8
"139"	"koveos.leningrad.Tetranychus.urticae"	0.19849535089568	0.210042877038129	0.219370711206203	"Trombidiformes"	0.0306889443831701	0.0397028679933459	0.0505539053728113	"Trombidiformes"	"Trombidiformes"	16.2820840507502	16.3037305348155	16.3250631331063	"koveos"	1993	"8"	"Europe"	"Tetranychus"	"urticae"	"global average"	59.933333	30.266667	15
"140"	"koveos.padua.Tetranychus.urticae"	0.212003076188699	0.219718634278777	0.226507217653733	"Trombidiformes"	0.0233164692870919	0.029775480749226	0.0370847272547176	"Trombidiformes"	"Trombidiformes"	12.5067474868505	12.5416541334423	12.6143684731903	"koveos"	1993	"8"	"Europe"	"Tetranychus"	"urticae"	"global average"	45.408056	11.872222	7
"141"	"koveos.Susch.Tetranychus.urticae"	0.210711156054016	0.221470285772587	0.22954505907973	"Trombidiformes"	0.0206735742904137	0.0287309168925812	0.0393785262964719	"Trombidiformes"	"Trombidiformes"	15.4666060947421	15.5020185522888	15.5367232683995	"koveos"	1993	"8"	"Europe"	"Tetranychus"	"urticae"	"global average"	46.749995	10.066666	7
"142"	"koveos.Thessaloniki1.Tetranychus.urticae"	0.186346169252468	0.19731981468269	0.207111905252528	"Trombidiformes"	0.0430273427010655	0.0528288405737205	0.0637578897852727	"Trombidiformes"	"Trombidiformes"	10.840243778277	10.9450521946383	10.9865285978874	"koveos"	1993	"8"	"Europe"	"Tetranychus"	"urticae"	"global average"	40.647222	22.963889	7
"143"	"koveos.Thessaloniki2.Tetranychus.urticae"	0.113741000746171	0.124027042573862	0.134596897140308	"Trombidiformes"	0.1076583083959	0.116268950762429	0.124540276330006	"Trombidiformes"	"Trombidiformes"	10.9843423851537	11.0125996914329	11.0674088672395	"koveos"	1993	"8"	"Europe"	"Tetranychus"	"urticae"	"global average"	40.647222	22.963889	12
"144"	"koveos.Voorne.Tetranychus.urticae"	0.210725743071232	0.218593619850705	0.225312150216786	"Trombidiformes"	0.0246497316306983	0.0312202046790372	0.0389608051635007	"Trombidiformes"	"Trombidiformes"	13.9916385196376	14.0160229154489	14.0412261982292	"koveos"	1993	"8"	"Europe"	"Tetranychus"	"urticae"	"global average"	51.816667	4.183333	10
"145"	"koveos.warsaw.Tetranychus.urticae"	0.176696267322078	0.193002533160854	0.207659802073654	"Trombidiformes"	0.0418886639960964	0.0566966070848503	0.0732779645612964	"Trombidiformes"	"Trombidiformes"	13.7220846367542	13.7726783338864	13.8235802830651	"koveos"	1993	"8"	"Europe"	"Tetranychus"	"urticae"	"global average"	52.216667	21.033333	7
"146"	"kurahashi. Hachijo.Boettcherisca.peregrina"	0.211711077547904	0.223548297018928	0.23333936957448	"Diptera"	0.0166948105964512	0.0262063749951896	0.0374516871115444	"Diptera"	"Diptera"	12.78166352972	12.9541725662246	12.990313060693	"kurahashi"	1989	"6"	"japan"	"Boettcherisca"	"peregrina"	"global average"	33.109444	139.791389	8
"147"	"kurahashi. Iriomote.Boettcherisca.peregrina"	2.01831405319982e-09	2.33640735844874e-06	0.000192941733035053	"Diptera"	0.00038300223183387	0.00292642927360068	0.0149549844779605	"Diptera"	"Diptera"	9.08900839195741	12.6373422867837	15.9037046497107	"kurahashi"	1989	"6"	"japan"	"Boettcherisca"	"peregrina"	"global average"	24.332222	123.787222	8
"148"	"kurahashi. Nagasaki.Boettcherisca.peregrina"	0.214076694593356	0.224327701508077	0.231428771521386	"Diptera"	0.0187713079143927	0.0257825395286323	0.0359182890492812	"Diptera"	"Diptera"	13.4709031987721	13.5936112455456	13.7156332230633	"kurahashi"	1989	"6"	"japan"	"Boettcherisca"	"peregrina"	"global average"	32.750278	129.877778	8
