"row"	"set"	"popid"	"ID"	"PY"	"region"	"pops_left"	"genus"	"spec"	"order"	"pop"	"degN"	"degE"	"nmethod"	"perc"	"n2"	"dl2"	"number"	"nslop"	"inc2"	"b"	"bse"	"c"	"cse"	"d"	"dse"	"e"	"ese"	"invvar_b"	"invvar_e"
"b:ryan-38.5-Papilio-glaucus"	"newsearch"	"ryan-38.5-Papilio-glaucus"	"ryan"	2018	"US"	3	"Papilio"	"glaucus"	"Lepidoptera"	"38.5"	38.5	-83.01	"accurate"	23	13	16	3	"x"	2	34.246131901728	19.283081857956	0.0105946254971321	0.141328164285787	1	0.00188863342366911	14.6955142886632	0.285254958677381	0.00268934866239748	12.2894824785752
"b:ryan-42.5-Papilio-glaucus"	"newsearch"	"ryan-42.5-Papilio-glaucus"	"ryan"	2018	"US"	3	"Papilio"	"glaucus"	"Lepidoptera"	"42.5"	42.4295	-85.065	"accurate"	68	25	16	3	"x"	17	27.1355359728211	4.35491801832538	0.0105946254971321	0.141328164285787	1	0.00188863342366911	16.2877393601185	0.256201831758006	0.0527278462678327	15.2347572659461
"b:shimizu-HRS-Orius-sauteri"	"newsearch"	"shimizu-HRS-Orius-sauteri"	"shimizu"	2001	"japan"	4	"Orius"	"sauteri"	"Hemiptera"	"HRS"	40.603153	140.463789	"global average"	24.356092489	75	16	3	"n"	18	25.0306009607118	9.41145049275768	0.0883219783985415	0.00900027609174639	0.919955410925622	0.0337513520562834	12.6942473708773	0.255145060589392	0.0112898163117145	15.3612186078223
"b:shimizu-OBH-Orius-sauteri"	"newsearch"	"shimizu-OBH-Orius-sauteri"	"shimizu"	2001	"japan"	4	"Orius"	"sauteri"	"Hemiptera"	"OBH"	42.923961	143.196156	"global average"	9.1340298064	75	16	2	"n"	6	37.6989477905335	5.30052280054768	0.0883219783985415	0.00900027609174639	0.670814826854637	0.0102041953690261	13.4745709104183	0.0788676168456155	0.0355928353848745	160.769093959243
"b:shimizu-TKB-Orius-sauteri"	"newsearch"	"shimizu-TKB-Orius-sauteri"	"shimizu"	2001	"japan"	4	"Orius"	"sauteri"	"Hemiptera"	"TKB"	36.080556	140.114722	"global average"	6.8075117371	75	15	2	"n"	5	32.1669738111721	6.46112340663376	0.0883219783985415	0.00900027609174639	0.529353379415855	0.104774404586277	11.3285188030637	0.235390829087444	0.0239543244637938	18.0476609211129
"b:shintani-Hatsukari2-Psacothea-hilaris"	"newsearch"	"shintani-Hatsukari2-Psacothea-hilaris"	"shintani"	1999	"japan"	4	"Psacothea"	"hilaris"	"Coleoptera"	"Hatsukari2"	35.610556	138.94	"global average"	0	25	15	3	"n"	0	19.9657446072269	3.0566587988555	NA	NA	NA	NA	12.3019538486324	0.156272431484948	0.107030135153288	40.9482419736801
"b:shintani-Hatsukari-Psacothea-hilaris"	"newsearch"	"shintani-Hatsukari-Psacothea-hilaris"	"shintani"	1999	"japan"	4	"Psacothea"	"hilaris"	"Coleoptera"	"Hatsukari"	35.610556	138.94	"global average"	1.3888888889	25	15	2	"n"	0	25.3834083876265	3.68958880637688	NA	NA	NA	NA	11.8435722541102	0.0459915446109571	0.073458839640643	472.763576085468
"b:shintani-Sagamihara-Psacothea-hilaris"	"newsearch"	"shintani-Sagamihara-Psacothea-hilaris"	"shintani"	1999	"japan"	4	"Psacothea"	"hilaris"	"Coleoptera"	"Sagamihara"	35.571389	139.373333	"global average"	0	25	15	2	"n"	0	29.7134294674477	7.44729814081127	NA	NA	NA	NA	12.868906252417	0.21694022580584	0.0180302819890252	21.2480864309157
"b:shintani-Yokokawa-Psacothea-hilaris"	"newsearch"	"shintani-Yokokawa-Psacothea-hilaris"	"shintani"	1999	"japan"	4	"Psacothea"	"hilaris"	"Coleoptera"	"Yokokawa"	36.324	138.7236	"global average"	1.3698630137	25	15	3	"n"	0	23.9135761395043	1.24684555930746	NA	NA	NA	NA	12.1276724581051	0.00844026241276207	0.303429886547167	3514.63457191149
"b:shroyer-BURDETTE-Aedes-triseratius"	"newsearch"	"shroyer-BURDETTE-Aedes-triseratius"	"shroyer"	1983	"US"	4	"Aedes"	"triseratius"	"Diptera"	"BURDETTE"	41.613333	-86.2475	"global average"	2.3255813953	90	24	2	"n"	2	70.2176045483676	0.908820311974391	0.00438327412644406	0.00362266871708441	0.988665255902835	0.000418446062697839	14.3937553363264	0.00606476899448592	0.303429886547167	3514.63457191149
"b:shroyer-KRAMERI-Aedes-triseratius"	"newsearch"	"shroyer-KRAMERI-Aedes-triseratius"	"shroyer"	1983	"US"	4	"Aedes"	"triseratius"	"Diptera"	"KRAMERI"	41.613333	-86.2475	"global average"	13.6146214716	90	24	2	"n"	12	61.6109737998061	7.67832881341119	0.11455424685416	0.0169978364945092	0.988665255902835	0.000418446062697839	14.2194538069114	0.0190465422848501	0.0169615910328251	2756.56164830109
"b:shroyer-ORONOIII-Aedes-triseratius"	"newsearch"	"shroyer-ORONOIII-Aedes-triseratius"	"shroyer"	1983	"US"	4	"Aedes"	"triseratius"	"Diptera"	"ORONOIII"	44.883	-68.672	"global average"	15.9619700012	90	24	2	"n"	14	84.7735432805482	25.2828948592027	0.124867863688654	0.0343559038098398	0.988665255902835	0.000418446062697839	15.3452682088654	0.113035747849539	0.00156439494068611	78.2651417345785
"b:suwa-10-Tetranychus-pueraricola"	"newsearch"	"suwa-10-Tetranychus-pueraricola"	"suwa"	2006	"japan"	13	"Tetranychus"	"pueraricola"	"Trombidiformes"	"10"	34.8333333333	138.1666666667	"global average"	0	240	13	2	"n"	0	98.259580105127	3.54024591853249	0	5.12564031114961e-05	1	3.98827838958616e-05	11.6346476175339	0.00510546556919117	0.0797871841945383	3514.63457191149
"b:suwa-16-Tetranychus-pueraricola"	"newsearch"	"suwa-16-Tetranychus-pueraricola"	"suwa"	2006	"japan"	13	"Tetranychus"	"pueraricola"	"Trombidiformes"	"16"	34.4166666667	132.7333333333	"global average"	0	240	13	2	"n"	0	111.389597996108	0.645835385501049	0	5.12564031114961e-05	1	3.98827838958616e-05	11.1981948458991	0.000922569181734399	0.303429886547167	3514.63457191149
"b:suwa-20-Tetranychus-pueraricola"	"newsearch"	"suwa-20-Tetranychus-pueraricola"	"suwa"	2006	"japan"	13	"Tetranychus"	"pueraricola"	"Trombidiformes"	"20"	33.7	133.8833333333	"global average"	0	240	13	2	"n"	0	101.980178555398	0.986206464157629	0	5.12564031114961e-05	1	3.98827838958616e-05	11.7764984285397	0.00157719841254531	0.303429886547167	3514.63457191149
"b:suwa-7-Tetranychus-pueraricola"	"newsearch"	"suwa-7-Tetranychus-pueraricola"	"suwa"	2006	"japan"	13	"Tetranychus"	"pueraricola"	"Trombidiformes"	"7"	36.5333333333	140.5666666667	"global average"	0	240	13	2	"n"	0	104.734814642147	0.937562400113365	0	5.12564031114961e-05	1	3.98827838958616e-05	11.7691060892173	0.00155874093979115	0.303429886547167	3514.63457191149
"b:tyukmaeva-Jyväskylä2-Drosophila-montana"	"newsearch"	"tyukmaeva-Jyväskylä2-Drosophila-montana"	"tyukmaeva"	2011	"Europe"	23	"Drosophila"	"montana"	"Diptera"	"Jyväskylä2"	61.2333333333	25.7333333333	"global average"	5.906044492	115	20.5	3	"x"	6	21.7657335759419	3.11731995372147	0.0283091723363145	0.0120557832319068	0.99610637084665	0.00738023901851695	17.136473007536	0.149340017231007	0.102905181059845	44.8381417694992
"b:tyukmaeva-Jyväskylä3-Drosophila-montana"	"newsearch"	"tyukmaeva-Jyväskylä3-Drosophila-montana"	"tyukmaeva"	2011	"Europe"	23	"Drosophila"	"montana"	"Diptera"	"Jyväskylä3"	61.2333333333	25.7333333333	"global average"	16.0766915243	115	20.5	4	"x"	18	12.2595922698977	1.86404857427696	0.0283091723363145	0.0120557832319068	1	0.0437085776579003	17.0148390967856	0.399940578635155	0.287796527529245	6.25185733151056
"b:tyukmaeva-Jyväskylä4-Drosophila-montana"	"newsearch"	"tyukmaeva-Jyväskylä4-Drosophila-montana"	"tyukmaeva"	2011	"Europe"	23	"Drosophila"	"montana"	"Diptera"	"Jyväskylä4"	61.2333333333	25.7333333333	"global average"	7.602026368	115	20.5	3	"x"	8	20.4000489539955	5.06136107996692	0.0283091723363145	0.0120557832319068	0.906334499430245	0.0398684504485577	16.3017558180555	0.0733092887413997	0.0390360043398006	186.072412361783
"b:tyukmaeva-Lahti2-Drosophila-montana"	"newsearch"	"tyukmaeva-Lahti2-Drosophila-montana"	"tyukmaeva"	2011	"Europe"	23	"Drosophila"	"montana"	"Diptera"	"Lahti2"	60.9833333333	25.65	"global average"	1.716738197	115	19	3	"x"	1	37.7554919536084	2.4617318692676	0.0283091723363145	0.0120557832319068	0.9721411233243	0.00668814265990457	16.2412018397072	0.033326174842803	0.16501313069419	900.386683047191
"b:tyukmaeva-Lahti4-Drosophila-montana"	"newsearch"	"tyukmaeva-Lahti4-Drosophila-montana"	"tyukmaeva"	2011	"Europe"	23	"Drosophila"	"montana"	"Diptera"	"Lahti4"	60.9833333333	25.65	"global average"	5.150214592	115	19	2	"n"	5	38.5691000062883	2.46546517662082	0.0283091723363145	0.0120557832319068	0.910331334607146	0.00436881325111428	16.5265526766746	0.0310235689482517	0.16451376990818	1039.00224251167
"b:tyukmaeva-Oulanka2-Drosophila-montana"	"newsearch"	"tyukmaeva-Oulanka2-Drosophila-montana"	"tyukmaeva"	2011	"Europe"	23	"Drosophila"	"montana"	"Diptera"	"Oulanka2"	66.3666666667	29.3333333333	"global average"	5.241935484	115	20.5	2	"n"	6	22.1242458530662	2.91645820003563	0.0283091723363145	0.0120557832319068	1	0.0373979114189435	18.0126143910373	0.182967531147926	0.117567825957454	29.8711500882088
"b:tyukmaeva-Oulanka3-Drosophila-montana"	"newsearch"	"tyukmaeva-Oulanka3-Drosophila-montana"	"tyukmaeva"	2011	"Europe"	23	"Drosophila"	"montana"	"Diptera"	"Oulanka3"	66.3666666667	29.3333333333	"global average"	14.51612903	115	20.5	3	"x"	16	18.6862023143877	0.679338442626497	0.0283091723363145	0.0120557832319068	0.994803882007407	0.00680209971081971	18.4178140366467	0.0333044979200923	0.303429886547167	901.559135146983
"b:tyukmaeva-Oulanka4-Drosophila-montana"	"newsearch"	"tyukmaeva-Oulanka4-Drosophila-montana"	"tyukmaeva"	2011	"Europe"	23	"Drosophila"	"montana"	"Diptera"	"Oulanka4"	66.3666666667	29.3333333333	"global average"	28.62903226	115	20.5	3	"x"	32	28.4410185900173	5.41445507162251	0.0283091723363145	0.0120557832319068	0.902069579707071	0.0352709621803938	19.8891978761679	0.112767150176384	0.0341106889616061	78.638421908044
"b:tyukmaeva-Paltamo2-Drosophila-montana"	"newsearch"	"tyukmaeva-Paltamo2-Drosophila-montana"	"tyukmaeva"	2011	"Europe"	23	"Drosophila"	"montana"	"Diptera"	"Paltamo2"	64.4	27.8333333333	"global average"	8.3333333333	115	20.5	2	"n"	9	19.2184147695772	2.06443544884194	0.0283091723363145	0.0120557832319068	1	0.0657258354682439	17.2433505095386	0.17963314230895	0.234637479282005	30.990391729979
"b:tyukmaeva-Paltamo3-Drosophila-montana"	"newsearch"	"tyukmaeva-Paltamo3-Drosophila-montana"	"tyukmaeva"	2011	"Europe"	23	"Drosophila"	"montana"	"Diptera"	"Paltamo3"	64.4	27.8333333333	"global average"	2.0833333333	115	20.5	3	"x"	2	22.5785420968487	2.16190668719018	0.0283091723363145	0.0120557832319068	0.965880727950318	0.0118080089042323	17.266084405472	0.0791441296989665	0.213956808076756	159.647669960447
"b:tyukmaeva-Paltamo4-Drosophila-montana"	"newsearch"	"tyukmaeva-Paltamo4-Drosophila-montana"	"tyukmaeva"	2011	"Europe"	23	"Drosophila"	"montana"	"Diptera"	"Paltamo4"	64.4	27.8333333333	"global average"	0.4166666667	115	20.5	3	"x"	0	39.4589470783363	2.74281248214471	0.0283091723363145	0.0120557832319068	0.888056837199388	0.0292336651923084	16.7596161438313	0.0659138282941161	0.132925335636425	230.169051137732
"b:tyukmaeva-Pelkosenniemi1-Drosophila-montana"	"newsearch"	"tyukmaeva-Pelkosenniemi1-Drosophila-montana"	"tyukmaeva"	2011	"Europe"	23	"Drosophila"	"montana"	"Diptera"	"Pelkosenniemi1"	67.1	27.5	"global average"	12.109823	115	20.5	3	"x"	13	20.3548275480391	0.760029265552935	0.0283091723363145	0.0120557832319068	1	0.00610463429520238	18.2682783668632	0.017654801579258	0.303429886547167	3208.29517496285
"b:tyukmaeva-Pelkosenniemi2-Drosophila-montana"	"newsearch"	"tyukmaeva-Pelkosenniemi2-Drosophila-montana"	"tyukmaeva"	2011	"Europe"	23	"Drosophila"	"montana"	"Diptera"	"Pelkosenniemi2"	67.1	27.5	"global average"	14.13411449	115	20.5	3	"x"	16	34.3205974938994	1.15294106027996	0.0283091723363145	0.0120557832319068	0.964136268381353	0.00264555878549447	19.3512800831703	0.0252187676944928	0.303429886547167	1572.3610524424
"b:tyukmaeva-Pelkosenniemi3-Drosophila-montana"	"newsearch"	"tyukmaeva-Pelkosenniemi3-Drosophila-montana"	"tyukmaeva"	2011	"Europe"	23	"Drosophila"	"montana"	"Diptera"	"Pelkosenniemi3"	67.1	27.5	"global average"	6.036948501	115	20.5	2	"n"	6	34.0990558955682	2.9290605255939	0.0283091723363145	0.0120557832319068	0.984466295539532	0.00462412012755153	18.750700608634	0.0591245314839498	0.116558327763807	286.064901307973
"b:tyukmaeva-Pelkosenniemi4-Drosophila-montana"	"newsearch"	"tyukmaeva-Pelkosenniemi4-Drosophila-montana"	"tyukmaeva"	2011	"Europe"	23	"Drosophila"	"montana"	"Diptera"	"Pelkosenniemi4"	67.1	27.5	"global average"	13.32439789	115	20.5	3	"x"	15	29.4280345520718	1.22233811309415	0.0283091723363145	0.0120557832319068	0.981041730302117	0.00204642037315248	19.0282367714009	0.0354611791879052	0.303429886547167	795.231645117053
"b:tyukmaeva-Pudasjärvi1-Drosophila-montana"	"newsearch"	"tyukmaeva-Pudasjärvi1-Drosophila-montana"	"tyukmaeva"	2011	"Europe"	23	"Drosophila"	"montana"	"Diptera"	"Pudasjärvi1"	65.35	26.9833333333	"global average"	6.7796610169	115	20.5	2	"n"	7	29.0167494412045	1.98734528590262	0.0283091723363145	0.0120557832319068	1	0.00300670154130604	18.0257458999116	0.0585241576596223	0.253193960447202	291.964236514599
"b:tyukmaeva-Pudasjärvi3-Drosophila-montana"	"newsearch"	"tyukmaeva-Pudasjärvi3-Drosophila-montana"	"tyukmaeva"	2011	"Europe"	23	"Drosophila"	"montana"	"Diptera"	"Pudasjärvi3"	65.35	26.9833333333	"global average"	11.8644067797	115	20.5	4	"x"	13	20.3363531189396	7.80122833788471	0.0283091723363145	0.0120557832319068	0.973823972292146	0.043035318663544	16.945832883467	0.0880370720009078	0.0164313792891439	129.023500340662
"b:tyukmaeva-Pudasjärvi4-Drosophila-montana"	"newsearch"	"tyukmaeva-Pudasjärvi4-Drosophila-montana"	"tyukmaeva"	2011	"Europe"	23	"Drosophila"	"montana"	"Diptera"	"Pudasjärvi4"	65.35	26.9833333333	"global average"	5.0847457627	115	20.5	2	"n"	5	26.0669206513719	4.85606021165074	0.0283091723363145	0.0120557832319068	0.998044587689799	0.00845043587803836	16.7228334294882	0.203076157024541	0.0424064457357711	24.2483463929288
"b:urbanski-AIZ-Aedes-albopictus"	"newsearch"	"urbanski-AIZ-Aedes-albopictus"	"urbanski"	2012	"usa,japan"	21	"Aedes"	"albopictus"	"Diptera"	"AIZ"	37.4666666667	139.9333333333	"global average"	2.1904494532	381	16	6	"x"	8	40.8911824605028	6.64797461233254	0.0280029311709491	0.00361266460032739	0.952405690775184	0.0147954906335365	13.6947644200207	0.11645701060541	0.0226267039979431	73.7341578632024
"b:urbanski-BER-Aedes-albopictus"	"newsearch"	"urbanski-BER-Aedes-albopictus"	"urbanski"	2012	"usa,japan"	21	"Aedes"	"albopictus"	"Diptera"	"BER"	39.7666666667	-74.9833333333	"global average"	2.6555289058	381	16	6	"x"	10	37.4441551322535	5.1674058301231	0.0280029311709491	0.00361266460032739	0.968629510554239	0.0109997799400192	13.3615111812622	0.0763943806796542	0.0374502618206236	171.347262763122
"b:urbanski-BRU-Aedes-albopictus"	"newsearch"	"urbanski-BRU-Aedes-albopictus"	"urbanski"	2012	"usa,japan"	21	"Aedes"	"albopictus"	"Diptera"	"BRU"	31.1166666667	-81.4666666667	"global average"	1.7668077042	381	16	4	"x"	6	77.0328016271474	23.512520752956	0.0280029311709491	0.00361266460032739	0.896245710876545	0.0420469135787492	12.7745149071816	0.0910524002433303	0.00180884609329159	120.619410731426
"b:urbanski-FAY-Aedes-albopictus"	"newsearch"	"urbanski-FAY-Aedes-albopictus"	"urbanski"	2012	"usa,japan"	21	"Aedes"	"albopictus"	"Diptera"	"FAY"	35.0166666667	-78.0833333333	"global average"	0.5214681089	381	16	7	"x"	1	70.6431837827099	16.2631960310083	0.0280029311709491	0.00361266460032739	0.886360570410987	0.0338978319246205	13.1208337765224	0.0350910364849174	0.00378083919264536	812.096441838558
"b:urbanski-HIR-Aedes-albopictus"	"newsearch"	"urbanski-HIR-Aedes-albopictus"	"urbanski"	2012	"usa,japan"	21	"Aedes"	"albopictus"	"Diptera"	"HIR"	34.3833333333	132.4666666667	"global average"	0.0003248536	381	16	5	"x"	0	41.5035624950326	7.06111910414863	0.0280029311709491	0.00361266460032739	0.993421930882563	0.00413237711596154	12.9982264141578	0.0797178986823552	0.02005639738487	157.357814495841
"b:urbanski-JACK-Aedes-albopictus"	"newsearch"	"urbanski-JACK-Aedes-albopictus"	"urbanski"	2012	"usa,japan"	21	"Aedes"	"albopictus"	"Diptera"	"JACK"	30.3166666667	-81.7833333333	"global average"	10.1473792732	381	16	3	"x"	38	75.8023645783449	22.8038784161122	0.0280029311709491	0.00361266460032739	0.587947208685544	0.0289169141879897	12.6775964692614	0.025774401731517	0.00192301453302703	1505.29913929266
"b:urbanski-KAG-Aedes-albopictus"	"newsearch"	"urbanski-KAG-Aedes-albopictus"	"urbanski"	2012	"usa,japan"	21	"Aedes"	"albopictus"	"Diptera"	"KAG"	31.55	130.55	"global average"	1.8080767052	381	16	6	"x"	6	59.0891248382184	21.0637203687187	0.0280029311709491	0.00361266460032739	0.924136432593426	0.0439586433509609	13.2171191327217	0.112143812116088	0.0022538750637629	79.5150561459588
"b:urbanski-KHO-Aedes-albopictus"	"newsearch"	"urbanski-KHO-Aedes-albopictus"	"urbanski"	2012	"usa,japan"	21	"Aedes"	"albopictus"	"Diptera"	"KHO"	37.3666666667	140.3666666667	"global average"	6.0822898032	381	16	5	"x"	23	70.8004231640875	13.0211332008085	0.0280029311709491	0.00361266460032739	0.800659737548889	0.0226239141477493	13.4558712560478	0.0533408475015131	0.00589796833854879	351.463457191149
"b:urbanski-MAN-Aedes-albopictus"	"newsearch"	"urbanski-MAN-Aedes-albopictus"	"urbanski"	2012	"usa,japan"	21	"Aedes"	"albopictus"	"Diptera"	"MAN"	38.6166666667	-77.4166666667	"global average"	5.9967585089	381	16	7	"x"	22	37.6626682037705	5.79459032329794	0.0280029311709491	0.00361266460032739	1	0.00247343034678611	13.5001164124497	0.0916631030314251	0.0297820457435394	119.017518137959
"b:urbanski-MEL-Aedes-albopictus"	"newsearch"	"urbanski-MEL-Aedes-albopictus"	"urbanski"	2012	"usa,japan"	21	"Aedes"	"albopictus"	"Diptera"	"MEL"	27.5666666667	-80.3666666667	"global average"	1.0835913313	381	16	2	"n"	4	38.1840946300848	8.49881290954253	0.0280029311709491	0.00361266460032739	0.142766858041258	0.0189233950417631	12.181310850946	0.137925429516029	0.0138446972169616	52.5667721208252
"b:urbanski-NEW-Aedes-albopictus"	"newsearch"	"urbanski-NEW-Aedes-albopictus"	"urbanski"	2012	"usa,japan"	21	"Aedes"	"albopictus"	"Diptera"	"NEW"	40.7166666667	-74.0666666667	"global average"	0	381	16	5	"x"	0	44.8540912429271	8.55463560986589	0.0280029311709491	0.00361266460032739	0.992996192758028	0.003453882513547	13.8876505148823	0.125400942968388	0.0136646014574645	63.5914013467212
"b:urbanski-NVA-Aedes-albopictus"	"newsearch"	"urbanski-NVA-Aedes-albopictus"	"urbanski"	2012	"usa,japan"	21	"Aedes"	"albopictus"	"Diptera"	"NVA"	36.35	-78.3666666667	"global average"	9.1932997242	381	16	7	"x"	35	37.3375950000166	5.67892159518649	0.0280029311709491	0.00361266460032739	0.992064612170266	0.00288748913138715	13.1910891882301	0.0433741680935771	0.0310076072509361	531.54211922427
"b:urbanski-OAK-Aedes-albopictus"	"newsearch"	"urbanski-OAK-Aedes-albopictus"	"urbanski"	2012	"usa,japan"	21	"Aedes"	"albopictus"	"Diptera"	"OAK"	28.85	-80.85	"global average"	0.9000261774	381	16	2	"n"	3	48.0234609010695	17.440010527707	0.0280029311709491	0.00361266460032739	0.569355593809214	0.0363995974534779	12.3247364731469	0.0617491803807978	0.00328780850430587	262.263350495688
"b:urbanski-OKI-Aedes-albopictus"	"newsearch"	"urbanski-OKI-Aedes-albopictus"	"urbanski"	2012	"usa,japan"	21	"Aedes"	"albopictus"	"Diptera"	"OKI"	26.2166666667	127.9166666667	"global average"	0.6932409012	381	16	3	"x"	2	51.9340901820661	43.6008936318591	0.0280029311709491	0.00361266460032739	0.258338350354424	0.0134142862453797	12.8437999956138	0.142928685025266	0.000526028432462086	48.9509589150498
"b:urbanski-SAK-Aedes-albopictus"	"newsearch"	"urbanski-SAK-Aedes-albopictus"	"urbanski"	2012	"usa,japan"	21	"Aedes"	"albopictus"	"Diptera"	"SAK"	38.9166666667	139.0083333333	"global average"	2.5878003697	381	16	5	"x"	9	52.6109257964282	7.19476365908356	0.0280029311709491	0.00361266460032739	0.995346640533916	0.00342238819633662	13.6534944535949	0.0614384136759085	0.0193182123350042	264.923212304106
"b:urbanski-SHI-Aedes-albopictus"	"newsearch"	"urbanski-SHI-Aedes-albopictus"	"urbanski"	2012	"usa,japan"	21	"Aedes"	"albopictus"	"Diptera"	"SHI"	34.0166666667	130.9333333333	"global average"	3.9419839568	381	16	7	"x"	15	34.4252671509761	4.05320611970367	0.0280029311709491	0.00361266460032739	0.898931995510557	0.0105750691909025	13.0993931480053	0.0650773803486798	0.0608699045318453	236.12386061308
"b:urbanski-TAN-Aedes-albopictus"	"newsearch"	"urbanski-TAN-Aedes-albopictus"	"urbanski"	2012	"usa,japan"	21	"Aedes"	"albopictus"	"Diptera"	"TAN"	30.7166666667	130.9666666667	"global average"	1.7933284581	381	16	5	"x"	6	39.2615813220367	2.73693317816646	0.0280029311709491	0.00361266460032739	0.9552962328611	0.00715378718506435	12.6291702543735	0.0273575696815214	0.133497032347167	1336.11848321557
"b:urbanski-TOK-Aedes-albopictus"	"newsearch"	"urbanski-TOK-Aedes-albopictus"	"urbanski"	2012	"usa,japan"	21	"Aedes"	"albopictus"	"Diptera"	"TOK"	35.6333333333	139.6333333333	"global average"	0.7246376812	381	16	8	"x"	2	51.2502995876007	12.4056773354146	0.0280029311709491	0.00361266460032739	0.924969175431592	0.0240735421989588	13.3063518210699	0.0743022017957068	0.00649769074684406	181.132605061661
"b:urbanski-UTS-Aedes-albopictus"	"newsearch"	"urbanski-UTS-Aedes-albopictus"	"urbanski"	2012	"usa,japan"	21	"Aedes"	"albopictus"	"Diptera"	"UTS"	36.5333333333	139.8666666667	"global average"	8.0279232112	381	16	3	"x"	30	99.0755797315219	21.2883772601462	0.0280029311709491	0.00361266460032739	0.958156162221712	0.016461281501892	13.5586109492418	0.041221813653399	0.00220655564589979	588.499107579201
"b:urbanski-WAV-Aedes-albopictus"	"newsearch"	"urbanski-WAV-Aedes-albopictus"	"urbanski"	2012	"usa,japan"	21	"Aedes"	"albopictus"	"Diptera"	"WAV"	37.0333333333	-77.1166666667	"global average"	0.6462603726	381	16	6	"x"	2	41.589911515575	8.3857382992806	0.0280029311709491	0.00361266460032739	0.917671966976849	0.0402028382514288	13.4317780275058	0.0644531984245865	0.0142205826309565	240.719378085854
"b:urbanski-ZIO-Aedes-albopictus"	"newsearch"	"urbanski-ZIO-Aedes-albopictus"	"urbanski"	2012	"usa,japan"	21	"Aedes"	"albopictus"	"Diptera"	"ZIO"	33.75	-80.0333333333	"global average"	1.7361111111	381	16	6	"x"	6	48.5827906969371	5.74077892441227	0.0280029311709491	0.00361266460032739	0.92074342288841	0.0102032395657199	13.0439382610056	0.0802692840207982	0.0303429886547167	155.203396632662
"b:vaznunes-A-Tetranychus-urticae"	"newsearch"	"vaznunes-A-Tetranychus-urticae"	"vaznunes"	1990	"Europe"	10	"Tetranychus"	"urticae"	"Trombidiformes"	"A"	44.885	6.356111	"global average"	0	200	18	2	"n"	0	73.7884792273498	11.221623185242	0.00109620925916744	0.000103501470529422	1	0.00168164315569385	14.7414724605459	0.0629843337965536	0.00794124577754883	252.077985730317
"b:vaznunes-K-Tetranychus-urticae"	"newsearch"	"vaznunes-K-Tetranychus-urticae"	"vaznunes"	1990	"Europe"	10	"Tetranychus"	"urticae"	"Trombidiformes"	"K"	51.103333	2.654722	"global average"	0.4346833022	200	18	3	"x"	0	93.3760154637548	13.5815940218579	0.00109620925916744	0.000103501470529422	0.978095957028733	0.00312892462281039	13.2804181243523	0.0267563598584275	0.00542123846422058	1396.83768516386
"b:vaznunes-L-Tetranychus-urticae"	"newsearch"	"vaznunes-L-Tetranychus-urticae"	"vaznunes"	1990	"Europe"	10	"Tetranychus"	"urticae"	"Trombidiformes"	"L"	59.933333	30.266667	"global average"	1.4201038185	200	18	4	"x"	2	106.984813195693	7.0815249572654	0.00109620925916744	0.000103501470529422	0.974628170298846	0.0109447097787504	16.7776619313389	0.00950783289989143	0.0199409764166058	3514.63457191149
"b:vaznunes-P-Tetranychus-urticae"	"newsearch"	"vaznunes-P-Tetranychus-urticae"	"vaznunes"	1990	"Europe"	10	"Tetranychus"	"urticae"	"Trombidiformes"	"P"	45.408056	11.872222	"global average"	0.182919275	200	18	2	"n"	0	86.3001677699023	10.8215455924824	0.00109620925916744	0.000103501470529422	0.997693015157256	0.00112193366545513	12.6077216092378	0.0119129759574579	0.00853928312251176	3514.63457191149
"b:vaznunes-V-Tetranychus-urticae"	"newsearch"	"vaznunes-V-Tetranychus-urticae"	"vaznunes"	1990	"Europe"	10	"Tetranychus"	"urticae"	"Trombidiformes"	"V"	51.866667	4.166667	"global average"	0	200	18	3	"x"	0	127.778305485631	8.33072021468834	0.00109620925916744	0.000103501470529422	0.99856054945148	0.00607760707810229	13.9858429510037	0.00667993260655771	0.0144090351876181	3514.63457191149
"b:vaznunes-W-Tetranychus-urticae"	"newsearch"	"vaznunes-W-Tetranychus-urticae"	"vaznunes"	1990	"Europe"	10	"Tetranychus"	"urticae"	"Trombidiformes"	"W"	52.23333	21.016667	"global average"	0	200	18	3	"x"	0	95.0983051684423	6.8004565962047	0.00109620925916744	0.000103501470529422	0.915327655178602	0.0235822573137687	13.7511068004162	0.0164922076136115	0.0216233936099344	3514.63457191149
"b:wang-BJ-Sericinus-montelus"	"newsearch"	"wang-BJ-Sericinus-montelus"	"wang"	2012	"China"	4	"Sericinus"	"montelus"	"Lepidoptera"	"BJ"	40.25	115.0833333333	"global average"	0	75	16	3	"n"	0	78.3084000606329	18.906554898629	0	0.000868658454637033	0.98987143470671	0.00213706519834064	14.3489005178573	0.0717448717446948	0.00279753288155161	194.275606251887
"b:wang-HH-Sericinus-montelus"	"newsearch"	"wang-HH-Sericinus-montelus"	"wang"	2012	"China"	4	"Sericinus"	"montelus"	"Lepidoptera"	"HH"	27.55	109.9666666667	"global average"	0	75	15	2	"n"	0	64.8136447188503	5.91869265628792	0	0.000868658454637033	0.964176070809941	0.0176465320632031	12.517183062388	0.0131182431059289	0.0285462077851219	3514.63457191149
