"pop" "spec" "order" "yi" "upper" "lower" "p" "vi"
"173" "shroyer.WALTON.Aedes.triseriatus" "triseriatus" "Diptera" 0.505703944012513 0.590162245240183 0.41892128495082 1.25475151855727 0.0293234664808232
"174" "tyukmaeva. Jyvaskyla1.Drosophila.montana" "montana" "Diptera" 0.877482395331069 0.910097373114135 0.824564943034152 1.17431806677423 0.00731579659538718
"175" "tyukmaeva. Jyvaskyla2.Drosophila.montana" "montana" "Diptera" 0.734693029799793 0.811905490872629 0.641558501332148 1.17431806677423 0.0290180968455047
"176" "tyukmaeva. Jyvaskyla3.Drosophila.montana" "montana" "Diptera" 0.477061300458577 0.598215371499739 0.355791763058915 1.17431806677423 0.05876920592947
"177" "tyukmaeva. Jyvaskyla4.Drosophila.montana" "montana" "Diptera" 0.565679448487923 0.703092263732774 0.454214075390646 1.17431806677423 0.0619403526324597
"178" "tyukmaeva. Lathi1.Drosophila.montana" "montana" "Diptera" 0.875283175259447 0.918782886766222 0.79479979120834 0.898589389737182 0.0153718079841149
"179" "tyukmaeva. Lathi2.Drosophila.montana" "montana" "Diptera" 0.844424796164255 0.897904412333285 0.752806122959282 0.898589389737182 0.0210535135792619
"180" "tyukmaeva. Lathi3.Drosophila.montana" "montana" "Diptera" 0.824383784708338 0.890281201681989 0.731228348712085 0.898589389737182 0.0252978100378659
"181" "tyukmaeva. Lathi4.Drosophila.montana" "montana" "Diptera" 0.665794169394624 0.760827034346111 0.568126535246953 0.898589389737182 0.0371334823530646
"182" "tyukmaeva. Oulanka1.Drosophila.montana" "montana" "Diptera" 0.81317069062913 0.885370462691595 0.713771754799937 1.62222846000279 0.0294461165500866
"183" "tyukmaeva. Oulanka2.Drosophila.montana" "montana" "Diptera" 0.76290034367047 0.842666027416568 0.627530535071481 1.62222846000279 0.046283280066563
"184" "tyukmaeva. Oulanka3.Drosophila.montana" "montana" "Diptera" 0.647603575997372 0.787877525886969 0.478864608791758 1.62222846000279 0.0954889829316918
"185" "tyukmaeva. Oulanka4.Drosophila.montana" "montana" "Diptera" 0.369133978944294 0.672687333465137 0.250609308047531 1.62222846000279 0.178149859540425
"186" "tyukmaeva. Paltamo1.Drosophila.montana" "montana" "Diptera" 0.866138416787642 0.926585273338425 0.76820035966515 1.40792122749107 0.0250857808792908
"187" "tyukmaeva. Paltamo2.Drosophila.montana" "montana" "Diptera" 0.523996265407836 0.74363345149634 0.39115714302881 1.40792122749107 0.124239548030897
"188" "tyukmaeva. Paltamo3.Drosophila.montana" "montana" "Diptera" 0.782257785711315 0.837685451850539 0.694208578639898 1.40792122749107 0.0205856131463023
"189" "tyukmaeva. Paltamo4.Drosophila.montana" "montana" "Diptera" 0.718065802719003 0.79520472710065 0.638748540799831 1.40792122749107 0.0244785382317966
"190" "tyukmaeva. Pelkosenniemi1.Drosophila.montana" "montana" "Diptera" 0.675379854770578 0.806650758938057 0.516252000921236 1.39661840135003 0.0843314386577122
"191" "tyukmaeva. Pelkosenniemi2.Drosophila.montana" "montana" "Diptera" 0.64201267668493 0.789597431585314 0.524292029146167 1.39661840135003 0.0703869565633978
"192" "tyukmaeva. Pelkosenniemi3.Drosophila.montana" "montana" "Diptera" 0.807137255784294 0.881647064809427 0.681592883148202 1.39661840135003 0.0400216756001424
"193" "tyukmaeva. Pelkosenniemi4.Drosophila.montana" "montana" "Diptera" 0.665076665773053 0.820448088104645 0.534369081931615 1.39661840135003 0.0818411977729485
"194" "tyukmaeva. Pudasjarvi1.Drosophila.montana" "montana" "Diptera" 0.782471054237277 0.859180101511886 0.684910988590713 1.20151430105523 0.0303697237183325
"195" "tyukmaeva. Pudasjarvi2.Drosophila.montana" "montana" "Diptera" 0.761933660598402 0.846142526832764 0.65565296518257 1.20151430105523 0.0362862730976831
"196" "tyukmaeva. Pudasjarvi3.Drosophila.montana" "montana" "Diptera" 0.683177699617988 0.769173678780886 0.581829743663531 1.20151430105523 0.0350977500252557
"197" "tyukmaeva. Pudasjarvi4.Drosophila.montana" "montana" "Diptera" 0.824015158598284 0.86652849432443 0.760147210060694 1.20151430105523 0.0113169776416018
"198" "urbanski.AIZ.Aedes.albopictus" "albopictus" "Diptera" 0.833923496047255 0.862318383436629 0.800601646837084 0.950149337289989 0.00380895557649762
"199" "urbanski.BER.Aedes.albopictus" "albopictus" "Diptera" 0.845736744858194 0.875660333772254 0.811182611893145 1.15749653619125 0.00415737661871974
"200" "urbanski.BRU.Aedes.albopictus" "albopictus" "Diptera" 0.744111089727383 0.777379297139227 0.706886684444822 1.55586107314121 0.00496920844448339
"201" "urbanski.FAY.Aedes.albopictus" "albopictus" "Diptera" 0.754091937299761 0.789875638178274 0.717410940441844 1.63489727061676 0.00525113241803217
"202" "urbanski.HIR.Aedes.albopictus" "albopictus" "Diptera" 0.929783306998044 0.940909257556361 0.911093051099256 0.802162885730536 0.000889006167492712
"203" "urbanski.JACK.Aedes.albopictus" "albopictus" "Diptera" 0.339755675537535 0.377572514118677 0.304820401042111 1.85950404218517 0.00529286995710544
"204" "urbanski.KHO.Aedes.albopictus" "albopictus" "Diptera" 0.521374163335107 0.557584822466828 0.484849228092301 0.811036733468501 0.00529046668901571
"205" "urbanski.MAN.Aedes.albopictus" "albopictus" "Diptera" 0.783134816849575 0.822718254536683 0.73956480406239 1.47188717956632 0.0069144963257807
"206" "urbanski.NEW.Aedes.albopictus" "albopictus" "Diptera" 0.929561232846737 0.939472017699142 0.911043418785891 1.30297411478931 0.000808185236170496
"207" "urbanski.NVA.Aedes.albopictus" "albopictus" "Diptera" 0.745188747780199 0.778719626599148 0.708612600900864 1.27983152468199 0.00491499505225985
"208" "urbanski.OAK.Aedes.albopictus" "albopictus" "Diptera" 0.307053669027501 0.352082367574746 0.262878288982207 1.83928286909339 0.00795736763754387
"209" "urbanski.SAK.Aedes.albopictus" "albopictus" "Diptera" 0.900266493507026 0.923058675999348 0.870013361772857 0.69245142698368 0.00281380536138716
"210" "urbanski.SHI.Aedes.albopictus" "albopictus" "Diptera" 0.723771377889777 0.76521517964718 0.680622642199448 0.835086977843985 0.00715589739184594
"211" "urbanski.TAN.Aedes.albopictus" "albopictus" "Diptera" 0.819022054451117 0.85466644892562 0.775233361341959 0.948064813903749 0.00630961540307357
"212" "urbanski.TOK.Aedes.albopictus" "albopictus" "Diptera" 0.675243906822211 0.741854856774186 0.620341686742979 0.721825395800262 0.014765450491033
"213" "urbanski.UTS.Aedes.albopictus" "albopictus" "Diptera" 0.819955817896251 0.844804128461529 0.79263888992546 0.871014394165188 0.00272121211152497
"214" "urbanski.WAV.Aedes.albopictus" "albopictus" "Diptera" 0.782648908623274 0.827508734164253 0.724959256173093 1.84469268160018 0.0105163954362594
"215" "urbanski.ZIO.Aedes.albopictus" "albopictus" "Diptera" 0.799901499205181 0.834097128758006 0.761370795519434 1.18284019303873 0.00528911954632783
"216" "yoshida.oita.Drosophila.triauraria" "triauraria" "Diptera" 0.700184689094655 0.819445783305855 0.572665379164433 0.785747118719149 0.0609005678682036
"217" "yoshida.onuma.Drosophila.triauraria" "triauraria" "Diptera" 0.882470572195802 0.916587175774932 0.821011347621684 0.900352678275878 0.00913473892717918
"218" "yoshida.yakushima.Drosophila.triauraria" "triauraria" "Diptera" 0.20481908726994 0.271587587498428 0.143530470604452 1.0057457098351 0.0163986251871974
"219" "hou. CC.Laodelphax.striatellus" "striatellus" "Hemiptera" 0.864356621499995 0.901258678455893 0.821830206343616 1.04452029860956 0.00630888218209076
"220" "hou. HN.Laodelphax.striatellus" "striatellus" "Hemiptera" 0.174162720649892 0.213097524805338 0.14127684010527 1.64557274364475 0.00515821075078658
"221" "hou. JY.Laodelphax.striatellus" "striatellus" "Hemiptera" 0.680144343045987 0.730391238214498 0.626332165387307 0.952383120969284 0.0108282906376547
"222" "ito.EN.Orius.sauteri" "sauteri" "Hemiptera" 0.82273496143135 0.900758645296359 0.709861552013609 0.840007509637088 0.0364417002238029
"223" "ito.HA.Orius.sauteri" "sauteri" "Hemiptera" 0.810631837190336 0.914680223151538 0.670575276249646 0.903990809664948 0.0595872251019755
"224" "ito.KU.Orius.sauteri" "sauteri" "Hemiptera" 0.863883882645458 0.951103720156078 0.738447687344666 0.830754389535056 0.0452225882910883
"225" "ito.ME.Orius.sauteri" "sauteri" "Hemiptera" 0.925187289845705 0.974756946092428 0.834495943326369 0.847074426404639 0.0196731488969404
"226" "ito.MO.Orius.sauteri" "sauteri" "Hemiptera" 0.724592018576349 0.875370865512054 0.560537010990107 0.872416380115738 0.0991203559531465
"227" "ito.SA.Orius.sauteri" "sauteri" "Hemiptera" 0.895113266373825 0.955706606987083 0.806694136509053 0.913486436156404 0.0222047163579658
"228" "ito.TU.Orius.sauteri" "sauteri" "Hemiptera" 0.66589471390666 0.779603494837631 0.499911340042231 0.757473789889191 0.078227701454094
"229" "ito.WA.Orius.sauteri" "sauteri" "Hemiptera" 0.927495530486229 0.970623736185054 0.83686555492266 0.877183402617868 0.0178912510546235
"230" "lushai.C.Rhopalosiphum.padi" "padi" "Hemiptera" 0.530550369227512 0.667224569806005 0.400246558127792 0.881817093987992 0.071277258719652
"231" "lushai.N.Rhopalosiphum.padi" "padi" "Hemiptera" 0.480265117049662 0.584830618742874 0.368748893450425 0.929362687066757 0.0466913120053614
"232" "lushai.S.Rhopalosiphum.padi" "padi" "Hemiptera" 0.615868244321653 0.726324038715842 0.49337625488635 0.954607801703652 0.0542646699910717
"233" "musolin.Amami.Nezara.viridula" "viridula" "Hemiptera" 0.482428757497277 0.642960982266012 0.30785846300072 0.998613496606707 0.112293698417945
"234" "musolin.Kochi.Nezara.viridula" "viridula" "Hemiptera" 0.484381158113598 0.624152261024368 0.353684925752873 0.861558652088092 0.0731525794488633
"235" "musolin.Osaka.Nezara.viridula" "viridula" "Hemiptera" 0.60510983335843 0.703610630023463 0.48061836490953 0.754705722067682 0.0497255503006426
"236" "musolin.Wakayama.Nezara.viridula" "viridula" "Hemiptera" 0.514964949005726 0.628390987970888 0.392182673586235 0.734783162483128 0.0557943677844391
"237" "shimizu_2001.HRS.Orius.sauteri" "sauteri" "Hemiptera" 0.523123388606946 0.634262555788503 0.423705193046019 0.847139274749943 0.04433440300507
"238" "shimizu_2001.OBH.Orius.sauteri" "sauteri" "Hemiptera" 0.359322882515116 0.447654230773717 0.270574843405764 0.859579468816669 0.0313571094306096
"239" "shimizu_2001.SPR.Orius.sauteri" "sauteri" "Hemiptera" 0.550355795872081 0.659956355369168 0.436617707378754 0.913486436156404 0.049880151686186
"240" "shimizu_2001.TKB.Orius.sauteri" "sauteri" "Hemiptera" 0.187424406702481 0.280568907294496 0.118697480103123 0.757473789889191 0.026202358940972
"241" "noda.Izumu.Laodelphax.striatellus" "striatellus" "Homoptera" 0.915882386530297 0.945356332602592 0.84567102523816 0.720073904705477 0.00993716050434129
"242" "noda.Kagoshima.Laodelphax.striatellus" "striatellus" "Homoptera" 0.526195719462316 0.622524429213958 0.419418330581285 1.02026554860337 0.0412520873017851
"243" "noda.Kamikawa.Laodelphax.striatellus" "striatellus" "Homoptera" 0.95266841865773 0.96886596611561 0.912046621981487 0.870073332090164 0.0032284378678319
"244" "noda.Odawara.Laodelphax.striatellus" "striatellus" "Homoptera" 0.767258199606385 0.842726426366027 0.655128999651697 0.781694183692696 0.0351927945098384
"245" "noda.Sendai.Laodelphax.striatellus" "striatellus" "Homoptera" 0.908729375614387 0.946124987069768 0.84762714486853 0.831843912235928 0.00970182491829999
"246" "noda.Tsu.Laodelphax.striatellus" "striatellus" "Homoptera" 0.847316212607244 0.904035938369298 0.775701552189517 0.749070111707617 0.0164697146761412
"247" "noda.Tsukuba.Laodelphax.striatellus" "striatellus" "Homoptera" 0.92630549349929 0.955202683664998 0.859651793644372 0.757473789889191 0.00912997258373376
"248" "murata. Amami.Asobara.japonica" "japonica" "Hymenoptera" 0.319570711378929 0.382354666363081 0.252099802645245 0.99852707235401 0.016966329522152
"249" "murata. Hirosaki.Asobara.japonica" "japonica" "Hymenoptera" 0.144517198391161 0.187584607153183 0.0816935292889604 0.847139274749943 0.0112129203712469
"250" "murata. Kagoshima.Asobara.japonica" "japonica" "Hymenoptera" 0.536824652936491 0.646687349486725 0.425404796027042 1.02026554860337 0.0489659684656375
"251" "murata. Matsuyama.Asobara.japonica" "japonica" "Hymenoptera" 0.44850111142424 0.531879134153677 0.364077718731085 0.769331624895723 0.0281573150178253
"252" "murata. Sapporo.Asobara.japonica" "japonica" "Hymenoptera" 0.427297142084465 0.506719391777963 0.347735653820738 0.913486436156404 0.0252758289348516
"253" "murata. Sendai.Asobara.japonica" "japonica" "Hymenoptera" 0.309181866670025 0.379628714429004 0.237255590244576 0.831843912235928 0.0202701064900346
"254" "murata. Tokyo.Asobara.japonica" "japonica" "Hymenoptera" 0.391954393082692 0.486518754103456 0.315499891463549 0.739785526806771 0.0292474513786474
"255" "paolucci. HAM.Nasonia.vitripennis" "vitripennis" "Hymenoptera" 0.59481831482878 0.730579969754285 0.446325020640098 0.987292720207468 0.080800876095909
"256" "paolucci. LAT.Nasonia.vitripennis" "vitripennis" "Hymenoptera" 0.666485816528303 0.780063864430951 0.505762990939225 1.00097922754798 0.0752409691983238
"257" "paolucci. OUL.Nasonia.vitripennis" "vitripennis" "Hymenoptera" 0.546315729207296 0.72701923672134 0.359882846022302 0.904676003185613 0.134789129375517
"258" "paolucci. SCH.Nasonia.vitripennis" "vitripennis" "Hymenoptera" 0.281028456795518 0.388889913990644 0.17007325079367 1.46777844260554 0.047880732092658
"259" "paolucci. SWI.Nasonia.vitripennis" "vitripennis" "Hymenoptera" 0.327393461290843 0.428548809289826 0.229355470438214 1.48366112645148 0.0396779862428531
"260" "paolucci. TUR.Nasonia.vitripennis" "vitripennis" "Hymenoptera" 0.280841043857844 0.404618983898126 0.179772099805908 1.10808230355186 0.0505561212859793
"261" "chen.KZ.Helicoverpa.armigera" "armigera" "Lepidoptera" 0.924497541766916 0.965166975522867 0.865282382796129 0.97759995074337 0.00997693186418632
"262" "chen.LF.Helicoverpa.armigera" "armigera" "Lepidoptera" 0.837309466265342 0.898594427038244 0.734922148014909 0.863441305267614 0.0267886149206924
"263" "chen.TA.Helicoverpa.armigera" "armigera" "Lepidoptera" 0.738177572091923 0.822095409571169 0.640057090076925 0.981363401801082 0.0331379497642885
"264" "chen.YX.Helicoverpa.armigera" "armigera" "Lepidoptera" 0.501672750569395 0.794357020669778 0.342566552639405 1.0480628464678 0.204114627003103
"265" "gomi. Fukui.Hyphantria.cunea" "cunea" "Lepidoptera" 0.799555881513449 0.88757001836098 0.713638723919168 0.736522564356171 0.0302520951862043
"266" "gomi. Kanazawa.Hyphantria.cunea" "cunea" "Lepidoptera" 0.893290230043007 0.936989318095799 0.821418377121147 0.719237490787982 0.0133566423977665
"267" "gomi. Takaoka.Hyphantria.cunea" "cunea" "Lepidoptera" 0.905299347090172 0.933004780412348 0.871898963466437 0.739864672012687 0.00373392086462718
"268" "gomi_1996. AT.Hyphantria.cunea" "cunea" "Lepidoptera" 0.970908245130725 0.976929838629258 0.955378659648908 0.883240538019158 0.000464453315443078
"269" "gomi_1996. FI.Hyphantria.cunea" "cunea" "Lepidoptera" 0.984510100148664 0.988605118323861 0.973631692787372 0.737066229272029 0.000224203472296779
"270" "gomi_1996. MB.Hyphantria.cunea" "cunea" "Lepidoptera" 0.97793285828303 0.983229017093565 0.963928414063101 0.722012070419726 0.000372513277339556
"271" "gomi_1996. UW.Hyphantria.cunea" "cunea" "Lepidoptera" 0.907045214017274 0.925695020572056 0.88580626433123 0.678005093739337 0.00159111287444003
"272" "hashimoto.Iwamizawa.Pieris.rapae" "rapae" "Lepidoptera" 0.848522610103091 0.924697151449171 0.693856467095709 0.947315808164388 0.0532874215527746
"273" "hashimoto.Kagoshima.Pieris.rapae" "rapae" "Lepidoptera" 0.951964245711342 0.988172618910065 0.870883578254899 1.02026554860337 0.0137567190578092
"274" "hashimoto.Matsuyama.Pieris.rapae" "rapae" "Lepidoptera" 0.857043204252567 0.919575592073996 0.722884715681838 0.763476983964846 0.0386873008559152
"275" "hashimoto.Nagaoka.Pieris.rapae" "rapae" "Lepidoptera" 0.781703386265417 0.895915859490515 0.638004044421274 0.609540364811544 0.0665185043523104
"276" "hashimoto.Naze.Pieris.rapae" "rapae" "Lepidoptera" 0.814405299845366 0.908740419797435 0.674812113204434 0.998379695995593 0.0547224526254691
"277" "hashimoto.Okayama.Pieris.rapae" "rapae" "Lepidoptera" 0.872556373726931 0.94746810930773 0.75512501148965 0.835672794221365 0.0369958672782555
"278" "hashimoto.Sendai.Pieris.rapae" "rapae" "Lepidoptera" 0.87802834643612 0.959215739849087 0.70171140478871 0.832234158613458 0.0663084825748869
"279" "kato.Fuchu.Atrophaneura.alcinous" "alcinous" "Lepidoptera" 0.943905900768674 0.988963067452017 0.831312549218426 0.689491733339646 0.0248536858993198
"280" "kato.Kashihara.Atrophaneura.alcinous" "alcinous" "Lepidoptera" 0.906431843568191 0.974370351004523 0.773131694911211 0.848610150781503 0.0404969967062423
"281" "kato.Yamagata.Atrophaneura.alcinous" "alcinous" "Lepidoptera" 0.907011280238669 0.98057700802297 0.71277173678659 0.827930838372855 0.071719663301991
"282" "kato.Yokosuka.Atrophaneura.alcinous" "alcinous" "Lepidoptera" 0.895165963795753 0.966550012667823 0.758639385860561 0.755244295147643 0.0432268287393886
"283" "kuwana. Himeji.Leucoma.candida" "candida" "Lepidoptera" 0.93910674684579 0.976634325294099 0.876650008264188 0.783385436320792 0.00999686365193774
"284" "kuwana. Kurashiki.Leucoma.candida" "candida" "Lepidoptera" 0.875815661697583 0.951667595082766 0.73008260882741 0.790317844117843 0.0490999061337863
"285" "kuwana. Matsumoto.Leucoma.candida" "candida" "Lepidoptera" 0.91574446564189 0.961649132099134 0.852868241368751 0.904272694374373 0.0118332821880956
"286" "kuwana. Okayama.Leucoma.candida" "candida" "Lepidoptera" 0.608029004722109 0.688122078388832 0.528955441374014 0.835672794221365 0.0253340183386068
"287" "kuwana. Sapporo.Leucoma.candida" "candida" "Lepidoptera" 0.203528234542903 0.423554810163573 0.134503050933253 0.913486436156404 0.0835509195141429
"288" "qureshi. Kanazawa.Helicoverpa.armigera" "armigera" "Lepidoptera" 0.651999130235174 0.727314760364673 0.57424242074612 0.73124890411127 0.0234311411562976
"289" "qureshi. Okayama.Helicoverpa.armigera" "armigera" "Lepidoptera" 0.355247664456048 0.468654300258983 0.247380837444514 0.790044895765086 0.0489619453459062
"290" "ryan.28.Papilio.glaucus" "glaucus" "Lepidoptera" 0.371697770420121 0.535676081501151 0.207263399098253 1.79508256075951 0.107854889963067
"291" "ryan.38.5.Papilio.glaucus" "glaucus" "Lepidoptera" 0.641135185610344 0.84938709419802 0.415838028953602 1.1839609245382 0.187964791974309
"292" "ryan.42.5.Papilio.glaucus" "glaucus" "Lepidoptera" 0.144264741309458 0.306357936739805 0.0460920040514713 1.33352127230134 0.0677383557181283
"293" "shimizu. Ishikawa.Helicoverpa.armigera" "armigera" "Lepidoptera" 0.629838598756875 0.707730112008822 0.545449026360756 0.72753533971392 0.0263351507591149
"294" "shimizu. Okayama.Helicoverpa.armigera" "armigera" "Lepidoptera" 0.25714102667054 0.309960479707708 0.205409546953554 0.790140831976574 0.0109308975397636
"295" "shimizu_2006.1.Helicoverpa.armigera" "armigera" "Lepidoptera" 0.419724249517793 0.582953789625494 0.289502191093779 0.589332436761037 0.0861138406808189
"296" "shimizu_2006.4.Helicoverpa.armigera" "armigera" "Lepidoptera" 0.534804041384944 0.617701880870847 0.447861559453219 0.773199384707574 0.0288457347792432
"297" "takeda.kansas.Diatraea.grandiosella" "grandiosella" "Lepidoptera" 0.928688769832817 0.971624216921316 0.848507985654481 2.41249991584753 0.0151576064013488
"298" "takeda.mississippi.Diatraea.grandiosella" "grandiosella" "Lepidoptera" 0.857716853389479 0.930786947395407 0.733260665516057 1.51947155391867 0.0390166320330805
"299" "takeda.missouri.Diatraea.grandiosella" "grandiosella" "Lepidoptera" 0.931944186196465 0.965316761211443 0.850152526921949 1.68429513339222 0.0132628008594855
"300" "ujiye. Amagi.Phyllonorycter.ringoniella" "ringoniella" "Lepidoptera" 0.830965283857862 0.913967669471706 0.72227034344175 0.85304418003375 0.0367478648070353
"301" "ujiye. Asahikawa.Phyllonorycter.ringoniella" "ringoniella" "Lepidoptera" 0.965741427117522 0.991210310731678 0.904693227420155 0.898191512609761 0.00748520570473301
"302" "ujiye. Hammamatsu.Phyllonorycter.ringoniella" "ringoniella" "Lepidoptera" 0.857597039533761 0.924840688119775 0.750793374504204 0.816314321553038 0.0302924673767969
"303" "ujiye. Nimi.Phyllonorycter.ringoniella" "ringoniella" "Lepidoptera" 0.907156392509159 0.954611181771301 0.83473414815326 0.757724854048965 0.0143705031890609
"304" "ujiye. Suzaka.Phyllonorycter.ringoniella" "ringoniella" "Lepidoptera" 0.664401680877122 0.741844145786182 0.57627569039018 0.858273343983046 0.0274129134222179
"305" "wang.BJ.Sericinus.montelus" "montelus" "Lepidoptera" 0.893299624433719 0.943269398768702 0.828607522229902 0.930044255739371 0.013147345931399
"306" "wang.FX.Sericinus.montelus" "montelus" "Lepidoptera" 0.957679942741895 0.982422708126016 0.915665520054012 0.947939126590674 0.0044565221592809
"307" "wang.HH.Sericinus.montelus" "montelus" "Lepidoptera" 0.860612532305083 0.955220785868884 0.710428501836875 0.99931725446588 0.0599232623216078
"308" "wang.WH.Sericinus.montelus" "montelus" "Lepidoptera" 0.94282170282984 0.968896546717465 0.888260092618076 1.03628447310412 0.00650223772972285
"309" "wang.ZB.Sericinus.montelus" "montelus" "Lepidoptera" 0.898517872810972 0.937566085829654 0.843581870464272 0.963373988888535 0.00883303273784649
"310" "wipking.4.Zygaena.trifolii" "trifolii" "Lepidoptera" 0.488409359074516 0.541628191800313 0.434116819060046 1.06367064702054 0.0115586952684966
"311" "wipking.5.Zygaena.trifolii" "trifolii" "Lepidoptera" 0.824920739505292 0.866026364930547 0.777090711536192 1.68506013281534 0.00790955044468084
"312" "yoshio. Kagoshima.Papilio.memnon" "memnon" "Lepidoptera" 0.881378223894181 0.923496483961477 0.823465251005059 1.02026583327386 0.0100062475667812
"313" "yoshio. Mino.Papilio.memnon" "memnon" "Lepidoptera" 0.865420658784078 0.91845676415303 0.772798153553767 0.885283247494151 0.0212164308417077
"314" "yoshio. Naze.Papilio.memnon" "memnon" "Lepidoptera" 0.665442606044421 0.72533944479233 0.598338972324724 0.998379695995593 0.0161291200069952
"315" "yoshio. Wakayama.Papilio.memnon" "memnon" "Lepidoptera" 0.928189716236744 0.960957110017421 0.837569850375516 0.746938831853616 0.0152244158419389
"316" "nechols.brownstown.Chrysopa.oculata" "oculata" "Neuroptera" 0.887032387938844 0.972194764836115 0.670190310370111 1.29202758794104 0.0912066905173087
"317" "nechols.college.Chrysopa.oculata" "oculata" "Neuroptera" 0.870784344288456 0.974671865329449 0.64928077506828 1.63713113288276 0.105879361621352
"318" "nechols.dinosaur.Chrysopa.oculata" "oculata" "Neuroptera" 0.796334324710223 0.972148305442098 0.57192665475903 1.34320881465456 0.16017736967548
"319" "nechols.grand_beach.Chrysopa.oculata" "oculata" "Neuroptera" 0.806668305739298 0.966729631289581 0.515756511304337 1.23324067718321 0.203376754949225
"320" "nechols.ithaca.Chrysopa.oculata" "oculata" "Neuroptera" 0.959141455969095 0.990199804928645 0.886765885235551 1.34472215914004 0.0106985757430774
"321" "nechols.loveland.Chrysopa.oculata" "oculata" "Neuroptera" 0.734544568678733 0.884878208623077 0.536158021479294 1.30971115237606 0.121605768921595
"322" "nechols.manhattan.Chrysopa.oculata" "oculata" "Neuroptera" 0.941384690011412 0.986974669346218 0.840724555297136 1.70509926263346 0.0213890958593695
"323" "nechols.quincy.Chrysopa.oculata" "oculata" "Neuroptera" 0.674844395670876 0.908967729980494 0.392730841301856 2.01614858309352 0.266500525232601
"324" "nechols.saltillo.Chrysopa.oculata" "oculata" "Neuroptera" 0.214279130745873 0.595458637703769 0.0238735422939599 1.66518571996728 0.326709521294641
"325" "fimmuro.Iwate1.Haplothrips.brevitubus" "brevitubus" "Thysanoptera" 0.494460593132208 0.884469433661044 0.141171824259925 0.951485595694096 0.552491336141418
"326" "fimmuro.Iwate2.Haplothrips.brevitubus" "brevitubus" "Thysanoptera" 0.408979034655711 0.749088973978465 0.108626874051515 0.951485595694096 0.410191701442838
"327" "fimmuro.Iwate3.Haplothrips.brevitubus" "brevitubus" "Thysanoptera" 0.538801379578396 0.882567779997727 0.192297847338103 0.951485595694096 0.476472579933922
"328" "fimmuro.Iwate4.Haplothrips.brevitubus" "brevitubus" "Thysanoptera" 0.487239156495048 0.895770693637866 0.122883224232862 0.951485595694096 0.597355040363271
"329" "fimmuro.Iwate5.Haplothrips.brevitubus" "brevitubus" "Thysanoptera" 0.785088150973683 0.961731999902443 0.422945133476876 0.951485595694096 0.290291287432682
"330" "fimmuro.Kagoshima4.Haplothrips.brevitubus" "brevitubus" "Thysanoptera" 0.442036511040713 0.76677068262685 0.166263033905804 1.02045455362232 0.360609436172479
"331" "fimmuro.Kagoshima5.Haplothrips.brevitubus" "brevitubus" "Thysanoptera" 0.385275803469903 0.756868231114304 0.136817800029031 1.02045455362232 0.384462537089033
"332" "fimmuro.Kyoto1.Haplothrips.brevitubus" "brevitubus" "Thysanoptera" 0.620105676513506 0.852855042865972 0.297679895181941 0.771321556156315 0.308219444605986
"333" "fimmuro.Kyoto2.Haplothrips.brevitubus" "brevitubus" "Thysanoptera" 0.462323095147155 0.769785098847041 0.181868093265028 0.771321556156315 0.345646405452521
"334" "fimmuro.Kyoto3.Haplothrips.brevitubus" "brevitubus" "Thysanoptera" 0.751001008959196 0.938269455274569 0.410214049628189 0.771321556156315 0.278842511432363
"335" "nakao. Abashiri.Thrips.nigropilosus" "nigropilosus" "Thysanoptera" 0.935162659074954 0.972811462464933 0.874012232810627 0.868848324447345 0.0097612877802843
"336" "nakao. Kyoto.Thrips.nigropilosus" "nigropilosus" "Thysanoptera" 0.93903872041233 0.968339621155447 0.883843553811561 0.826488809778926 0.00713958539658253
"337" "nakao. Nagasaki.Thrips.nigropilosus" "nigropilosus" "Thysanoptera" 0.964706200269415 0.987779085154247 0.919974536202072 0.932503082509855 0.00459745685860788
"338" "nakao. Wakayama.Thrips.nigropilosus" "nigropilosus" "Thysanoptera" 0.966027795028961 0.991523310221092 0.906554973871265 0.746938831853616 0.00721961818205732
"339" "nakao. Wakkanai.Thrips.nigropilosus" "nigropilosus" "Thysanoptera" 0.970286571599266 0.992574246816042 0.930079719158519 0.877183402617868 0.00390556598713691
"340" "gomi_1981. Fukushima.Tetranychus.urticae" "urticae" "Trombidiformes" 0.45016116964537 0.505670270060931 0.385747383565084 0.842174798453534 0.0143814987054958
"341" "gomi_1981. Ishikawa.Tetranychus.urticae" "urticae" "Trombidiformes" 0.505375621742292 0.746108122450309 0.220404496221055 0.718809109587234 0.276364302630587
"342" "gomi_1981. Morioka.Tetranychus.urticae" "urticae" "Trombidiformes" 0.785507823541924 0.858578485406128 0.646334115659017 0.951567892494775 0.0450476724893484
"343" "gomi_1981. Sapporo.Tetranychus.urticae" "urticae" "Trombidiformes" 0.823621517903905 0.866850257218994 0.751199320747334 0.91687616445811 0.0133751391067719
"344" "koveos.Aile-froide.Tetranychus.urticae" "urticae" "Trombidiformes" 0.880694835948865 0.908299119155515 0.849129935819248 1.52008660985297 0.00350099225668077
"345" "koveos.leningrad.Tetranychus.urticae" "urticae" "Trombidiformes" 0.841131702634125 0.877146500611015 0.79792669227109 1.04968610955365 0.00627577803341444
"346" "koveos.padua.Tetranychus.urticae" "urticae" "Trombidiformes" 0.88056817075664 0.906901223792263 0.851572187354012 1.2393953422502 0.00306130227318531
