16.016806722689076, -1.3441618258041501, KO
14.033613445378151, -1.457898595679879, KO
13.563025210084035, 11.346417761735552, KO
13.025210084033613, 33.21865659015285, KO
12.588235294117647, 44.005790235557306, KO
12.050420168067227, 46.07937134585377, KO
10.016806722689076, 51.67597240238377, KO
16.016806722689076, -1.3441618258041501, SP
14.033613445378151, -1.457898595679879, SP
13.563025210084035, 11.346417761735552, SP
12.033613445378151, 49.43695599044987, SP
10, 61.40939597315437, SP
16, -1.006711409395976, ON
14.033613445378151, -1.457898595679879, ON
13.54621848739496, 2.6234654935799853, ON
13.058823529411764, 11.738386629819715, ON
12.588235294117647, 33.26753520200026, ON
12.033613445378151, 69.23561370857067, ON
10.016806722689076, 77.51489857688043, ON
16.016806722689076, -1.679732295602804, SM
14.033613445378151, -1.457898595679879, SM
12.521008403361344, -1.624273870622062, SM
12.033613445378151, 25.94702310454383, SM
10, 63.758389261744966, SM
16.016806722689076, -1.3441618258041501, KT
14.033613445378151, -1.457898595679879, KT
12.168067226890756, 48.750775477976426, KT
10.15126050420168, 62.063617393266036, KT
16.016806722689076, -1.679732295602804, IW
14.033613445378151, -1.457898595679879, IW
13.529411764705882, -1.401500197394384, IW
13.025210084033613, 1.3394619592803565, IW
12.521008403361344, -1.624273870622062, IW
12.016806722689076, 18.56635271558288, IW
11.512605042016807, 31.709999436016034, IW
10.016806722689076, 54.36053616077304, IW
16, -1.006711409395976, TS
14.033613445378151, -1.7934690654785328, TS
13.630252100840337, -1.0772094072528233, TS
13.025210084033613, -1.009531329310235, TS
12.605042016806724, -1.2981031338709812, TS
12, 9.172259507829992, TS
11.495798319327731, 17.28234918128325, TS
9.966386554621849, 41.61449814825259, TS
14.050420168067227, -1.459778542289385, TK
16, -1.6778523489932837, TK
13.563025210084035, 1.279303667775821, TK
12, 9.172259507829992, TK
10.134453781512605, 54.347376534506424, TK
16.016806722689076, -1.679732295602804, OI
14.033613445378151, -1.457898595679879, OI
13.025210084033613, -1.009531329310235, OI
12.638655462184875, -1.3018630270900218, OI
12.016806722689076, 2.458970165247308, OI
11.495798319327731, 12.58436260410204, OI
10, 19.127516778523486, OI
16, -1.3422818791946298, MY
14.016806722689076, -1.1204481792717047, MY
13.092436974789916, -1.017051115748302, MY
12.605042016806724, -1.2981031338709812, MY
12.016806722689076, -0.8967345327392593, MY
11.46218487394958, 2.52100840336135, MY
9.983193277310924, 29.86765175869006, MY
